abandon,"n. 放任；狂热
vt. 遗弃；放弃"
predict,"vi. 作出预言；作预料，作预报
vt. 预报，预言；预知"
predominant,adj. 主要的；卓越的；支配的；有力的；有影响的
pregnant,adj. 怀孕的；富有意义的
preliminary,"n. 准备；预赛；初步措施
adj. 初步的；开始的；预备的"
presence,n. 存在；出席；参加；风度；仪态
pressure,"n. 压力；压迫， 压强
vt. 迫使；密封；使……增压"
prevalent,adj. 流行的；普遍的，广传的
previous,"adj. 以前的；早先的；过早的
adv. 在先；在…以前"
primarily,adv. 首先；主要地，根本上
principal,"adj. 主要的；资本的
n. 首长；校长；资本；当事人"
principle,n. 原理，原则；主义，道义；本质，本义；根源，源泉
prior,"adj. 优先的；在先的，在前的
adv. 在前，居先"
proceed,"vi. 开始；继续进行；发生；行进
n. 收入，获利"
professional,"n. 专业人员；职业运动员
adj. 专业的；职业的；职业性的"
profitable,adj. 有利可图的；赚钱的；有益的
profound,adj. 深厚的；意义深远的；渊博的
prohibit,vt. 阻止，禁止
project,"n. 工程；计划；事业
vt. 设计；计划；发射；放映
vi. 设计；计划；表达；投射"
promise,"n. 许诺，允诺；希望
vt. 允诺，许诺；给人以…的指望或希望
vi. 许诺；有指望，有前途"
promote,"vi. 成为王后或其他大于卒的子
vt. 促进；提升；推销；发扬"
proponent,n. 支持者；建议者；提出认证遗嘱者
proportion,"n. 比例，占比；部分；面积；均衡
vt. 使成比例；使均衡；分摊"
propulsion,n. 推进；推进力
prospect,"n. 前途；预期；景色
vt. 勘探，勘察
vi. 勘探，找矿"
prosperous,adj. 繁荣的；兴旺的
psychology,n. 心理学；心理状态
purchase,"n. 购买；紧握；起重装置
vt. 购买；赢得
vi. 购买东西"
quality,"n. 质量， 品质；特性；才能
adj. 优质的；高品质的；<英俚>棒极了"
quantity,n. 量，数量；大量；总量
random,"n. 随意
adj.  随机的；任意的；胡乱的
adv. 胡乱地"
range,"n. 范围；幅度；排；山脉
vt. 漫游；放牧；使并列；归类于；来回走动
vi. （在...内）变动；平行，列为一行；延伸；漫游；射程达到"
rapid,"n. 急流；高速交通工具，高速交通网
adj. 迅速的，急促的；飞快的；险峻的"
rational,"n. 有理数
adj. 合理的；理性的"
react,"vi. 反应；影响；反抗；起反作用
vt. 使发生相互作用；使起化学反应"
recall,"n. 召回；回忆；撤消
vt. 召回；回想起，记起；取消"
reconstruct,vt. 重建；改造；修复；重现
recycle,"n. 再生；再循环；重复利用
vt. 使再循环；使…重新利用
vi. 重复利用"
refine,vt. 精炼，提纯；改善；使…文雅
region,n. 地区；范围；部位
registration,n. 登记；注册；挂号
reinforce,"n. 加强；加固物；加固材料
vt. 加强，加固；强化；补充
vi. 求援；得到增援；给予更多的支持"
relax,"vi. 放松，休息；松懈，松弛；变从容；休养
vt. 放松；使休息；使松弛；缓和；使松懈"
reliable,"n. 可靠的人
adj. 可靠的；可信赖的"
religion,n. 宗教；宗教信仰
reluctant,adj. 不情愿的；勉强的；顽抗的
remarkable,adj. 卓越的；非凡的；值得注意的
remote,"n. 远程
adj. 遥远的；偏僻的；疏远的"
require,vt. 需要；要求；命令
reserve,"n. 储备，储存；自然保护区；预备队；缄默； 储备金
vt. 储备；保留；预约
vi. 预订"
resident,"n. 居民；住院医生
adj. 居住的；定居的"
resistant,"n. 抵抗者
adj. 抵抗的，反抗的；顽固的"
resolve,"n. 坚决；决定要做的事
vt. 决定；溶解；使…分解；决心要做…
vi. 解决；决心；分解"
restrict,vt. 限制；约束；限定
retain,vt. 保持；雇；记住
reveal,"n. 揭露；暴露；门侧，窗侧
vt. 显示；透露；揭露；泄露"
revenue,n. 税收，国家的收入；收益
reverse,"n. 背面；相反；倒退；失败
adj. 反面的；颠倒的；反身的
vt. 颠倒；倒转
vi. 倒退；逆叫"
revise,"n. 修订；校订
vi. 修订；校订；复习功课
vt. 修正；复习；校订"
revolution,n. 革命；旋转；运行；循环
rigid,adj. 严格的；僵硬的，死板的；坚硬的；精确的
route,"n. 路线；航线；通道
vt. 按某路线发送"
rudimentary,adj. 基本的；初步的；退化的；残遗的；未发展的
scale,"n. 规模；比例；鳞；刻度；天平；数值范围
vt. 测量；攀登；刮鳞；依比例决定
vi. 衡量；攀登；剥落；生水垢"
schedule,"n. 时间表；计划表；一览表
vt. 安排，计划；编制目录；将……列入计划表"
scheme,"n. 计划；组合；体制；诡计
vt. 计划；策划
vi. 搞阴谋；拟订计划"
section,"n. 截面；部分；部门；地区；章节
vt. 把…分段；将…切片；对…进行划分
vi. 被切割成片；被分成部分"
secure,"vt. 保护；弄到；招致；缚住
adj. 安全的；无虑的；有把握的；稳当的
vi. 获得安全；船抛锚；停止工作"
sediment,n. 沉积；沉淀物
seek,"vt. 寻求；寻找；探索；搜索
vi. 寻找；探索；搜索"
sensitive,"adj. 敏感的；感觉的； 灵敏的；感光的；易受伤害的；易受影响的
n. 敏感的人；有灵异能力的人"
shift,"n. 移动；变化；手段；轮班
vt. 转移；改变；替换
vi. 移动；转变；转换"
shortage,n. 缺乏，缺少；不足
significant,"n. 象征；有意义的事物
adj. 重大的；有效的；有意义的；值得注意的；意味深长的"
simulate,"adj. 模仿的；假装的
vt. 模仿；假装；冒充"
solar,"n. 日光浴室
adj. 太阳的；日光的；利用太阳光的；与太阳相关的"
soluble,adj.  可溶的，可溶解的；可解决的
sophisticate,"n. 久经世故的人；精通者
vt. 弄复杂；使变得世故；曲解
vi. 诡辩"
spectacular,adj. 壮观的，惊人的；公开展示的
stable,"n. 马厩；牛棚
adj. 稳定的；牢固的；坚定的
vt. 赶入马房
vi. 被关在马厩"
starve,"vi. 饿死；挨饿；渴望
vt. 使饿死；使挨饿"
steady,"n. 关系固定的情侣；固定支架
adj. 稳定的；不变的；沉着的
vt. 使稳定；稳固；使坚定
adv. 稳定地；稳固地
vi. 稳固"
stimulate,"vi. 起刺激作用；起促进作用
vt. 刺激；鼓舞，激励"
strength,n. 力量；力气；兵力；长处
stress,"n. 压力；强调；紧张；重要性；重读
vt. 强调；使紧张；加压力于；用重音读"
strike,"n. 罢工；打击；殴打
vi. 打，打击；罢工；敲，敲击；抓；打动；穿透
vt. 打，击；罢工；撞击，冲击；侵袭；打动；到达"
structure,"n. 结构；构造；建筑物
vt. 组织；构成；建造"
subsequent,adj. 后来的，随后的
substitute,"n. 代用品；代替者
vi. 替代
vt. 代替"
succession,n. 连续；继位；继承权； 演替
successive,adj. 连续的；继承的；依次的；接替的
summary,"n. 概要，摘要，总结
adj. 简易的；扼要的"
suppress,vt. 抑制；镇压；废止
survive,"vi. 幸存；活下来
vt. 幸存；生还；幸免于；比...活得长"
sustain,vt. 维持；支撑，承担；忍受；供养；证实
symbiotic,adj.  共生的；共栖的
technical,adj. 工艺的，科技的；技术上的；专门的
tendency,n. 倾向，趋势；癖好
terminal,"n. 末端；终点；终端机；极限
adj. 末端的；终点的；晚期的"
territory,n. 领土，领域；范围；地域；版图
trace,"n. 痕迹，踪迹；微量； 迹线；缰绳
vt. 追踪，查探；描绘；回溯
vi. 追溯；沿路走"
transfer,"n. 转让；转移；传递；过户
vt. 使转移；调任
vi. 转让；转学；换车"
transform,"vt. 改变，使…变形；转换
vi. 变换，改变；转化"
transit,"n. 运输；经过
vt. 运送
vi. 经过"
transmit,"vt. 传输；传播；发射；传达；遗传
vi. 传输；发射信号"
transplant,"n. 移植；移植器官；被移植物；移居者
vt. 移植；迁移；使移居
vi. 移植；迁移；移居"
transport,"n. 运输；运输机；狂喜；流放犯
vt. 运输；流放；使狂喜"
trend,"n. 趋势，倾向；走向
vt. 使…趋向
vi. 趋向，伸向"
trigger,"n. 扳机； 触发器；制滑机
vt. 引发，引起；触发
vi. 松开扳柄"
ultimately,adv. 最后；根本；基本上
undergo,vt. 经历，经受；忍受
underscore,"n. 底线， 下划线
vt. 强调；划线于…下"
uniform,"n. 制服
adj. 统一的；一致的；相同的；均衡的；始终如一的
vt. 使穿制服；使成一样"
unique,"n. 独一无二的人或物
adj. 独特的，稀罕的； 唯一的，独一无二的"
urban,adj. 城市的；住在都市的
utilize,vt. 利用
vacation,"n. 假期；（房屋）搬出
vi. 休假，度假"
valid,adj. 有效的；有根据的；合法的；正当的
valuable,"n. 贵重物品
adj. 有价值的；贵重的；可估价的"
various,adj. 各种各样的；多方面的
vast,"n. 浩瀚；广阔无垠的空间
adj. 广阔的；巨大的；大量的；巨额的"
verbal,"n. 动词的非谓语形式
adj. 口头的；言语的；动词的；照字面的"
versatile,adj. 多才多艺的；通用的，万能的；多面手的
via,prep. 渠道，通过；经由
vigorous,adj. 有力的；精力充沛的
violate,vt. 违反；侵犯，妨碍；亵渎
visible,"n. 可见物；进出口贸易中的有形项目
adj. 明显的；看得见的；现有的；可得到的"
vision,"n. 视力；美景；眼力；幻象；想象力；幻视（漫威漫画旗下超级英雄）
vt. 想象；显现；梦见"
vital,adj. 至关重要的；生死攸关的；有活力的
vocation,n. 职业；天职；天命；神召
widespread,adj. 普遍的，广泛的；分布广的
youngster,n. 年轻人；少年
abandon,"n. 放任；狂热
vt. 遗弃；放弃"
ability,n. 能力，能耐；才能
absorption,n. 吸收；全神贯注，专心致志
abstract,"n. 摘要；抽象；抽象的概念
adj. 抽象的；深奥的
vt. 摘要；提取；使……抽象化；转移(注意力、兴趣等)；使心不在焉
vi. 做摘要；写梗概"
abundant,adj. 丰富的；充裕的；盛产
accelerate,"vt. 使……加快；使……增速
vi. 加速；促进；增加"
access,"n. 进入；使用权；通路
vt. 使用；存取；接近"
accompany,"vt. 陪伴，伴随；伴奏
vi. 伴奏，伴唱"
account,"n. 账户；解释；账目，账单；理由；描述
vt. 认为；把…视为
vi. 解释；导致；报账"
accurate,adj. 精确的
acknowledge,vt. 承认；答谢；报偿；告知已收到
adapt,"vi. 适应
vt. 使适应；改编"
additional,adj. 附加的，额外的
adjust,"vt. 调整，使…适合；校准
vi. 调整，校准；适应"
administration,n. 管理；行政；实施；行政机构
adopt,"vi. 采取；过继
vt. 采取；接受；收养；正式通过"
affect,"n. 情感；引起感情的因素
vt. 影响；感染；感动；假装
vi. 倾向；喜欢"
afford,vt. 给予，提供；买得起
aggressive,adj. 侵略性的；好斗的；有进取心的；有闯劲的
alter,"vt. 改变，更改
vi. 改变；修改"
alternative,"n. 二中择一；供替代的选择
adj. 供选择的；选择性的；交替的"
ambitious,adj. 野心勃勃的；有雄心的；热望的；炫耀的
analyze,vt. 对…进行分析，分解（等于analyse）
ancestor,n. 始祖，祖先；被继承人
ancient,"n. 古代人；老人
adj. 古代的；古老的，过时的；年老的"
anthropology,"n. 人类学
人类学家"
anticipate,vt. 预期，期望；占先，抢先；提前使用
apparent,adj. 显然的；表面上的
appreciate,"vi. 增值；涨价
vt. 欣赏；感激；领会；鉴别"
approach,"n. 方法；途径；接近
vt. 接近；着手处理
vi. 靠近"
architecture,n. 建筑学；建筑风格；建筑式样；架构
artificial,adj. 人造的；仿造的；虚伪的；非原产地的；武断的
aspect,n. 方面；方向；形势；外貌
assess,vt. 评定；估价；对…征税
assign,"vt. 分配；指派； 赋值
vi. 将财产过户（尤指过户给债权人）"
assist,"n. 帮助；助攻
vi. 参加；出席
vt. 帮助；促进"
associate,"n. 同事，伙伴；关联的事物
adj. 副的；联合的
vt. 联想；使联合；使发生联系
vi. 交往；结交"
assume,"vt. 僭取；篡夺；夺取；擅用；侵占
vi. 假定；设想；承担；采取"
asteroid,"n.  小行星； 海盘车；小游星
adj. 星状的"
atom,n. 原子
attempt,"n. 企图，试图；攻击
vt. 企图，试图；尝试"
attribute,"n. 属性；特质
vt. 归属；把…归于"
audience,n. 观众；听众；读者；接见；正式会见；拜会
authority,n. 权威；权力；当局
automatic,"n. 自动机械；自动手枪
adj. 自动的；无意识的；必然的"
available,adj. 可获得的；可购得的；可找到的；有空的
aware,adj. 意识到的；知道的；有…方面知识的；懂世故的
benefit,"n. 利益，好处；救济金
vt. 有益于，对…有益
vi. 受益，得益"
bias,"n. 偏见；偏爱；斜纹；乖离率
adj. 偏斜的
vt. 使存偏见
adv. 偏斜地"
branch,"n. 树枝，分枝；分部；支流
vt. 分支；出现分歧
vi. 分支；出现分歧"
brevity,n. 简洁，简短；短暂，短促
capable,adj. 能干的，能胜任的；有才华的
category,n. 种类，分类； 范畴
cease,"n. 停止
vi. 停止；终了
vt. 停止；结束"
chemical,"n. 化学制品，化学药品
adj. 化学的"
circumstance,n. 环境，情况；事件；境遇
civilization,n. 文明；文化
claim,"n. 要求；声称；索赔；断言；值得
vt. 要求；声称；需要；认领
vi. 提出要求"
clarify,"vt. 澄清；阐明
vi. 得到澄清；变得明晰；得到净化"
classic,"n. 名著；经典著作；大艺术家
adj. 经典的；古典的，传统的；最优秀的"
classification,n. 分类；类别，等级
climatic,adj. 气候的；气候上的；由气候引起的；受气候影响的
coincide,"vi. 一致，符合；同时发生
vi. (在性格、品质等方面)完全一致，相符"
collapse,"n. 倒塌；失败；衰竭
vt. 使倒塌，使崩溃；使萎陷；折叠
vi. 倒塌；瓦解；暴跌"
colleague,n. 同事，同僚
combine,"n. 联合收割机；联合企业
vt. 使化合；使联合，使结合
vi. 联合，结合；化合"
comment,"n. 评论；意见；批评
vi. 发表评论；发表意见
vt. 为…作评语"
community,n. 社区； 群落；共同体；团体
complex,"n. 复合体；综合设施
adj. 复杂的；合成的"
complicate,vt. 使复杂化；使恶化；使卷入
compose,"vt. 构成；写作；使平静；排…的版
vi. 组成；作曲；排字"
composition,n. 作文，作曲，作品； 构成；合成物；成分
compound,"n.  化合物；混合物；复合词
adj. 复合的；混合的
v. 合成；混合；恶化，加重；和解，妥协"
concentrate,"n. 浓缩，精选；浓缩液
vi. 集中；浓缩；全神贯注；聚集
vt. 集中；浓缩"
confidence,"n. 信心；信任；秘密
adj. （美）诈骗的；骗得信任的"
confirm,vt. 确认；确定；证实；批准；使巩固
conflict,"n. 冲突，矛盾；斗争；争执
vi. 冲突，抵触；争执；战斗"
conform,"adj. 一致的；顺从的
vi. 符合；遵照；适应环境
vt. 使遵守；使一致；使顺从"
constant,"n.  常数；恒量
adj. 不变的；恒定的；经常的"
construct,"n. 构想，概念
vt. 建造，构造；创立"
consume,"vt. 消耗，消费；使…着迷；挥霍
vi. 耗尽，毁灭；耗尽生命"
contemporary,"n. 同时代的人；同时期的东西
adj. 当代的；同时代的；属于同一时期的"
context,n. 环境；上下文；来龙去脉
contradiction,n. 矛盾；否认；反驳
contrary,"n. 相反；反面
adj. 相反的；对立的
adv. 相反地"
contrast,"n. 对比；差别；对照物
vt. 使对比；使与…对照
vi. 对比；形成对照"
contribute,"vt. 贡献，出力；投稿；捐献
vi. 贡献，出力；投稿；捐献
"
convert,"n. 皈依者；改变宗教信仰者
vt. 使转变；转换…；使…改变信仰
vi. 转变，变换；皈依；改变信仰"
convince,vt. 说服；使确信，使信服
correspond,vi. 符合，一致；相应；通信
creature,n. 动物，生物；人；创造物
credit,"n. 信用，信誉； 贷款；学分；信任；声望
vt. 相信，信任；把…归给，归功于；赞颂"
critic,n. 批评家，评论家；爱挑剔的人
crucial,adj. 重要的；决定性的；定局的；决断的
culture,"n. 文化，文明；修养；栽培
vt.  培养（等于cultivate）"
decade,n. 十年，十年期；十
decline,"n. 下降；衰退；斜面
vt. 谢绝；婉拒
vi. 下降；衰落；谢绝"
decompose,"vi. 分解；腐烂
vt. 分解；使腐烂"
defend,"vi. 保卫；防守
vt. 辩护；防护"
define,vt. 定义；使明确；规定
deform,"adj. 畸形的；丑陋的
vi. 变形；变畸形
vt. 使变形；使成畸形"
demonstrate,"vt. 证明；展示；论证
vi. 示威"
depict,vt. 描述；描画
deposit,"n. 存款；押金；订金；保证金；沉淀物
vt. 使沉积；存放
vi. 沉淀"
descend,"vi. 下降；下去；下来；遗传；屈尊
vt. 下去；沿…向下"
desirable,"n. 合意的人或事物
adj. 令人满意的；值得要的"
detect,vt. 察觉；发现；探测
device,n. 装置；策略；图案
diffuse,"vt. 扩散；传播；漫射
adj. 弥漫的；散开的
vi. 传播；四散"
dimension,"n. 方面; 维；尺寸；次元；容积 vt. 标出尺寸
adj. 规格的"
diminish,"vt. 使减少；使变小
vi. 减少，缩小；变小"
displace,vt. 取代；置换；转移；把…免职；排水
display,"n. 显示；炫耀
vt. 显示；表现；陈列
adj. 展览的；陈列用的
vi.  作炫耀行为"
dispute,"n. 辩论；争吵
vt. 辩论；怀疑；阻止；抗拒
vi. 争论"
dissolve,"n. 叠化画面；画面的溶暗
vt. 使溶解；使分解；使液化
vi. 溶解；解散；消失"
distinct,adj. 明显的；独特的；清楚的；有区别的
distinguish,"vi. 区别，区分；辨别
vt. 区分；辨别；使杰出，使表现突出"
distort,"vt. 扭曲；使失真；曲解
vi. 扭曲；变形"
distract,vt. 转移；分心
distribute,vt. 分配；散布；分开；把…分类
diverse,adj. 不同的；多种多样的；变化多的
dominant,"n. 显性
adj. 显性的；占优势的；支配的，统治的"
dominate,"vt. 控制；支配；占优势；在…中占主要地位
vi. 占优势；处于支配地位"
dormitory,"n. 宿舍，学生宿舍
adj. 住宅区的"
dramatic,adj. 戏剧的；急剧的；引人注目的；激动人心的
drought,n. 干旱；缺乏
elaborate,"adj. 精心制作的；详尽的；煞费苦心的
vi. 详细描述；变复杂
vt. 精心制作；详细阐述；从简单成分合成（复杂有机物）"
elementary,adj. 基本的；初级的； 元素的
eliminate,vt. 消除；排除
emerge,vi. 浮现；摆脱；暴露
emit,vt. 发出，放射；发行；发表
emotion,n. 情感；情绪
enable,vt. 使能够，使成为可能；授予权利或方法
enforce,vt. 实施，执行；强迫，强制
enormous,adj. 庞大的，巨大的；凶暴的，极恶的
entertainment,n. 娱乐；消遣；款待
erosion,n. 侵蚀，腐蚀
eruption,n. 爆发，喷发；火山灰；出疹
essential,"n. 本质；要素；要点；必需品
adj. 基本的；必要的；本质的；精华的"
establish,"vi. 植物定植
vt. 建立；创办；安置"
estimate,"n. 估计，估价；判断，看法
vt. 估计，估量；判断，评价
vi. 估计，估价"
evaporate,"vt. 使……蒸发；使……脱水；使……消失
vi. 蒸发，挥发；消失，失踪"
eventually,adv. 最后，终于
evolution,n. 演变；进化论；进展
evolve,"vi. 发展，进展；进化；逐步形成
vt. 发展，进化；进化；使逐步形成；推断出"
exaggerate,"vt. 使扩大；使增大
vi. 夸大；夸张"
exclusive,"n. 独家新闻；独家经营的项目；排外者
adj. 独有的；排外的；专一的"
exhaust,"n. 排气；废气；排气装置
vt. 排出；耗尽；使精疲力尽；彻底探讨
vi. 排气"
exhibit,"n. 展览品；证据；展示会
vt. 展览；显示；提出（证据等）
vi. 展出；开展览会"
exist,vi. 存在；生存；生活；继续存在
exotic,adj. 异国的；外来的；异国情调的
expand,"vt. 扩张；使膨胀；详述
vi. 发展；张开，展开"
exploit,"n. 勋绩；功绩
vt. 开发，开拓；剥削；开采"
explore,"vi. 探索；探测；探险
vt. 探索；探测；探险"
export,"n. 输出，出口；出口商品
vt. 输出，出口
vi. 输出物资"
expose,vt. 揭露，揭发；使曝光；显示
extinct,"adj. 灭绝的，绝种的；熄灭的
vt. 使熄灭"
extremely,adv. 非常，极其；极端地
facilitate,vt. 促进；帮助；使容易
feasible,adj. 可行的；可能的；可实行的
feature,"n. 特色，特征；容貌；特写或专题节目
vt. 特写；以…为特色；由…主演
vi. 起重要作用"
federal,"adv. 联邦政府地
adj. 联邦的；同盟的；联邦政府的； 联邦制的"
finance,"n. 财政，财政学；金融
vt. 负担经费，供给…经费
vi. 筹措资金"
fluctuate,"vi. 波动；涨落；动摇
vt. 使波动；使动摇"
focus,"n. 焦点；中心；清晰；焦距
vt. 使集中；使聚焦
vi. 集中；聚焦；调节焦距"
formation,n. 形成；构造；编队
foundation,n. 基础；地基；基金会；根据；创立
function,"n. 功能； 函数；职责；盛大的集会
vi. 运行；活动；行使职责"
fundamental,"n. 基本原理；基本原则
adj. 基本的，根本的"
generate,vt. 使形成；发生；生殖；产生物理反应
giant,"n. 巨人；伟人； 巨大的动物
adj. 巨大的；巨人般的"
grant,"n. 拨款； 授予物
vt. 授予；允许；承认
vi. 同意"
gravity,n. 重力，地心引力；严重性；庄严
habitat,n.  栖息地，产地
herbivore,n.  食草动物
hierarchy,n. 层级；等级制度
host,"n.  主机；主人；主持人；许多
vt. 主持；当主人招待
vi. 群集；做主人"
hydrogen,n.  氢
hypothesis,n. 假设
identify,vt. 确定；鉴定；识别，辨认出；使参与；把…看成一样 vi. 确定；认同；一致
ignore,vt. 驳回诉讼；忽视；不理睬
imitate,vt. 模仿，仿效；仿造，仿制
immediately,"conj. 一…就
adv. 立即，立刻；直接地"
impact,"vi. 影响；撞击；冲突；压紧（on，upon，with）
n. 影响；效果；碰撞；冲击力
vt. 挤入，压紧；撞击；对…产生影响"
incentive,"n. 动机；刺激
adj. 激励的；刺激的"
income,n. 收入，收益；所得
independent,"n. 独立自主者；无党派者
adj. 独立的；单独的；无党派的；不受约束的"
indicate,vt. 表明；指出；预示；象征
individual,"n. 个人，个体
adj. 个人的；个别的；独特的"
infant,"n. 婴儿；幼儿；未成年人
adj. 婴儿的；幼稚的；初期的；未成年的"
influential,"adj. 有影响的；有势力的
n. 有影响力的人物"
inhabit,"vt. 栖息；居住于；占据
vi. （古）居住；栖息"
innovation,n. 创新，革新；新方法
insight,n. 洞察力；洞悉
inspire,vt. 激发；鼓舞；启示；产生；使生灵感
instruct,vt. 指导；通知；命令；教授
intelligence,n. 智力；情报工作；情报机关；理解力；才智，智慧；天分
interact,"n. 幕间剧；幕间休息
vt. 互相影响；互相作用
vi. 互相影响；互相作用"
intermediate,"n.  中间物；媒介
adj. 中间的，中级的
vi. 起媒介作用"
internal,"n. 内脏；本质
adj. 内部的；里面的；体内的；（机构）内部的"
interpret,"vi. 解释；翻译
vt. 说明；口译"
intrinsic,adj. 本质的，固有的
investment,n. 投资；投入；封锁
involve,vt. 包含；牵涉；使陷于；潜心于
isolate,"n.  隔离种群
vt. 使隔离；使孤立；使绝缘
adj. 隔离的；孤立的
vi. 隔离；孤立"
issue,"n. 问题；流出；期号；发行物
vt. 发行，发布；发给；放出，排出
vi. 发行；流出；造成…结果；传下"
layer,"n. 层，层次；膜；压条；放置者，计划者
vt. 把…分层堆放；借助压条法；生根繁殖；将（头发）剪成不同层次
vi. 形成或分成层次；通过压条法而生根"
legal,adj. 法律的；合法的；法定的；依照法律的
literature,n. 文学；文献；文艺；著作
local,"n.  局部；当地居民；本地新闻
adj. 当地的；局部的；地方性的；乡土的"
maintain,vt. 维持；继续；维修；主张；供养
major,"adj. 主要的；重要的；主修的；较多的
n.  成年人；主修科目；陆军少校
vi. 主修"
majority,n. 多数；成年
manual,"adj. 手工的；体力的
n. 手册，指南"
marine,"adj. 船舶的；海生的；海产的；航海的，海运的
n. 海运业；舰队；水兵；（海军）士兵或军官"
massive,adj. 大量的；巨大的，厚重的；魁伟的
mechanism,n. 机制；原理，途径；进程；机械装置；技巧
medical,"adj. 医学的；药的；内科的
n. 医生；体格检查"
merchant,"n. 商人，批发商；店主
adj. 商业的，商人的"
migrate,"vi. 移动；随季节而移居；移往
vt. 使移居；使移植"
minimal,adj. 最低的；最小限度的
minor,"adj. 未成年的；次要的；较小的；小调的；二流的
n. 未成年人；小调；副修科目
vi. 副修"
moist,"adj. 潮湿的；多雨的；含泪的
n. 潮湿"
monitor,"n. 监视器；监听器；监控器；显示屏；班长
vt. 监控"
mystery,n. 秘密，谜；神秘，神秘的事物；推理小说，推理剧；常作 mysteries 秘技，秘诀
navigate,"vt. 驾驶，操纵；使通过；航行于
vi. 航行，航空"
negative,"adj.  负的；消极的；否定的；阴性的
n. 否定；负数； 底片
vt. 否定；拒绝"
network,n. 网络；广播网；网状物
normal,"adj. 正常的；正规的，标准的
n. 正常；标准；常态"
notable,"adj. 值得注意的，显著的；著名的
n. 名人，显要人物"
numerous,adj. 许多的，很多的
nutrient,"n. 营养物；滋养物
adj. 营养的；滋养的"
obtain,"vi. 获得；流行
vt. 获得"
obviously,"adv. 明显地
显然地"
occur,vi. 发生；出现；存在
option,n.  选项；选择权；买卖的特权
organism,n. 有机体；生物体；微生物
orient,"vt. 使适应；确定方向；使朝东
n. 东方；东方诸国
adj. 东方的
vi. 向东"
overlap,"n. 重叠；重复
vi. 部分重叠；部分的同时发生
vt. 与…重叠；与…同时发生"
participate,"vi. 参与，参加；分享
vt. 分享；分担
"
particle,n. 颗粒； 质点；极小量；小品词
passive,"n. 被动语态
adj. 被动的，消极的；被动语态的"
perceive,"vt. 察觉，感觉；理解；认知
vi. 感到，感知；认识到"
perspective,"n. 观点；远景；透视图
adj. 透视的"
phenomenon,n. 现象；奇迹；杰出的人才
physical,"n. 体格检查
adj.  物理的；身体的；物质的；根据自然规律的，符合自然法则的"
portion,"n. 部分；一份；命运
vt. 分配；给…嫁妆"
potential,"n. 潜能；可能性； 电势
adj. 潜在的；可能的；势的"
precise,adj. 精确的；明确的；严格的
predator,n.  捕食者； 食肉动物；掠夺者
predict,"vi. 作出预言；作预料，作预报
vt. 预报，预言；预知"
preliminary,"n. 准备；预赛；初步措施
adj. 初步的；开始的；预备的"
presence,n. 存在；出席；参加；风度；仪态
pressure,"n. 压力；压迫， 压强
vt. 迫使；密封；使……增压"
previous,"adj. 以前的；早先的；过早的
adv. 在先；在…以前"
primarily,adv. 首先；主要地，根本上
principal,"adj. 主要的；资本的
n. 首长；校长；资本；当事人"
principle,n. 原理，原则；主义，道义；本质，本义；根源，源泉
prior,"adj. 优先的；在先的，在前的
adv. 在前，居先"
professional,"n. 专业人员；职业运动员
adj. 专业的；职业的；职业性的"
profound,adj. 深厚的；意义深远的；渊博的
project,"n. 工程；计划；事业
vt. 设计；计划；发射；放映
vi. 设计；计划；表达；投射"
promote,"vi. 成为王后或其他大于卒的子
vt. 促进；提升；推销；发扬"
proportion,"n. 比例，占比；部分；面积；均衡
vt. 使成比例；使均衡；分摊"
purchase,"n. 购买；紧握；起重装置
vt. 购买；赢得
vi. 购买东西"
quality,"n. 质量， 品质；特性；才能
adj. 优质的；高品质的；<英俚>棒极了"
quantity,n. 量，数量；大量；总量
random,"n. 随意
adj.  随机的；任意的；胡乱的
adv. 胡乱地"
range,"n. 范围；幅度；排；山脉
vt. 漫游；放牧；使并列；归类于；来回走动
vi. （在...内）变动；平行，列为一行；延伸；漫游；射程达到"
rapid,"n. 急流；高速交通工具，高速交通网
adj. 迅速的，急促的；飞快的；险峻的"
recall,"n. 召回；回忆；撤消
vt. 召回；回想起，记起；取消"
recycle,"n. 再生；再循环；重复利用
vt. 使再循环；使…重新利用
vi. 重复利用"
region,n. 地区；范围；部位
registration,n. 登记；注册；挂号
reliable,"n. 可靠的人
adj. 可靠的；可信赖的"
religion,n. 宗教；宗教信仰
reluctant,adj. 不情愿的；勉强的；顽抗的
remote,"n. 远程
adj. 遥远的；偏僻的；疏远的"
require,vt. 需要；要求；命令
reserve,"n. 储备，储存；自然保护区；预备队；缄默； 储备金
vt. 储备；保留；预约
vi. 预订"
resident,"n. 居民；住院医生
adj. 居住的；定居的"
retain,vt. 保持；雇；记住
reveal,"n. 揭露；暴露；门侧，窗侧
vt. 显示；透露；揭露；泄露"
reverse,"n. 背面；相反；倒退；失败
adj. 反面的；颠倒的；反身的
vt. 颠倒；倒转
vi. 倒退；逆叫"
revise,"n. 修订；校订
vi. 修订；校订；复习功课
vt. 修正；复习；校订"
revolution,n. 革命；旋转；运行；循环
rigid,adj. 严格的；僵硬的，死板的；坚硬的；精确的
route,"n. 路线；航线；通道
vt. 按某路线发送"
scale,"n. 规模；比例；鳞；刻度；天平；数值范围
vt. 测量；攀登；刮鳞；依比例决定
vi. 衡量；攀登；剥落；生水垢"
schedule,"n. 时间表；计划表；一览表
vt. 安排，计划；编制目录；将……列入计划表"
