abandon,"n. 放任；狂热
vt. 遗弃；放弃"
cushion,"n. 垫子；起缓解作用之物；（猪等的）臀肉；银行储蓄
vt. 给…安上垫子；把…安置在垫子上；缓和…的冲击"
customary,"n. 习惯法汇编
adj. 习惯的；通常的"
cut,"n. 伤口；切口；削减；（服装等的）式样；削球；切入
adj. 割下的；雕过的；缩减的
vt.  切割；削减；缩短；刺痛
vi.  切割；相交；切牌；停拍；不出席"
cute,adj. 可爱的；漂亮的；聪明的，伶俐的
cylinder,n. 圆筒；汽缸； 柱面；圆柱状物
cynical,adj. 愤世嫉俗的；冷嘲的
dart,"vt. 投掷，投射；使迅速突然移动
vi. 向前冲，飞奔
n. 飞镖，标枪；急驰，飞奔；（虫的）螯；飞快的移动"
dash,"n. 破折号；冲撞
vi. 猛冲；撞击
vt. 使…破灭；猛撞；泼溅"
database,n. 数据库，资料库
dawn,"n. 黎明；开端
vt. 破晓；出现；被领悟"
dazzle,"n. 耀眼的光；灿烂
vt. 使……目眩；使……眼花
vi. 眼花缭乱；炫耀"
deadly,"adj. 致命的；非常的；死一般的
adv. 非常；如死一般地"
dean,n. 院长；系主任；教务长；主持牧师
debate,"n. 辩论；辩论会
vt. 辩论，争论，讨论
vi. 辩论，争论，讨论"
decay,"n. 衰退， 衰减；腐烂，腐朽
vt. 使腐烂，使腐败；使衰退，使衰落
vi. 衰退， 衰减；腐烂，腐朽"
deceive,v. 欺骗；行骗
decent,adj. 正派的；得体的；相当好的
decimal,"n. 小数
adj. 小数的；十进位的"
decisive,adj. 决定性的；果断的，坚定的
declaration,n. （纳税品等的）申报；宣布；公告；申诉书
decline,"n. 下降；衰退；斜面
vt. 谢绝；婉拒
vi. 下降；衰落；谢绝"
decree,"n. 法令；判决
vt. 命令；颁布；注定；判决
vi. 注定；发布命令"
dedicate,vt. 致力；献身；题献
deduce,vt. 推论，推断；演绎出
deduct,vt. 扣除，减去；演绎
deed,"n. 行动；功绩；证书； 契据
vt. 立契转让"
deem,"vt. 认为，视作；相信
vi. 认为，持某种看法；作某种评价"
default,"n. 违约；缺席；缺乏；系统默认值
vt. 不履行；不参加（比赛等）；对…处以缺席裁判
vi. 拖欠；不履行；不到场"
defect,"n. 缺点，缺陷；不足之处
vi. 变节；叛变"
defend,"vi. 保卫；防守
vt. 辩护；防护"
defendant,"n. 被告
adj. 辩护的；为自己辩护的"
defiance,n. 蔑视；挑战；反抗
deficiency,n. 缺陷，缺点；缺乏；不足的数额
deficit,n. 赤字；不足额
define,vt. 定义；使明确；规定
definite,adj. 一定的；确切的
definition,n. 定义； 清晰度；解说
definitive,"n. 限定词
adj. 决定性的；最后的；限定的"
defy,"n. 挑战；对抗
vt. 藐视；公然反抗；挑衅；使落空"
degenerate,"n. 堕落的人
adj. 退化的；堕落的
vi. 退化；堕落
vt. 使退化；恶化"
degrade,"vt. 贬低；使……丢脸；使……降级；使……降解
vi. 降级，降低；退化"
delay,"n. 延期；耽搁；被耽搁或推迟的时间
vt. 延期；耽搁
vi. 延期；耽搁"
delegate,"n. 代表
vt. 委派…为代表"
delete,vt. 删除
deliberate,"adj. 故意的；深思熟虑的；从容的
vt. 仔细考虑；商议"
delicate,adj. 微妙的；精美的，雅致的；柔和的；易碎的；纤弱的；清淡可口的
deliver,"n. 投球
vt. 交付；发表；递送；释放；给予（打击）；给…接生
vi. 实现；传送；履行；投递"
delivery,n.  交付；分娩；递送
democracy,n. 民主，民主主义；民主政治
democratic,adj. 民主的；民主政治的；大众的
demonstrate,"vt. 证明；展示；论证
vi. 示威"
denial,n. 否认；拒绝；节制；背弃
denote,vt. 表示，指示
denounce,vt. 谴责；告发；公然抨击；通告废除
dentist,"n. 牙科医生
牙医诊所"
deny,"vi. 否认；拒绝
vt. 否定，否认；拒绝给予；拒绝…的要求"
departure,n. 离开；出发；违背
dependent,"n. 依赖他人者；受赡养者
adj. 依靠的；从属的；取决于…的"
depict,vt. 描述；描画
deport,vt. 驱逐出境；举止；放逐
deposit,"n. 存款；押金；订金；保证金；沉淀物
vt. 使沉积；存放
vi. 沉淀"
deposition,n. 沉积物；矿床；革职；（在法庭上的）宣誓作证，证词
depot,"n. 仓库；停车场；航空站
adj. 药性持久的
vt. 把…存放在储藏处"
depress,vt. 压抑；使沮丧；使萧条
depression,n. 沮丧；洼地；不景气；忧愁；低气压区
deprive,vt. 使丧失，剥夺
deputy,"n. 代理人，代表
adj. 副的；代理的"
derive,"vt. 源于；得自；获得
vi. 起源"
descend,"vi. 下降；下去；下来；遗传；屈尊
vt. 下去；沿…向下"
descendant,"n. 后裔；子孙
adj. 下降的；祖传的"
descent,"n. 下降；血统；袭击
vt. 除去…的气味；使…失去香味"
deserve,"vi. 应受，应得
vt. 应受，应得"
designate,"vt. 指定；指派；标出；把…定名为
adj. 指定的；选定的"
desirable,"n. 合意的人或事物
adj. 令人满意的；值得要的"
despair,"n. 绝望；令人绝望的人或事
vi. 绝望，丧失信心"
despatch,"n. 派遣；发送（等于dispatch）
vt. 派遣；发送；匆匆吃下
vi. 匆匆离开"
desperate,adj. 不顾一切的；令人绝望的；极度渴望的
despise,vt. 轻视，鄙视
destination,n. 目的地，终点
destined,"v. 注定（destine的过去式和过去分词）
adj. 注定的；命定的；去往…的"
destiny,n. 命运，定数，天命
destruction,n. 破坏，毁灭；摧毁
destructive,adj. 破坏的；毁灭性的；有害的，消极的
detach,vt. 分离；派遣；使超然
detail,"n. 细节，详情
vt. 详述；选派
vi. 画详图"
detain,vt. 拘留；留住；耽搁
detect,vt. 察觉；发现；探测
deteriorate,"vi. 恶化，变坏
vt. 恶化"
determination,n. 决心；果断；测定
deviate,"vi. 脱离；越轨
vt. 使偏离"
device,n. 装置；策略；图案
devil,"n. 魔鬼；撒旦；家伙；恶棍；淘气鬼；冒失鬼
vt. 虐待，折磨；（用扯碎机）扯碎；（替作家，律师等）做助手；抹辣味料烤制或煎煮"
devise,"n. 遗赠
vt. 设计；想出；发明；图谋；遗赠给"
diagnose,"vt. 诊断；断定
vi. 诊断；判断"
dictate,"n. 命令；指示
vt. 命令；口述；使听写
vi. 口述；听写"
differentiate,"vt. 区分，区别
vi. 区分，区别"
diffuse,"vt. 扩散；传播；漫射
adj. 弥漫的；散开的
vi. 传播；四散"
digest,"n. 文摘；摘要
vt. 消化；吸收；融会贯通
vi. 消化"
dignity,n. 尊严；高贵
dilemma,n. 困境；进退两难；两刀论法
diligent,adj. 勤勉的；用功的，费尽心血的
dilute,"vt. 稀释；冲淡；削弱
adj. 稀释的；淡的
vi. 变稀薄；变淡"
dim,"n. 笨蛋，傻子
adj. 暗淡的，昏暗的；模糊的，看不清的；悲观的，怀疑的
vt. 使暗淡，使失去光泽；使变模糊
vi. 变模糊，变暗淡"
dimension,"n. 方面; 维；尺寸；次元；容积 vt. 标出尺寸
adj. 规格的"
diminish,"vt. 使减少；使变小
vi. 减少，缩小；变小"
dine,"vi. 进餐，用餐
vt. 宴请"
dioxide,n. 二氧化物
diploma,"n. 毕业证书，学位证书；公文，文书；奖状
vt. 发给…毕业文凭"
diplomat,n. 外交家，外交官；有外交手腕的人；处事圆滑机敏的人
diplomatic,adj. 外交的；外交上的；老练的
directory,"n.  目录；工商名录；姓名地址录
adj. 指导的；咨询的"
disable,vt. 使失去能力；使残废；使无资格
disaster,n. 灾难，灾祸；不幸
disastrous,adj. 灾难性的；损失惨重的；悲伤的
discard,"n. 抛弃；被丢弃的东西或人
vt. 抛弃；放弃；丢弃
vi. 放弃"
discern,"vt. 识别；领悟，认识
vi. 看清楚，辨别"
discharge,"n. 排放；卸货；解雇
vt. 解雇；卸下；放出；免除
vi. 排放；卸货；流出"
discipline,"n. 学科；纪律；训练；惩罚
vt. 训练，训导；惩戒"
disclose,vt. 公开；揭露
discourage,vt. 阻止；使气馁
discreet,adj. 谨慎的；小心的
discrepancy,n. 不符；矛盾；相差
discrete,"n. 分立元件；独立部件
adj. 离散的，不连续的"
discriminate,"vi. 区别；辨别
vt. 歧视；区别；辨别"
disguise,"n. 伪装；假装；用作伪装的东西
vt. 掩饰；假装；隐瞒"
disgust,"n. 厌恶，嫌恶
vt. 使厌恶；使作呕"
dismay,"n. 沮丧，灰心；惊慌
vt. 使沮丧；使惊慌"
disorder,"n. 混乱；骚乱
vt. 使失调；扰乱"
dispatch,"n. 派遣；急件
vt. 派遣；分派"
dispense,"vi. 免除，豁免
vt. 分配，分发；免除；执行"
disperse,"vt. 分散；使散开；传播
adj. 分散的
vi. 分散"
displace,vt. 取代；置换；转移；把…免职；排水
disposal,n. 处理；支配；清理；安排
dispose,"n. 处置；性情
vi. 处理；安排；（能够）决定
vt. 处理；处置；安排"
disposition,n. 处置； 性情； 部署；倾向
dispute,"n. 辩论；争吵
vt. 辩论；怀疑；阻止；抗拒
vi. 争论"
disregard,"n. 忽视；不尊重
vt. 忽视；不理；漠视；不顾"
disrupt,"vt. 破坏；使瓦解；使分裂；使中断；使陷于混乱
adj. 分裂的，中断的；分散的"
dissolve,"n. 叠化画面；画面的溶暗
vt. 使溶解；使分解；使液化
vi. 溶解；解散；消失"
distil,"vt. 蒸馏；提取…的精华；使渗出
vi. 蒸馏；提炼；渗出"
distill,"vt. 提取；蒸馏；使滴下
vi. 蒸馏；滴下；作为精华产生（等于distil）"
distinct,adj. 明显的；独特的；清楚的；有区别的
distort,"vt. 扭曲；使失真；曲解
vi. 扭曲；变形"
distract,vt. 转移；分心
distress,"n. 危难，不幸；贫困；悲痛
vt. 使悲痛；使贫困"
distribute,vt. 分配；散布；分开；把…分类
distribution,n. 分布；分配
disturbance,n. 干扰；骚乱；忧虑
ditch,"n. 沟渠；壕沟
vt. 在…上掘沟；把…开入沟里；丢弃
vi. 开沟；掘沟"
diverse,adj. 不同的；多种多样的；变化多的
diversion,n. 转移；消遣；分散注意力
divert,"vt. 转移；使…欢娱；使…转向
vi. 转移"
dividend,n. 红利；股息； 被除数；奖金
divine,"n. 牧师；神学家
adj. 神圣的；非凡的；天赐的；极好的
vt. 占卜；预言；用占卜勘探
vi. 占卜；预言；使用占卜勘探矿"
divorce,"n. 离婚；分离
vt. 使离婚，使分离；与…离婚
vi. 离婚"
dizzy,"adj. 晕眩的；使人头晕的；昏乱的；心不在焉的；愚蠢的
vt. 使头晕眼花；使混乱；使茫然"
dock,"n. 码头；船坞；被告席；尾巴的骨肉部分
vt. 使靠码头；剪短
vi. 入船坞"
doctrine,n. 主义；学说；教义；信条
dodge,"n. 躲闪；托词
vi. 躲避，避开
vt. 躲避，避开
n. 道奇（汽车品牌）"
dole,"n. 失业救济金；赈济物；施舍品
vt. 发放救济；以小份发给"
domain,n. 领域；域名；产业；地产
dome,"n. 圆屋顶
vi. 成圆顶状
vt. 加圆屋顶于…上"
domestic,"n. 国货；佣人
adj. 国内的；家庭的；驯养的；一心只管家务的"
dominant,"n. 显性
adj. 显性的；占优势的；支配的，统治的"
dominate,"vt. 控制；支配；占优势；在…中占主要地位
vi. 占优势；处于支配地位"
donate,"n. 捐赠；捐献
vt. 捐赠；捐献
vi. 捐赠；捐献"
doom,"n. 厄运；死亡；判决；世界末日
vt. 注定；判决；使失败"
dose,"n. 剂量；一剂，一服
vt. 给药；给…服药
vi. 服药"
dot,"n. 点，圆点；嫁妆
vt. 加小点于
vi. 打上点"
doubtless,"adj. 无疑的；确定的
adv. 无疑地；确定地；大概，多半"
draft,"n. 汇票；草稿；选派；（尤指房间、烟囱、炉子等供暖系统中的）（小股）气流
vt. 起草；制定；征募
vi. 拟稿；绘样；作草图
adj. 初步画出或（写出）的；（设计、草图、提纲或版本）正在起草中的，草拟的；以草稿形式的；草图的"
draught,"n. 气流；汇票；草稿（等于draft）
vt. 起草；征兵；选派（等于draft）
adj. 汲出的；拖拉的（等于draft）"
dragon,n. 龙；凶暴的人，凶恶的人；严厉而有警觉性的女人
drain,"n. 排水；下水道，排水管；消耗
vt. 喝光，耗尽；使流出；排掉水
vi. 排水；流干"
drainage,n. 排水；排水系统；污水；排水面积
dramatic,adj. 戏剧的；急剧的；引人注目的；激动人心的
drastic,"n. 烈性泻药
adj. 激烈的；猛烈的"
draw,"n. 平局；抽签
vi. 拉；拖
vt. 画；拉；吸引"
drawback,n. 缺点，不利条件；退税
dread,"n. 恐惧；可怕的人（或物）
vt. 惧怕；担心
adj. 可怕的
vi. 惧怕；担心"
dreadful,adj. 可怕的；糟透的，令人不快的
drift,"n. 漂流，漂移；趋势；漂流物
vi. 漂流，漂移；漂泊
vt. 使…漂流；使…受风吹积"
drip,"n. 水滴，滴水声；静脉滴注；使人厌烦的人
vt. 使滴下；溢出，发出
vi. 滴下；充满；漏下"
drought,n. 干旱；缺乏
drown,"vt. 淹没；把…淹死
vi. 淹死；溺死"
dual,"n. 双数；双数词
adj. 双的；双重的"
dub,"n. 笨蛋；鼓声
vt. 配音；轻点；打击；授予称号"
dubious,adj. 可疑的；暧昧的；无把握的；半信半疑的
due,"n. 应付款；应得之物
adj. 到期的；预期的；应付的；应得的
adv. 正（置于方位词前）"
dull,"adj. 钝的；迟钝的；无趣的；呆滞的；阴暗的
vt. 使迟钝；使阴暗；缓和
vi. 减少；变迟钝"
dumb,adj. 哑的，无说话能力的；不说话的，无声音的
dump,"n. 垃圾场；仓库；无秩序地累积
vt. 倾倒；倾卸；丢下，卸下；摆脱，扔弃；倾销
vi. 倒垃圾；突然跌倒或落下；卸货；转嫁（责任等）"
duplicate,"n. 副本；复制品
adj. 复制的；二重的
vt. 复制；使加倍
vi. 复制；重复"
durable,"n. 耐用品
adj. 耐用的，持久的"
dwarf,"n. 侏儒，矮子
adj. 矮小的
vi. 变矮小
vt. 使矮小"
dwell,vi. 居住；存在于；细想某事
dynamic,"n. 动态；动力
adj. 动态的；动力的；动力学的；有活力的"
ease,"n. 轻松，舒适；安逸，悠闲
vt. 减轻，缓和；使安心
vi. 减轻，缓和；放松；灵活地移动"
Easter,n. 复活节
eccentric,"n. 古怪的人
adj. 古怪的，反常的"
echo,"n. 回音；效仿
vt. 反射；重复
vi. 随声附和；发出回声"
eclipse,"n. 日蚀，月蚀；黯然失色
vt. 使黯然失色；形成蚀"
ecology,n. 生态学；社会生态学
edible,"n. 食品；食物
adj. 可食用的"
edit,"vt. 编辑；校订
n. 编辑工作"
edition,"n. 版本
版次
集"
editorial,"n. 社论
adj. 编辑的；社论的"
effect,"n. 影响；效果；作用
vt. 产生；达到目的"
effective,adj. 有效的，起作用的；实际的，实在的；给人深刻印象
efficiency,n. 效率；效能；功效
efficient,adj. 有效率的；有能力的；生效的
ego,n. 自我；自负；自我意识
eject,vt. 喷射；驱逐，逐出
elaborate,"adj. 精心制作的；详尽的；煞费苦心的
vi. 详细描述；变复杂
vt. 精心制作；详细阐述；从简单成分合成（复杂有机物）"
elapse,"n. 流逝；时间的过去
vi. 消逝；时间过去"
elastic,"n. 松紧带；橡皮圈
adj. 有弹性的；灵活的；易伸缩的"
elbow,"n. 肘部；弯头；扶手
vt. 推挤；用手肘推开"
electrician,n. 电工；电气技师
elegant,adj. 高雅的，优雅的；讲究的；简炼的；简洁的
elevate,vt. 提升；举起；振奋情绪等；提升…的职位
elicit,vt. 抽出，引出；引起
eligible,"n. 合格者；适任者；有资格者
adj. 合格的，合适的；符合条件的；有资格当选的"
eliminate,vt. 消除；排除
elite,n. 精英；精华；中坚分子
eloquent,adj. 意味深长的；雄辩的，有口才的；有说服力的；动人的
embark,"vi. 从事，着手；上船或飞机
vt. 使从事；使上船"
embarrass,vt. 使局促不安；使困窘；阻碍
embed,vt. 栽种；使嵌入，使插入；使深留脑中
embody,vt. 体现，使具体化；具体表达
embrace,"n. 拥抱
vt. 拥抱；信奉，皈依；包含
vi. 拥抱"
emerge,vi. 浮现；摆脱；暴露
emergency,"n. 紧急情况；突发事件；非常时刻
adj. 紧急的；备用的"
emigrate,"vi. 移居；移居外国
vt. 移民"
emit,vt. 发出，放射；发行；发表
emotion,n. 情感；情绪
emotional,adj. 情绪的；易激动的；感动人的
emphasis,n. 重点；强调；加强语气
emphasize,vt. 强调，着重
emphasise,vt. （英）强调；加强…的语气（等于emphasize ）
empirical,adj. 经验主义的，完全根据经验的；实证的
enclose,vt. 围绕；装入；放入封套
enclosure,n. 附件；围墙；围场
encounter,"n. 遭遇，偶然碰见
vi. 遭遇；偶然相遇
vt. 遭遇，邂逅；遇到"
endeavor,"n. 努力；尽力（等于endeavour）
vi. 努力；尽力（等于endeavour）
vt. 努力；尽力（等于endeavour）"
endeavour,"n. 尽力，竭力
vi. 竭力；企图
vt. 竭力做到，试图或力图（做某事）"
endow,vt. 赋予；捐赠；天生具有
endurance,n. 忍耐力；忍耐；持久；耐久
endure,"vt. 忍耐；容忍
vi. 忍耐；持续"
energetic,adj. 精力充沛的；积极的；有力的
enforce,vt. 实施，执行；强迫，强制
engagement,"n. 婚约；约会；交战；诺言
n. 参与度（指用户点赞、转发、评论、下载文档、观看视频、咨询等交互行为）"
enhance,vt. 提高；加强；增加
enlarge,"vt. 扩大；使增大；扩展
vi. 扩大；放大；详述"
enlighten,vt. 启发，启蒙；教导，开导；照耀
enrich,vt. 使充实；使肥沃；使富足
enrol,"vi. 注册；参军
vt. 登记；卷起；入学；使入会"
enroll,"vi. 参加；登记；注册；记入名册
vt. 登记；使加入；把...记入名册；使入伍"
ensue,"vi. 跟着发生，接着发生；继起
vt. 追求"
ensure,vt. 保证，确保；使安全
entail,"vt. 使需要，必需；承担；遗传给；蕴含
n. 引起；需要；继承"
enterprise,n. 企业；事业；进取心；事业心
entertain,"vt. 娱乐；招待；怀抱；容纳
vi. 款待"
entertainment,n. 娱乐；消遣；款待
enthusiasm,n. 热心，热忱，热情
enthusiastic,adj. 热情的；热心的；狂热的
entitle,vt. 称做…；定名为…；给…称号；使…有权利
entity,n. 实体；存在；本质
entrepreneur,n. 企业家；承包人；主办者
envisage,vt. 正视，面对；想像
epidemic,"n. 传染病；流行病；风尚等的流行
adj. 流行的；传染性的"
episode,n. 插曲；一段情节；插话；有趣的事件
epoch,n.  世；新纪元；新时代；时间上的一点
equator,n. 赤道
equip,vt. 装备，配备
equivalent,"n. 等价物，相等物
adj. 等价的，相等的；同意义的"
erase,"vt. 抹去；擦除
vi. 被擦去，被抹掉"
erosion,n. 侵蚀，腐蚀
erroneous,adj. 错误的；不正确的
erupt,"vi. 爆发；喷出；发疹；长牙
vt. 爆发；喷出"
escort,"n. 陪同；护航舰；护卫队；护送者
vt. 护送；陪同；为…护航"
essence,n. 本质，实质；精华；香精
estate,n. 房地产；财产；身份
esteem,"n. 尊重；尊敬
vt. 尊敬；认为；考虑；估价"
esthetic,"n. 美学；审美家；唯美主义者
adj. 审美的（等于aesthetic）；感觉的"
estimate,"n. 估计，估价；判断，看法
vt. 估计，估量；判断，评价
vi. 估计，估价"
eternal,adj. 永恒的；不朽的
ethnic,adj. 种族的；人种的
evacuate,"vt. 疏散，撤退；排泄
vi. 疏散；撤退；排泄"
evaluate,"vt. 评价；估价；求…的值
vi. 评价；估价"
evaporate,"vt. 使……蒸发；使……脱水；使……消失
vi. 蒸发，挥发；消失，失踪"
evoke,vt. 引起，唤起；博得
evolution,n. 演变；进化论；进展
evolve,"vi. 发展，进展；进化；逐步形成
vt. 发展，进化；进化；使逐步形成；推断出"
exaggerate,"vt. 使扩大；使增大
vi. 夸大；夸张"
exceed,"vt. 超过；胜过
vi. 超过其他"
exceptional,"n. 超常的学生
adj. 异常的，例外的"
excerpt,"n. 摘录，引用
vt. 引用，摘录
vi. 摘录，引用"
excess,"n. 超过，超额；过度，过量；无节制
adj. 额外的，过量的；附加的"
excessive,adj. 过多的，极度的；过分的
exclaim,"vt. 大声说出
vi. 呼喊，惊叫；大声叫嚷"
exclude,vt. 排除；排斥；拒绝接纳；逐出
exclusive,"n. 独家新闻；独家经营的项目；排外者
adj. 独有的；排外的；专一的"
excursion,n. 偏移；远足；短程旅行；离题；游览，游览团
execute,vt. 实行；执行；处死
execution,n. 执行，实行；完成；死刑
executive,"n. 总经理；执行委员会；执行者；经理主管人员
adj. 行政的；经营的；执行的，经营管理的"
exemplify,vt. 例证；例示
exempt,"n. 免税者；被免除义务者
adj. 被免除的；被豁免的
vt. 免除；豁免"
exert,vt. 运用，发挥；施以影响
exhaust,"n. 排气；废气；排气装置
vt. 排出；耗尽；使精疲力尽；彻底探讨
vi. 排气"
exhibit,"n. 展览品；证据；展示会
vt. 展览；显示；提出（证据等）
vi. 展出；开展览会"
exile,"n. 流放，充军；放逐，被放逐者；流犯
vt. 放逐，流放；使背井离乡"
exotic,adj. 异国的；外来的；异国情调的
expand,"vt. 扩张；使膨胀；详述
vi. 发展；张开，展开"
expansion,n. 膨胀；阐述；扩张物
expedition,n. 远征；探险队；迅速
expel,vt. 驱逐；开除
expend,vt. 花费；消耗；用光；耗尽
expenditure,n. 支出，花费；经费，消费额
expense,"n. 损失，代价；消费；开支
vt. 向…收取费用
vi. 被花掉"
experimental,adj. 实验的；根据实验的；试验性的
expertise,n. 专门知识；专门技术；专家的意见
expire,"vi. 期满；终止；死亡；呼气
vt. 呼出（空气）"
explicit,adj. 明确的；清楚的；直率的；详述的
exploit,"n. 勋绩；功绩
vt. 开发，开拓；剥削；开采"
expose,vt. 揭露，揭发；使曝光；显示
exposition,n. 博览会；阐述；展览会
exposure,n. 暴露；曝光；揭露；陈列
exquisite,"n. 服饰过于讲究的男子
adj. 精致的；细腻的；优美的，高雅的；异常的；剧烈的"
extend,"vt. 延伸；扩大；推广；伸出；给予；使竭尽全力；对…估价
vi. 延伸；扩大；伸展；使疏开"
extension,n. 延长；延期；扩大；伸展；电话分机
extinct,"adj. 灭绝的，绝种的；熄灭的
vt. 使熄灭"
extinguish,vt. 熄灭；压制；偿清
extract,"n. 汁；摘录；榨出物；选粹
vt. 提取；取出；摘录；榨取"
extraordinary,adj. 非凡的；特别的；离奇的；临时的；特派的
extravagant,adj. 奢侈的；浪费的；过度的；放纵的
fabric,n. 织物；布；组织；构造；建筑物
fabricate,vt. 制造；伪造；装配
fabulous,adj. 难以置信的；传说的，寓言中的；极好的
facet,"n. 面；方面；小平面
vt. 在…上琢面"
facilitate,vt. 促进；帮助；使容易
facility,n. 设施；设备；容易；灵巧
fade,"n.  淡出； 淡入
adj. 平淡的；乏味的
vi. 褪色；凋谢；逐渐消失
vt. 使褪色"
faint,"n.  昏厥，昏倒
adj. 模糊的；头晕的；虚弱的； 衰弱的
vi. 昏倒；变得微弱；变得没气力"
fake,"n. 假货；骗子；假动作
adj. 伪造的
vt. 捏造；假装…的样子
vi. 假装；做假动作"
fancy,"n. 幻想；想象力；爱好
adj. 想象的；奇特的；昂贵的；精选的
vt. 想象；喜爱；设想；自负
vi. 幻想；想象"
fantastic,"n. 古怪的人
adj. 奇异的；空想的；异想天开的；古怪的；极好的，极出色的；不可思议的；不切实际的"
fantastical,adj. 空想的；捕风捉影的
fantasy,"n. 幻想；白日梦；幻觉
adj. 虚幻的
vt. 空想；想像
vi. 耽于幻想；奏幻想曲（等于phantasy）"
fascinate,"vt. 使着迷，使神魂颠倒
vi. 入迷"
fatal,adj. 致命的；重大的；毁灭性的；命中注定的
fatigue,"n. 疲劳，疲乏；杂役
adj. 疲劳的
vt. 使疲劳；使心智衰弱
vi. 疲劳"
faulty,adj. 有错误的；有缺点的
favorable,adj. 有利的；良好的；赞成的，赞许的；讨人喜欢的
favourable,"n. 有利
adj. 有利的，顺利的；赞成的"
feasible,adj. 可行的；可能的；可实行的
feast,"n. 筵席，宴会；节日
vt. 享受；款待，宴请
vi. 享受；参加宴会"
feat,"n. 功绩，壮举；技艺表演
adj. 合适的；灵巧的"
federation,n. 联合；联邦；联盟；联邦政府
feeble,adj. 微弱的，无力的；虚弱的；薄弱的
fellowship,n. 团体；友谊；奖学金；研究员职位
feminine,adj. 女性的；妇女（似）的；阴性的；娇柔的
ferry,"n. 渡船；摆渡；渡口
vt. （乘渡船）渡过；用渡船运送；空运
vi. 摆渡；来往行驶"
fertile,adj. 富饶的，肥沃的；能生育的
fetch,"n. 取得；诡计
vt. 取来；接来；到达；吸引
vi. 拿；取物；卖得"
fierce,adj. 凶猛的；猛烈的；暴躁的
filter,"n. 滤波器； 过滤器；筛选；滤光器
vt. 过滤；渗透；用过滤法除去
vi. 滤过；渗入；慢慢传开"
finance,"n. 财政，财政学；金融
vt. 负担经费，供给…经费
vi. 筹措资金"
financial,adj. 金融的；财政的，财务的
finite,"n. 有限之物
adj. 有限的；限定的"
fitting,"n. 装配，装置；试穿，试衣
adj. 适合的，适宜的；相称的"
fixture,n. 设备；固定装置；固定于某处不大可能移动之物
flank,"n. 侧面；侧翼；侧腹
vt. 守侧面；位于…的侧面；攻击侧面
vi. 侧面与…相接
adv. 在左右两边"
flap,"n. 拍打，拍打声；神经紧张； 襟翼
vt. 拍打；扔；拉下帽边；飘动
vi. 拍动；神经紧张；鼓翼而飞；（帽边等）垂下"
flare,"n. 加剧，恶化；底部展开；（鼻孔）张开的意思；闪光，闪耀；耀斑；爆发；照明弹
vi. 闪耀，闪光；燃烧；突然发怒
vt. 使闪耀；使张开；用发光信号发出；使外倾"
flatter,vt. 奉承；谄媚；使高兴
flavor,"n. 情味，风味；香料；滋味
vt. 加味于"
flavour,"n. 香味；滋味
vt. 给……调味；给……增添风趣"
flaw,"n. 瑕疵，缺点；一阵狂风；短暂的风暴；裂缝，裂纹
v. 使生裂缝，使有裂纹；使无效；使有缺陷
vi. 生裂缝；变的有缺陷"
flexible,adj. 灵活的；柔韧的；易弯曲的
fling,"n. 掷，抛；嘲弄；急冲
vt. 掷，抛；嘲笑；使陷入；轻蔑地投射；猛动
vi. 猛冲，急行"
flip,"n. 弹；筋斗
vi. 用指轻弹；蹦跳
adj. 无礼的；轻率的
vt. 掷；轻击"
float,"n. 彩车，花车；漂流物；浮舟；浮萍
vi. 浮动；飘动，散播；摇摆；付诸实施
vt. 使漂浮；实行"
flourish,"n. 兴旺；茂盛；挥舞；炫耀；华饰
vi. 繁荣，兴旺；茂盛；活跃；处于旺盛时期
vt. 夸耀；挥舞"
fluctuate,"vi. 波动；涨落；动摇
vt. 使波动；使动摇"
fluid,"n. 流体；液体
adj. 流动的；流畅的；不固定的"
flush,"n. 激动，洋溢；面红；萌芽；旺盛；奔流
adj. 大量的；齐平的；丰足的，洋溢的；挥霍的
vt. 使齐平；发红，使发亮；用水冲洗；使激动
vi. 发红，脸红；奔涌；被冲洗"
flutter,"n. 摆动；鼓翼；烦扰
vt. 拍；使焦急；使飘动
vi. 飘动；鼓翼；烦扰"
foam,"n. 泡沫；水沫；灭火泡沫
vt. 使起泡沫；使成泡沫状物
vi. 起泡沫；吐白沫；起着泡沫流动"
foil,"n. 箔，金属薄片；衬托，烘托；叶形片
abbr. 面向文件的翻译语言（file-Oriented interpretive language）
vt. 衬托；阻止，挡开；挫败；贴箔于"
forbid,vt. 禁止；不准；不允许；严禁
foremost,"adj. 最重要的；最先的
adv. 首先；居于首位地"
forerunner,n. 先驱；先驱者；预兆
foresee,vt. 预见；预知
forge,"n. 熔炉，锻铁炉；铁工厂
vt. 伪造；锻造；前进
vi. 伪造；做锻工；前进"
formal,"n. 正式的社交活动；夜礼服
adj. 正式的；拘谨的；有条理的"
format,"n. 格式；版式；开本
vt. 使格式化；规定…的格式
vi. 设计版式"
formation,n. 形成；构造；编队
formidable,adj. 强大的；可怕的；令人敬畏的；艰难的
formula,n.  公式，准则；配方；婴儿食品
formulate,vt. 规划；用公式表示；明确地表达
fort,"n. 堡垒；要塞；（美）边界贸易站
vt. 设要塞保卫
vi. 构筑要塞"
forthcoming,"n. 来临
adj. 即将来临的"
fortune,"n. 财富；命运；运气
vt. 给予财富
vi. 偶然发生"
forum,n. 论坛，讨论会；法庭；公开讨论的广场
