abandon,"n. 放任；狂热
vt. 遗弃；放弃"
affirmative,"n. 肯定语；赞成的一方
adj. 肯定的；积极的"
negative,"adj.  负的；消极的；否定的；阴性的
n. 否定；负数； 底片
vt. 否定；拒绝"
ignore,vt. 驳回诉讼；忽视；不理睬
neglect,"vt. 疏忽，忽视；忽略
n. 疏忽，忽视；怠慢"
neglectful,adj. 疏忽的；忽略的；不小心的
overlook,"vt. 忽略；俯瞰；远眺；检查；高耸于…之上
n. 忽视；眺望"
omission,n. 疏忽，遗漏；省略；冗长
emphasis,n. 重点；强调；加强语气
emphasize,vt. 强调，着重
emphasise,vt. （英）强调；加强…的语气（等于emphasize ）
highlight,"n. 最精彩的部分；最重要的事情；加亮区
vt. 突出；强调；使显著；加亮"
underscore,"n. 底线， 下划线
vt. 强调；划线于…下"
ignorant,adj. 无知的；愚昧的
ignorance,n. 无知，愚昧；不知，不懂
illiterate,"n. 文盲
adj. 文盲的；不识字的；没受教育的"
intelligent,adj. 智能的；聪明的；理解力强的
intellect,n. 智力，理解力；知识分子；思维逻辑领悟力；智力高的人
scholarly,adj. 博学的；学者风度的；学者派头的
decorate,"vt. 装饰；布置；授勋给
vi. 装饰；布置"
decoration,n. 装饰，装潢；装饰品；奖章
ornament,"n. 装饰； 装饰物；教堂用品
vt. 装饰，修饰"
furnish,vt. 提供；供应；装备
introduction,n. 介绍；引进；采用；入门；传入
preface,"n. 前言；引语
vt. 为…加序言；以…开始
vi. 作序"
appetite,n. 食欲；嗜好
desire,"n. 欲望；要求，心愿；性欲
vt. 想要；要求；希望得到…
vi. 渴望"
bodily,"adj. 身体的；肉体的
adv. 整体地；亲自地；以肉体形式"
sensual,adj. 感觉的；肉欲的；世俗的；感觉论的
gender,"n. 性；性别；性交
vt. 生（过去式gendered，过去分词gendered，现在分词gendering，第三人称单数genders，形容词genderless）"
sexual,adj. 性的；性别的；有性的
beforehand,"adj. 提前的；预先准备好的
adv. 事先；预先"
precede,"vt. 领先，在…之前；优于，高于
vi. 领先，在前面"
precedent,"n. 先例；前例
adj. 在前的；在先的"
preceding,"v. 在...之前（precede的ing形式）
adj. 在前的；前述的"
previous,"adj. 以前的；早先的；过早的
adv. 在先；在…以前"
prior,"adj. 优先的；在先的，在前的
adv. 在前，居先"
priority,n. 优先；优先权； 优先次序；优先考虑的事
crime,"n. 罪行，犯罪；罪恶；犯罪活动
vt. 控告……违反纪律"
criminal,"n. 罪犯
adj. 刑事的；犯罪的；罪恶的"
guilt,n. 犯罪，过失；内疚
sin,"n. 罪恶；罪孽；过失
vt. 犯罪
vi. 犯罪；犯过失"
innocent,"n. 天真的人；笨蛋
adj. 无辜的；无罪的；无知的"
innocence,n. 清白，无罪；天真无邪
purity,n.  纯度；纯洁；纯净；纯粹
allege,vt. 宣称，断言；提出…作为理由
assert,vt. 维护，坚持；断言；主张；声称
assertion,n. 断言，声明；主张，要求；坚持；认定
assertive,adj. 肯定的；独断的；坚定而自信的
claim,"n. 要求；声称；索赔；断言；值得
vt. 要求；声称；需要；认领
vi. 提出要求"
declare,"vt. 宣布，声明；断言，宣称
vi. 声明，宣布"
declaration,n. （纳税品等的）申报；宣布；公告；申诉书
proclaim,vt. 宣告，公布；声明；表明；赞扬
overstate,vt. 夸张；夸大的叙述
understate,"vt. 少说，少报；保守地说；有意轻描淡写
vi. 保守地说；有意轻描淡写"
ratio,n. 比率，比例
proportion,"n. 比例，占比；部分；面积；均衡
vt. 使成比例；使均衡；分摊"
singular,"n. 单数
adj. 单数的；单一的；非凡的；异常的"
sole,"n. 鞋底；脚底；基础；鳎目鱼
adj. 唯一的；单独的；仅有的
vt. 触底；上鞋底"
sole,"n. 鞋底；脚底；基础；鳎目鱼
adj. 唯一的；单独的；仅有的
vt. 触底；上鞋底"
solitary,"n. 独居者；隐士
adj. 孤独的；独居的"
dual,"n. 双数；双数词
adj. 双的；双重的"
triple,"n. 三倍数；三个一组
adj. 三倍的；三方的
vt. 使成三倍
vi. 增至三倍"
multiple,"adj. 多重的；多样的；许多的
n. 倍数； 并联"
basis,n. 基础；底部；主要成分；基本原则或原理
cornerstone,n. 基础；柱石；地基
foundation,n. 基础；地基；基金会；根据；创立
sample,"n. 样品；样本；例子
adj. 试样的，样品的；作为例子的
vt. 取样；尝试；抽样检查"
specimen,n. 样品，样本；标本
drip,"n. 水滴，滴水声；静脉滴注；使人厌烦的人
vt. 使滴下；溢出，发出
vi. 滴下；充满；漏下"
splash,"n. 飞溅的水；污点；卖弄
vt. 溅，泼；用...使液体飞溅
vi. 溅湿；溅开"
spray,"n. 喷雾；喷雾器；水沫
vt. 喷射
vi. 喷"
sprinkle,"n. 撒，洒；少量
vt. 洒；微雨；散置
vi. 洒，撒；下稀疏小雨；喷撒"
grasp,"n. 抓住；理解；控制
vi. 抓
vt. 抓住；领会"
grip,"n. 紧握；柄；支配；握拍方式；拍柄绷带
vt. 紧握；夹紧
vi. 抓住"
grab,"n. 攫取；霸占；夺取之物
vt. 攫取；霸占；将…深深吸引
vi. 攫取；夺取"
clutch,"n. 离合器；控制；手；紧急关头
vt. 抓住；紧握
adj. 没有手提带或背带的；紧要关头的
vi. 攫；企图抓住"
animate,"adj. 有生命的
vt. 使有生气；使活泼；鼓舞；推动"
animated,"vt. 使…有生气（animate的过去式）
adj. 活生生的；活泼的；愉快的"
dynamic,"n. 动态；动力
adj. 动态的；动力的；动力学的；有活力的"
vigorous,adj. 有力的；精力充沛的
static,"n. 静电；静电干扰
adj. 静态的；静电的；静力的"
inertia,n.  惯性；惰性，迟钝；不活动
preferable,adj. 更好的，更可取的；更合意的
simultaneous,"n. 同时译员
adj. 同时的；联立的；同时发生的"
forcibly,adv. 用力地；强制地；有说服力地
spontaneous,adj. 自发的；自然的；无意识的
punctuate,"vt. 不时打断；强调；加标点于
vi. 加标点"
linger,"vi. 徘徊；苟延残喘；磨蹭
vt. 消磨；缓慢度过"
inferior,"n. 下级；次品
adj. 差的；自卑的；下级的，下等的"
subordinate,"n. 下属，下级；部属，属下
adj. 从属的；次要的
vt. 使……居下位；使……服从"
preliminary,"n. 准备；预赛；初步措施
adj. 初步的；开始的；预备的"
secondary,"n. 副手；代理人
adj. 第二的；中等的；次要的；中级的"
advanced,"adj. 先进的；高级的；晚期的；年老的
v. 前进；增加；上涨（advance的过去式和过去分词形式）"
superior,"n. 上级，长官；优胜者，高手；长者
adj. 上级的；优秀的，出众的；高傲的"
junior,"adj. 年少的；后进的；下级的
n. 年少者，晚辈；地位较低者；大学三年级学生"
senior,"n. 上司；较年长者；毕业班学生
adj. 高级的；年长的；地位较高的；年资较深的，资格较老的"
seniority,n. 长辈；老资格；前任者的特权
crowning,"n. 加冕
adj. 最高的；无比的
v. 加冕（crown的现在分词）"
convince,vt. 说服；使确信，使信服
convincing,"v. 使相信；使明白（convince的现在分词）
adj. 令人信服的；有说服力的"
persuasive,adj. 有说服力的；劝诱的，劝说的
suspect,"n. 嫌疑犯
adj. 可疑的；不可信的
vi. 怀疑；猜想
vt. 怀疑；猜想"
suspicion,"n. 怀疑；嫌疑；疑心；一点儿
vt. 怀疑"
suspicious,adj. 可疑的；怀疑的；多疑的
dubious,adj. 可疑的；暧昧的；无把握的；半信半疑的
skeptical,adj. 怀疑的；怀疑论的，不可知论的
credible,adj. 可靠的，可信的
incredible,adj. 难以置信的，惊人的
doubtless,"adj. 无疑的；确定的
adv. 无疑地；确定地；大概，多半"
undoubtedly,adv. 确实地，毋庸置疑的
deem,"vt. 认为，视作；相信
vi. 认为，持某种看法；作某种评价"
suspend,"vt. 延缓，推迟；使暂停；使悬浮
vi. 悬浮；禁赛"
suspension,n. 悬浮；暂停；停职
pendulum,n. 钟摆；摇锤；摇摆不定的事态
gage,"n. 计量器；挑战；抵押品
vt. 以…为担保；以…为赌注"
gauge,"n. 计量器；标准尺寸；容量规格
vt. 测量；估计；给…定规格"
scale,"n. 规模；比例；鳞；刻度；天平；数值范围
vt. 测量；攀登；刮鳞；依比例决定
vi. 衡量；攀登；剥落；生水垢"
dimension,"n. 方面; 维；尺寸；次元；容积 vt. 标出尺寸
adj. 规格的"
fling,"n. 掷，抛；嘲弄；急冲
vt. 掷，抛；嘲笑；使陷入；轻蔑地投射；猛动
vi. 猛冲，急行"
hurl,"n. 用力的投掷
vt. 丢下；用力投掷；愤慨地说出
vi. 猛投；猛掷"
pitch,"n. 沥青；音高；程度；树脂；倾斜；投掷；球场
vt. 投；掷；定位于；用沥青涂；扎营；向前倾跌
vi. 倾斜；投掷；搭帐篷；坠落"
pitch,"n. 沥青；音高；程度；树脂；倾斜；投掷；球场
vt. 投；掷；定位于；用沥青涂；扎营；向前倾跌
vi. 倾斜；投掷；搭帐篷；坠落"
slam,"n. 猛击；砰然声
vi. 砰地关上；猛力抨击
vt. 砰地关上；猛力抨击"
toss,"n. 投掷；摇荡；投掷的距离；掷币赌胜负
vt. 投掷；使…不安；突然抬起；使…上下摇动；与…掷币打赌
vi. 辗转；被乱扔；颠簸；掷钱币决定某事"
dart,"vt. 投掷，投射；使迅速突然移动
vi. 向前冲，飞奔
n. 飞镖，标枪；急驰，飞奔；（虫的）螯；飞快的移动"
dash,"n. 破折号；冲撞
vi. 猛冲；撞击
vt. 使…破灭；猛撞；泼溅"
commerce,n. 贸易；商业；商务
industrial,"n. 工业股票；工业工人
adj. 工业的，产业的；从事工业的；供工业用的；来自勤劳的"
retail,"n. 零售
adj. 零售的
vt. 零售；转述
adv. 以零售方式
vi. 零售"
retailer,n. 零售商；传播的人
wholesale,"n. 批发
adj. 批发的；大规模的
vt. 批发
adv. 大规模地；以批发方式
vi. 批发；经营批发业"
auction,"n. 拍卖
vt. 拍卖；竞卖"
purchase,"n. 购买；紧握；起重装置
vt. 购买；赢得
vi. 购买东西"
affordable,adj. 负担得起的
complain,"vi. 投诉；发牢骚；诉说
vt. 抱怨；控诉"
complaint,n. 抱怨；诉苦；疾病；委屈
groan,"n. 呻吟；叹息；吱嘎声
vt. 呻吟；抱怨
vi. 呻吟；抱怨；发吱嘎声"
moan,"vi. 抱怨，悲叹；呻吟
n. 呻吟声；悲叹
vt. 抱怨；呻吟着说"
murmur,"n. 低语；低语声；低声抱怨；潺潺声
vi. 低声说；私下抱怨；发出轻柔持续的声音
vt. 低声说"
conquer,"vt. 战胜，征服；攻克，攻取
vi. 胜利；得胜"
conqueror,n. 征服者；胜利者
conquest,n. 征服，战胜；战利品
overcome,"vt. 克服；胜过
vi. 克服；得胜"
prevail,vi. 盛行，流行；战胜，获胜
prevailing,"adj. 流行的；一般的，最普通的；占优势的；盛行很广的
v. 盛行，流行（prevail的现在分词形式）；获胜"
champion,"n. 冠军；拥护者；战士
adj. 优胜的；第一流的
vt. 支持；拥护"
championship,n. 锦标赛；冠军称号；冠军的地位
triumph,"n. 胜利，凯旋；欢欣
vi. 获得胜利，成功"
triumphant,adj. 成功的；得意洋洋的；狂欢的
victorious,adj. 胜利的；凯旋的
achieve,"vt. 取得；获得；实现；成功
vi. 达到预期的目的，实现预期的结果，如愿以偿"
achievement,n. 成就；完成；达到；成绩
accomplish,vt. 完成；实现；达到
accomplishment,n. 成就；完成；技艺，技能
corporate,adj. 法人的；共同的，全体的；社团的；公司的；企业的
individual,"n. 个人，个体
adj. 个人的；个别的；独特的"
curve,"n. 曲线；弯曲；曲线球；曲线图表
adj. 弯曲的；曲线形的
vt. 弯；使弯曲
vi. 成曲形"
arc,"n. 弧（度）；弧光（全称electric arc）；弧形物；天穹
adj. 圆弧的；反三角函数的
vt. 形成电弧；走弧线"
arch,"n. 弓形，拱形；拱门
adj. 主要的
vt. 使…弯成弓形；用拱连接
vi. 拱起；成为弓形"
curl,"n. 卷曲；卷发；螺旋状物
vt. 使…卷曲；使卷起来
vi. 卷曲；盘绕"
vertical,"n. 垂直线，垂直面
adj. 垂直的，直立的； 头顶的，顶点的"
upright,"n. 垂直；竖立
adj. 正直的，诚实的；垂直的，直立的；笔直的；合乎正道的"
erect,"vt. 使竖立；建造；安装
adj. 竖立的；笔直的；因性刺激而勃起的
vi. 直立；勃起"
epidemic,"n. 传染病；流行病；风尚等的流行
adj. 流行的；传染性的"
prevalent,adj. 流行的；普遍的，广传的
distort,"vt. 扭曲；使失真；曲解
vi. 扭曲；变形"
twist,"n. 扭曲；拧；扭伤
vt. 捻；拧；扭伤；编织；使苦恼
vi. 扭动；弯曲"
squeeze,"n. 压榨；紧握；拥挤；佣金
vt. 挤；紧握；勒索
vi. 压榨"
wrench,"n. 扳手，扳钳；扭伤；痛苦；歪曲；猛扭
vt. 扭伤；猛扭；曲解；折磨
vi. 扭伤；猛扭；猛绞"
bolt,"n. 螺栓，螺钉；闪电，雷电；门闩；弩箭;（布的）一匹，一卷
vt. 筛选；囫囵吞下；（把门、窗等）闩上；突然说出，脱口说出
vi. （门窗等）闩上，拴住；冲出，跳出；（马等的）脱缰；囫囵吞下
adv. 突然地；像箭似地；直立地"
screw,"n. 螺旋；螺丝钉；吝啬鬼
vt. 旋，拧；压榨；强迫
vi. 转动，拧"
glide,"vi. 滑翔；滑行；悄悄地走；消逝
vt. 使滑行；使滑动
n. 滑翔；滑行；滑移；滑音"
slide,"n. 滑动；幻灯片；滑梯；雪崩
vt. 滑动；使滑动；悄悄地迅速放置
vi. 滑动；滑落；不知不觉陷入"
slip,"n. 滑，滑倒；片，纸片；错误；下跌；事故
abbr. 串行线路接口协议，是旧式的协议（Serial Line Interface Protocol）
adj. 滑动的；有活结的；活络的
vt. 使滑动；滑过；摆脱；塞入；闪开
vi. 滑动；滑倒；犯错；失足；减退"
slippery,adj. 滑的；狡猾的；不稳定的
peer,"vt. 封为贵族；与…同等
vi. 凝视，盯着看；窥视
n. 贵族；同等的人；同龄人"
peer,"vt. 封为贵族；与…同等
vi. 凝视，盯着看；窥视
n. 贵族；同等的人；同龄人"
peel,"n. 皮
v. 剥，剥落；削"
commute,"n. 通勤（口语）
vt. 减刑；交换；用……交换；使……变成
vi. （搭乘车、船等）通勤；代偿"
fundamental,"n. 基本原理；基本原则
adj. 基本的，根本的"
coupon,n. 息票；赠券；联票； 配给券
token,"n. 表征；代币；记号
adj. 象征的；表意的；作为对某事的保证的
vt. 象征；代表"
voucher,"n. 收据；证人；保证人；证明者；代金
vt. 证实...的可靠性"
glossary,n. 术语（特殊用语）表；词汇表；专业词典
vocabulary,n. 词汇；词表；词汇量
valid,adj. 有效的；有根据的；合法的；正当的
validity,n.  有效性；正确；正确性
validate,vt. 证实，验证；确认；使生效
invalid,"n. 病人；残疾者
adj. 无效的；有病的；残疾的
vt. 使伤残；使退役
vi. 变得病弱；因病而奉命退役"
vain,adj. 徒劳的；自负的；无结果的；无用的
hazard,"n. 危险，冒险；冒险的事
vt. 赌运气；冒…的危险，使遭受危险"
hazardous,adj. 有危险的；冒险的；碰运气的
endanger,vt. 危及；使遭到危险
jeopardize,vt. 危害；使陷危地；使受危困
jeopardise,vt. 危及（等于jeopardize）；使…受危险
adventurous,adj. 爱冒险的；大胆的；充满危险的
venture,"n. 企业；风险；冒险
vt. 敢于
vi. 冒险；投机"
arena,n. 舞台；竞技场
casino,n. 俱乐部，赌场；娱乐场
courtesy,"n. 礼貌；好意；恩惠
adj. 殷勤的；被承认的；出于礼节的"
gross,"n. 总额，总数
adj. 总共的；粗野的；恶劣的；显而易见的
vt. 总共收入"
rash,"n.  皮疹；突然大量出现的事物
adj. 轻率的；鲁莽的；不顾后果的"
reckless,adj. 鲁莽的，不顾后果的；粗心大意的
shabby,adj. 破旧的；卑鄙的；吝啬的；低劣的
vulgar,"n. 平民，百姓
adj. 粗俗的；通俗的；本土的"
affirm,"vt. 肯定；断言
vi. 确认；断言"
confirm,vt. 确认；确定；证实；批准；使巩固
confirmation,n. 确认；证实；证明；批准
verify,vt. 核实；查证
certify,v. 证明；保证
certification,n. 证明，保证；检定
ascertain,vt. 确定；查明；探知
courageous,adj. 有胆量的，勇敢的
daring,"n. 胆量，勇气
v. 敢（dare的现在分词）
adj. 大胆的，勇敢的"
coward,"n. 懦夫，懦弱的人
adj. 胆小的，懦怯的"
timid,adj. 胆小的；羞怯的
possess,vt. 控制；使掌握；持有；迷住；拥有，具备
possession,n. 拥有；财产；领地；自制；着迷
possessor,n. 持有人；所有人
occupy,vt. 占据，占领；居住；使忙碌
occupation,n. 职业；占有；消遣；占有期
occupational,adj. 职业的；占领的
vacant,adj. 空虚的；空的；空缺的；空闲的；茫然的
vacancy,n. 空缺；空位；空白；空虚
hollow,"n. 洞；山谷；窟窿
adj. 空的；中空的，空腹的；凹的；虚伪的
vt. 使成为空洞
adv. 彻底地；无用地
vi. 形成空洞"
cavity,n. 腔；洞，凹处
void,"n. 空虚；空间；空隙
adj. 空的；无效的；无人的
vt. 使无效；排放"
merit,"n. 优点，价值；功绩；功过
vt. 值得
vi. 应受报答"
virtue,n. 美德；优点；贞操；功效
virtuous,adj. 善良的；有道德的；贞洁的；正直的；有效力的
handicap,"n. 障碍；不利条件，不利的因素
vt. 妨碍，阻碍；使不利"
defect,"n. 缺点，缺陷；不足之处
vi. 变节；叛变"
defection,n. 背叛；缺点；变节；脱党
defective,"n. 有缺陷的人；不完全变化词
adj. 有缺陷的；不完美的"
flaw,"n. 瑕疵，缺点；一阵狂风；短暂的风暴；裂缝，裂纹
v. 使生裂缝，使有裂纹；使无效；使有缺陷
vi. 生裂缝；变的有缺陷"
downside,"n. 负面，缺点；下降趋势；底侧
adj. 底侧的"
drawback,n. 缺点，不利条件；退税
poke,"n. 戳；刺；袋子；懒汉
vt. 刺，捅；戳；拨开
vi. 刺，捅；戳；伸出；刺探；闲荡"
stab,"n. 刺；戳；尝试；突发的一阵
vt. 刺；刺伤；戳；刺穿；直入
vi. 刺；刺伤；戳；刺痛"
penetrate,"vi. 渗透；刺入；看透
vt. 渗透；穿透；洞察"
punch,"n. 冲压机；打洞器；钻孔机
vt. 开洞；以拳重击
vi. 用拳猛击"
pierce,"vt. 刺穿；洞察；响彻；深深地打动
vi. 进入；透入"
slap,"n. 掴；侮辱；掌击；拍打声
vt. 拍击；侮辱；掌击；掴…的耳光
vi. 掴；拍击
adv. 直接地；猛然地；恰好"
whip,"n. 鞭子；抽打；车夫； 搅拌器
vt. 抽打；煽动；搅打（蛋，奶油）；彻底击败
vi. 抽打；急走；拍击"
lash,"vt. 鞭打；冲击；摆动；扎捆；煽动；讽刺
vi. 鞭打；猛击；急速甩动
n. 鞭打；睫毛；鞭子；责骂；讽刺"
strike,"n. 罢工；打击；殴打
vi. 打，打击；罢工；敲，敲击；抓；打动；穿透
vt. 打，击；罢工；撞击，冲击；侵袭；打动；到达"
stroke,"n. （游泳或划船的）划；中风；（打、击等的）一下；冲程；（成功的）举动；尝试；轻抚
vt. （用笔等）画；轻抚；轻挪；敲击；划尾桨；划掉；（打字时）击打键盘
vi. 击球；作尾桨手，指挥划桨；（打字时）击打键盘"
flip,"n. 弹；筋斗
vi. 用指轻弹；蹦跳
adj. 无礼的；轻率的
vt. 掷；轻击"
flap,"n. 拍打，拍打声；神经紧张； 襟翼
vt. 拍打；扔；拉下帽边；飘动
vi. 拍动；神经紧张；鼓翼而飞；（帽边等）垂下"
bite,"n. 咬；一口；咬伤；刺痛
abbr. 机内测试设备（Built-In Test Equipment）
vt. 咬；刺痛
vi. 咬；刺痛"
sting,"n. 刺痛；讽刺，刺激；刺毛
vt. 刺；驱使；使…苦恼；使…疼痛
vi. 刺痛；被刺痛；感到剧痛"
batter,"n. 击球手；（用鸡蛋、牛奶、面粉等调成的）糊状物；墙面的倾斜
vt. 猛击；打坏；使向上倾斜
vi. 接连猛击；向上倾斜"
combat,"n. 战斗；争论
adj. 战斗的；为…斗争的
vi. 战斗；搏斗
vt. 反对；与…战斗"
warfare,n. 战争；冲突
evacuate,"vt. 疏散，撤退；排泄
vi. 疏散；撤退；排泄"
withdraw,"vt. 撤退；收回；撤消；拉开
vi. 撤退；离开"
retreat,"n. 撤退；休息寓所；撤退
vt. 退（棋）；使后退
vi. 撤退；退避；向后倾"
recede,"vi. 后退；减弱
vt. 撤回"
dropout,n. 中途退学；辍学学生
loan,"n. 贷款；借款
vi. 借出
vt. 借；借给"
owing,"adj. 未付的；欠着的
v. 欠；把…归功于（owe的ing形式）"
refund,"n. 退款；偿还，偿还额
vt. 退还；偿还；付还
vi. 退还；偿还，归还"
repay,"vt. 回报；报复；付还
vi. 偿还；报答；报复"
disapprove,"vi. 不赞成；不喜欢
vt. 不赞成；不同意"
object,"n. 目标；物体；客体；宾语
vt. 提出…作为反对的理由
vi. 反对；拒绝"
oppose,"vt. 反对；对抗，抗争
vi. 反对"
opposition,n. 反对；反对派；在野党；敌对
counter,"n. 柜台；对立面；计数器；（某些棋盘游戏的）筹码
vi. 逆向移动，对着干；反驳
adj. 相反的
vt. 反击，还击；反向移动，对着干；反驳，回答
adv. 反方向地；背道而驰地"
counter,"n. 柜台；对立面；计数器；（某些棋盘游戏的）筹码
vi. 逆向移动，对着干；反驳
adj. 相反的
vt. 反击，还击；反向移动，对着干；反驳，回答
adv. 反方向地；背道而驰地"
veto,"n. 否决权
vt. 否决；禁止
vi. 否决；禁止"
advocate,"n. 提倡者；支持者；律师
vt. 提倡，主张，拥护"
uphold,vt. 支撑；鼓励；赞成；举起
approve,"vi. 批准；赞成；满意
vt. 批准；赞成；为…提供证据"
clearance,n. 清除；空隙
consent,"n. 同意；（意见等的）一致；赞成
vi. 同意；赞成；答应"
grant,"n. 拨款； 授予物
vt. 授予；允许；承认
vi. 同意"
granted,"conj. 诚然
adv. 的确
vt. grant的过去式"
sanction,"n. 制裁，处罚；认可；支持
vt. 制裁，处罚；批准；鼓励"
neutralize,"vt. 抵销；使…中和；使…无效；使…中立
vi. 中和；中立化；变无效"
standoff,"n. 和局；僵持；冷淡；平衡
adj. 冷淡的；有支架的"
incomprehensive,adj. 范围狭小的，不了解的
relay,"n.  继电器；接替，接替人员；驿马
vt. 转播；使接替；分程传递
vi. 转播；接替"
depict,vt. 描述；描画
portray,vt. 描绘；扮演
accuse,"vt. 控告，指控；谴责；归咎于
vi. 指责；控告"
accusation,n. 控告，指控；谴责
prosecute,"vt. 检举；贯彻；从事；依法进行
vi. 起诉；告发；作检察官"
sue,"vt. 控告；请求
vi. 控告；提出请求"
lawsuit,n. 诉讼（尤指非刑事案件）；诉讼案件
verdict,n. 结论；裁定
convict,"n. 罪犯
vt. 证明…有罪；宣告…有罪"
conviction,n. 定罪；确信；证明有罪；确信，坚定的信仰
condemn,vt. 谴责；判刑，定罪；声讨
condemnation,n. 谴责；定罪；非难的理由；征用
compliment,"n. 恭维；称赞；问候；致意；道贺
vt. 恭维；称赞"
flatter,vt. 奉承；谄媚；使高兴
allowance,"n. 津贴，零用钱；允许；限额
vt. 定量供应"
dole,"n. 失业救济金；赈济物；施舍品
vt. 发放救济；以小份发给"
welfare,"n. 福利；幸福；福利事业；安宁
adj. 福利的；接受社会救济的"
pension,"n. 退休金，抚恤金；津贴；膳宿费
vt. 发给养老金或抚恤金"
pensioner,n. 领养老金者；领取抚恤金者
subsidy,n. 补贴；津贴；补助金
wellbeing,n. 幸福；福利；安乐
amaze,vt. 使吃惊
startle,"n. 惊愕；惊恐
vt. 使吓一跳；使惊奇
vi. 惊吓；惊跳；惊奇"
stun,"n. 昏迷；打昏；惊倒；令人惊叹的事物
vt. 使震惊；打昏；给以深刻的印象"
abstract,"n. 摘要；抽象；抽象的概念
adj. 抽象的；深奥的
vt. 摘要；提取；使……抽象化；转移(注意力、兴趣等)；使心不在焉
vi. 做摘要；写梗概"
resume,"n. 摘要； 履历，简历
vi. 重新开始，继续
vt. 重新开始，继续；恢复，重新占用"
resume,"n. 摘要； 履历，简历
vi. 重新开始，继续
vt. 重新开始，继续；恢复，重新占用"
excerpt,"n. 摘录，引用
vt. 引用，摘录
vi. 摘录，引用"
scenario,n. 方案；情节；剧本；设想
script,"n. 脚本；手迹；书写用的字母
vt. 把…改编为剧本
vi. 写电影脚本"
amuse,vt. 娱乐；消遣；使发笑；使愉快
amusement,n. 消遣，娱乐；乐趣
amusing,"adj. 有趣的，好玩的；引人发笑的
v. 逗乐；打发；使…高兴（amuse的ing形式）"
entertain,"vt. 娱乐；招待；怀抱；容纳
vi. 款待"
entertainment,n. 娱乐；消遣；款待
pastime,n. 娱乐，消遣
tease,"vt. 取笑；戏弄；梳理；欺负；强求；使起毛
n. 戏弄；爱纠缠的小孩；挑逗者；卖弄风骚的女孩
vi. 取笑"
aspect,n. 方面；方向；形势；外貌
facet,"n. 面；方面；小平面
vt. 在…上琢面"
brink,n. （峭壁的）边缘
verge,"n. 边缘
vi. 濒临，接近；处在边缘"
margin,"n. 边缘；利润，余裕；页边的空白
vt. 加边于；加旁注于"
marginal,adj. 边缘的；临界的；末端的
unilateral,adj. 单边的； 单侧的；单方面的；单边音；（父母）单系的
multilateral,adj.  多边的；多国的，多国参加的
mutual,adj. 共同的；相互的，彼此的
reciprocal,"n.  倒数；互相起作用的事物
adj. 互惠的；相互的；倒数的，彼此相反的"
depart,"adj. 逝世的
vi. 离开；出发，起程；违反；去世"
farewell,"n. 告别，辞别；再见；再会
adj. 告别的
int. 别了！（常含有永别或不容易再见面的意思）；再会！"
apartment,n. 公寓；房间
suite,n. （一套）家具；套房；组曲；（一批）随员，随从
compartment,"n.  隔间；区划；卧车上的小客房
vt. 分隔；划分"
basement,n. 地下室；地窖
dome,"n. 圆屋顶
vi. 成圆顶状
vt. 加圆屋顶于…上"
mansion,n. 大厦；宅邸
slum,"n. 贫民窟；陋巷；脏乱的地方
vi. （为猎奇或救济等）去贫民窟"
warehouse,n. 仓库；货栈；大商店
reunite,"vi. 重聚；再结合；再联合
vt. 使重聚；使再结合；使再联合"
reunification,n. 重新统一；重新团结
unify,vt. 统一；使相同，使一致
solidarity,n. 团结，团结一致
vaccine,"n. 疫苗；牛痘苗
adj. 疫苗的；牛痘的"
vaccinate,"vt. 给…注射疫苗
vi. 接种疫苗
n. 被接种牛痘者"
immune,"n. 免疫者；免除者
adj. 免疫的；免于……的，免除的"
exempt,"n. 免税者；被免除义务者
adj. 被免除的；被豁免的
vt. 免除；豁免"
rid,vt. 使摆脱；使去掉
shed,"n. 小屋，棚；分水岭
vt. 流出；摆脱；散发；倾吐
vi. 流出；脱落；散布"
shed,"n. 小屋，棚；分水岭
vt. 流出；摆脱；散发；倾吐
vi. 流出；脱落；散布"
apparent,adj. 显然的；表面上的
obvious,adj. 明显的；显著的；平淡无奇的
bald,"adj. 秃顶的；光秃的；单调的；无装饰的
vi. 变秃"
conspicuous,adj. 显著的；显而易见的
lightweight,"n. 轻量级选手；无足轻重的人
adj. 重量轻的；平均重量以下的"
profound,adj. 深厚的；意义深远的；渊博的
distinct,adj. 明显的；独特的；清楚的；有区别的
diverse,adj. 不同的；多种多样的；变化多的
diversity,n. 多样性；差异
differentiate,"vt. 区分，区别
vi. 区分，区别"
appraisal,n. 评价；估价（尤指估价财产，以便征税）；估计
assess,vt. 评定；估价；对…征税
assessment,n. 评定；估价
assessor,n. 评审员；确定税款的人；顾问
evaluate,"vt. 评价；估价；求…的值
vi. 评价；估价"
evaluation,n. 评价； 评估；估价；求值
estimate,"n. 估计，估价；判断，看法
vt. 估计，估量；判断，评价
vi. 估计，估价"
underestimate,"n. 低估
vt. 低估；看轻"
appreciate,"vi. 增值；涨价
vt. 欣赏；感激；领会；鉴别"
access,"n. 进入；使用权；通路
vt. 使用；存取；接近"
accessible,adj. 易接近的；可进入的；可理解的
inaccessible,adj. 难达到的；难接近的；难见到的
admittance,n. 进入；入场权；通道
approach,"n. 方法；途径；接近
vt. 接近；着手处理
vi. 靠近"
cape,n.  海角，岬；披肩
cape,n.  海角，岬；披肩
horn,"n. 喇叭，号角；角
vt. 装角于"
