abandon,"n. 放任；狂热
vt. 遗弃；放弃"
individuality,n. 个性；个人；个人特征；个人的嗜好（通常复数）
innovation,n. 创新，革新；新方法
insight,n. 洞察力；洞悉
intellectual,"n. 知识分子；凭理智做事者
adj. 智力的；聪明的；理智的"
interact,"n. 幕间剧；幕间休息
vt. 互相影响；互相作用
vi. 互相影响；互相作用"
jeopardise,vt. 危及（等于jeopardize）；使…受危险
longevity,n. 长寿，长命；寿命
manipulate,vt. 操纵；操作；巧妙地处理；篡改
mechanical,adj. 机械的；力学的；呆板的；无意识的；手工操作的
menace,"n. 威胁；恐吓
vi. 恐吓；进行威胁
vt. 威胁；恐吓"
mission,"n. 使命，任务；代表团；布道
vt. 派遣；向……传教"
misuse,"vt. 滥用；误用；虐待
n. 滥用；误用；虐待"
mutation,n.  突变；变化；元音变化
novelty,n. 新奇；新奇的事物；新颖小巧而廉价的物品
nuclear,adj. 原子能的； 细胞核的；中心的；原子核的
organism,n. 有机体；生物体；微生物
original,"n. 原件；原作；原物；原型
adj. 原始的；最初的；独创的；新颖的"
overtake,"vt. 赶上；压倒；突然来袭
vi. 超车"
popularisation,n. <主英>=popularization
portable,"n. 手提式打字机
adj. 手提的，便携式的；轻便的"
practicality,n. 实用性，实际性；实际，实例
probe,"n. 探针；调查
vi. 调查；探测
vt. 探查；用探针探测"
productivity,n. 生产力；生产率；生产能力
prolong,vt. 延长；拖延
protein,"n. 蛋白质；朊
adj. 蛋白质的"
psychological,adj. 心理的；心理学的；精神上的
radiation,n. 辐射；发光；放射物
readability,n. 可读性；易读
reliability,n. 可靠性
renewable,"n. 再生性能源
adj. 可再生的；可更新的；可继续的"
replace,vt. 取代，代替；替换，更换；归还，偿还；把…放回原处
reproduce,"vt. 复制；再生；生殖；使…在脑海中重现
vi. 复制；繁殖"
revolution,n. 革命；旋转；运行；循环
robot,n. 机器人；遥控设备，自动机械；机械般工作的人
scientific,adj. 科学的，系统的
software,n. 软件
solar,"n. 日光浴室
adj. 太阳的；日光的；利用太阳光的；与太阳相关的"
space,"n. 空间；太空；距离
vt. 隔开
vi. 留间隔"
species,"n.  物种；种类
adj. 物种上的"
specification,n. 规格；说明书；详述
spell,"n. 符咒；一段时间；魅力
vi. 拼字；轮替
vt. 拼，拼写；意味着；招致；拼成；迷住；轮值"
sperm,n. 精子；精液；鲸蜡油
spur,"n. 鼓舞，刺激；马刺；山坡
vt. 激励，鞭策；给…装踢马刺
vi. 骑马疾驰；给予刺激"
store,"n. 商店；储备，贮藏；仓库
vt. 贮藏，储存"
substitute,"n. 代用品；代替者
vi. 替代
vt. 代替"
supersede,"vt. 取代，代替；紧接着……而到来
vi. 推迟行动"
tap,"n. 水龙头；轻打
vt. 轻敲；轻打；装上嘴子
vi. 轻拍；轻击；轻叩
vt. 采用，利用"
technical,adj. 工艺的，科技的；技术上的；专门的
transform,"vt. 改变，使…变形；转换
vi. 变换，改变；转化"
transition,n. 过渡；转变； 转换；变调
transplant,"n. 移植；移植器官；被移植物；移居者
vt. 移植；迁移；使移居
vi. 移植；迁移；移居"
undermine,vt. 破坏，渐渐破坏；挖掘地基
upgrade,"n. 升级；上升；上坡
vt. 使升级；提升；改良品种
adj. 向上的
adv. 往上"
urbanisation,n. 城市化（等于urbanization）
virtual,adj.  虚拟的；实质上的，事实上的（但未在名义上或正式获承认）
absorb,vt. 吸收；吸引；承受；理解；使…全神贯注
abundance,n. 充裕，丰富
accumulate,"vt. 积攒
vi. 累积；积聚"
acid rain,"n. 酸雨；酸性降水
 酸雨公司；酸雨问题；酸性雨"
afforestation,n. 造林
aggravate,vt. 加重；使恶化；激怒
atmosphere,n. 气氛；大气；空气
balance,"n. 平衡；余额；匀称
vt. 使平衡；结算；使相称
vi. 保持平衡；相称；抵销"
begrimed,"adj. 污秽的
v. 积垢，弄脏( begrime的过去式和过去分词 )"
biodegradable,adj. 生物所能分解的，能进行生物降解的
biosphere,n. 生物圈
break down,"v. 分解；抛锚；分析；划分
 损坏；出故障；瓦解"
carcinogen,n. 致癌物质
chemical,"n. 化学制品，化学药品
adj. 化学的"
congestion,n. 拥挤；拥塞；淤血
conserve,"n. 果酱；蜜饯
vt. 保存；将…做成蜜饯；使守恒"
contaminate,vt. 污染，弄脏
decay,"n. 衰退， 衰减；腐烂，腐朽
vt. 使腐烂，使腐败；使衰退，使衰落
vi. 衰退， 衰减；腐烂，腐朽"
decomposition,n. 分解，腐烂；变质
deforestation,n. 采伐森林；森林开伐
degrade,"vt. 贬低；使……丢脸；使……降级；使……降解
vi. 降级，降低；退化"
demolish,vt. 拆除；破坏；毁坏；推翻；驳倒
densely-populated,"na. 人口稠密的
 人口密集的"
deplete,vt. 耗尽，用尽；使衰竭，使空虚
desalination,n. 脱盐作用；减少盐分
desertification,n. （土壤）荒漠化；沙漠化（等于desertization）
devastation,n. 毁坏，荒废
die out,"na. 死绝
 灭绝；消失；逐渐消失"
disaster,n. 灾难，灾祸；不幸
discard,"n. 抛弃；被丢弃的东西或人
vt. 抛弃；放弃；丢弃
vi. 放弃"
disposable,adj. 可任意处理的；可自由使用的；用完即可丢弃的
disposal,n. 处理；支配；清理；安排
domestic,"n. 国货；佣人
adj. 国内的；家庭的；驯养的；一心只管家务的"
dump,"n. 垃圾场；仓库；无秩序地累积
vt. 倾倒；倾卸；丢下，卸下；摆脱，扔弃；倾销
vi. 倒垃圾；突然跌倒或落下；卸货；转嫁（责任等）"
durable,"n. 耐用品
adj. 耐用的，持久的"
ecological,adj. 生态的，生态学的
ecosystem,n. 生态系统
emission,n. （光、热等的）发射，散发；喷射；发行
endangered,adj. 濒临灭绝的；有生命危险的
energy,n.  能量；精力；活力；精神
environmental,adj. 环境的，周围的；有关环境的
evolve,"vi. 发展，进展；进化；逐步形成
vt. 发展，进化；进化；使逐步形成；推断出"
exhaust,"n. 排气；废气；排气装置
vt. 排出；耗尽；使精疲力尽；彻底探讨
vi. 排气"
exploitation,n. 开发，开采；利用；广告推销；剥削
extinction,n. 灭绝；消失；消灭；废止
fertile,adj. 富饶的，肥沃的；能生育的
fertiliser,n. 化肥（等于fertilizer）
filter,"n. 滤波器； 过滤器；筛选；滤光器
vt. 过滤；渗透；用过滤法除去
vi. 滤过；渗入；慢慢传开"
global warming,"n. 全球（气候）变暖；地球大气层变暖
 全球变暖；全球暖化；警惕全球变暖"
greenhouse effect,"n. 温室效应
 温室效用；造成温室效应；温室气体"
grimy,adj. 肮脏的，污秽的
habitat,n.  栖息地，产地
hazardous,adj. 有危险的；冒险的；碰运气的
hygiene,n. 卫生；卫生学；保健法
imbalance,n. 不平衡；不安定
impurity,n. 杂质；不纯；不洁
incinerate,"vt. 焚化；烧成灰
vi. 把……烧成灰；烧弃"
industrialised,vt. 使工业化（等于industrialize）
inhabitable,adj. 适于居住的；可居住的，可栖居的
inundate,vt. 淹没；泛滥；浸水；（洪水般的）扑来
landfill,n. 垃圾填埋地；垃圾堆
litter,"n. 垃圾；轿，担架；一窝（动物的幼崽）；凌乱
vt. 乱丢；给…垫褥草；把…弄得乱七八糟
vi. 产仔；乱扔废弃物"
nasty,"adj. 下流的；肮脏的；脾气不好的；险恶的
n. 令人不快的事物
性的吸引力"
natural resource,"n. 自然资源
 天然资源；环境农业和自然资源管理；资源的取得"
nonrenewable,adj. 不可再生的；不可更新的
overcrowding,"n. 过度拥挤；挤满
v. 过度拥挤（overcrowd的ing形式）；把…塞得过满"
overexploit, 过度开采；过分开发
overgraze,"vi. 过度放牧
vt. 在…上过度放牧"
pesticide,n. 杀虫剂
poison,"n. 毒药，毒物；酒；有毒害的事物； 抑制剂
adj. 有毒的
vt. 污染；使中毒，放毒于；败坏；阻碍
vi. 放毒，下毒"
pollutant,n. 污染物
purify,"vt. 净化；使纯净
vi. 净化；变纯净"
rainfall,n. 降雨；降雨量
recycle,"n. 再生；再循环；重复利用
vt. 使再循环；使…重新利用
vi. 重复利用"
reforestation,n. 重新造林
restore,"vi. 恢复；还原
vt. 恢复；修复；归还"
reuse,"n. 重新使用，再用
vt. 再使用"
saline,"n. 盐湖；碱盐泻药
adj. 盐的；含盐分的"
sandstorm,n.  沙暴；大风沙
sewage,n. 污水；下水道；污物
shortage,n. 缺乏，缺少；不足
smelly,adj. 有臭味的，发臭的
soil erosion,"n. 水土流失
 土壤侵蚀；土壤流失；土壤冲蚀"
sustain,vt. 维持；支撑，承担；忍受；供养；证实
tillable,adj. 适于耕种的，可耕种的
toxic,adj. 有毒的；中毒的
trash,"n. 垃圾；废物
vt. 丢弃；修剪树枝"
treatment,n. 治疗，疗法；处理；对待
unsanitary,adj. 不卫生的；有碍健康的
urbanisation,n. 城市化（等于urbanization）
use up,"na. 用完；耗尽
 用光；用尽；消耗"
utilise,vt. 使用（等于utilize）；利用
vegetation,n. 植被；植物，草木；呆板单调的生活
ventilation,n. 通风设备；空气流通
vermin,n. 害虫；寄生虫；歹徒
vicious circle,"n. 恶性循环
 循环论法；怪圈；循环不已"
waste,"n. 浪费；废物；荒地；损耗；地面风化物
adj. 废弃的；多余的；荒芜的
vt. 浪费；消耗；使荒芜
vi. 浪费；变消瘦；挥霍钱财"
wasteland,n. 荒地，不毛之地；未开垦地，荒漠；（精神或文化上的）贫乏
welfare,"n. 福利；幸福；福利事业；安宁
adj. 福利的；接受社会救济的"
wildlife,"n. 野生动植物
adj. 野生动植物的"
aboriginal,"n. 土著居民；土生生物
adj. 土著的；原始的"
abundance,n. 充裕，丰富
adhere,"vi. 坚持；依附；粘着；追随
vt. 使粘附"
ancestor,n. 始祖，祖先；被继承人
anthropological,adj. 人类学的；人类学上的
antiquated,"adj. 过时的；陈旧的；年老的
v. 使古旧；废弃（antiquate的过去分词）"
antique,"n. 古董，古玩；古风，古希腊和古罗马艺术风格
adj. 古老的，年代久远的；过时的，古董的；古风的，古式的
vi. 觅购古玩"
appealing,"v. 恳求（appeal的ing形式）；将…上诉
adj. 吸引人的；动人的；引起兴趣的；恳求似的"
archeologist,n. 考古学家
artistic,adj. 艺术的；风雅的；有美感的
assimilate,"vt. 吸收；使同化；把…比作；使相似
vi. 吸收；同化"
authentic,adj. 真正的，真实的；可信的
belonging,n. 所有物；行李；附属物
blend,"n. 混合；掺合物
vi. 混合；协调
vt. 混合"
challenge,"n. 挑战；怀疑
vt. 向…挑战；对…质疑"
characteristic,"n. 特征；特性；特色
adj. 典型的；特有的；表示特性的"
cherish,"vt. 珍爱
vt. 怀有（感情等）；抱有（希望等）"
civilisation,n. （英）文明（等于civilization）
coexist,vi. 共存；和平共处
cohesion,n. 凝聚；结合； 内聚力
compatible,adj. 兼容的；能共处的；可并立的
communication,n. 通讯， 通信；交流；信函
conformism,n. 因循守旧；盲从因袭的态度
conformity,n. 一致，适合；符合；相似
conserve,"n. 果酱；蜜饯
vt. 保存；将…做成蜜饯；使守恒"
conventional,adj. 符合习俗的，传统的；常见的；惯例的
cornerstone,n. 基础；柱石；地基
craft,"n. 工艺；手艺；太空船
vt. 精巧地制作"
cuisine,n. 烹饪，烹调法
cultural,adj. 文化的；教养的
discard,"n. 抛弃；被丢弃的东西或人
vt. 抛弃；放弃；丢弃
vi. 放弃"
distinct,adj. 明显的；独特的；清楚的；有区别的
distinguishing,"v. 区别；表现突出（distinguish的ing形式）
adj. 有区别的"
diverse,adj. 不同的；多种多样的；变化多的
dominant,"n. 显性
adj. 显性的；占优势的；支配的，统治的"
dominate,"vt. 控制；支配；占优势；在…中占主要地位
vi. 占优势；处于支配地位"
doomed,"adj. 注定的；命定的
v. 注定；宣判（doom的过去分词）"
embody,vt. 体现，使具体化；具体表达
emulate,"n. 仿真；仿效
vt. 仿真；模仿；尽力赶上；同…竞争"
endangered,adj. 濒临灭绝的；有生命危险的
evolve,"vi. 发展，进展；进化；逐步形成
vt. 发展，进化；进化；使逐步形成；推断出"
exotic,adj. 异国的；外来的；异国情调的
extinct,"adj. 灭绝的，绝种的；熄灭的
vt. 使熄灭"
fad,n. 时尚；一时的爱好；一时流行的狂热
faddism,n. 赶时髦，追随流行
festivity,n. 欢庆，欢宴；庆典；欢乐
fogyism,"n. 守旧, 保守思想(或行为)"
globalisation,n. 全球化，=globalization
handicraft,n. 手工艺；手工艺品
heirloom,n. 传家宝；祖传遗物
heritage,n. 遗产；传统；继承物；继承权
homogeneous,adj. 均匀的； 齐次的；同种的；同类的，同质的
hostility,n. 敌意；战争行动
identity,n. 身份；同一性，一致；特性；恒等式
imitate,vt. 模仿，仿效；仿造，仿制
indigenous,adj. 本土的；土著的；国产的；固有的
infiltrate,"n. 渗透物
vi. 渗入
vt. 使潜入；使渗入，使浸润"
integrity,n. 完整；正直；诚实；廉正
intrinsic,adj. 本质的，固有的
mainstream,n. 主流
minority,"n. 少数民族；少数派；未成年
adj. 少数的；属于少数派的"
modish,adj. 流行的；时髦的
monotonous,adj. 单调的，无抑扬顿挫的；无变化的
moribund,"adj. 垂死的；停滞不前的
n. 垂死的人"
national,"adj. 国家的；国民的；民族的；国立的
n. 国民"
original,"n. 原件；原作；原物；原型
adj. 原始的；最初的；独创的；新颖的"
orthodox,"adj. 正统的；传统的；惯常的；东正教的
n. 正统的人；正统的事物"
outdated,"adj. 过时的；旧式的
v. 使过时（outdate的过去式和过去分词）"
popularise,vt. 使受欢迎; 普及; 使通俗化; 使易懂
preservation,n. 保存，保留
preserve,"n. 保护区；禁猎地；加工成的食品
vt. 保存；保护；维持；腌；禁猎"
prestige,n. 威望，声望；声誉
prevalence,n. 流行；普遍；广泛
promote,"vi. 成为王后或其他大于卒的子
vt. 促进；提升；推销；发扬"
propagandise,"vi. <正><贬>（进行）宣传, 搞宣传活动vt.; 宣传（某事物）"
quintessence,n. 精华；典范；第五元素（被视为地、水、火、风以外之构成宇宙的元素）
recipe,n. 食谱； 处方；秘诀；烹饪法
relic,n. 遗迹，遗物；废墟；纪念物
reservation,n. 预约，预订；保留
retain,vt. 保持；雇；记住
revitalisation, 重振；活化；旧区活化
revive,"vt. 使复兴；使苏醒；回想起；重演，重播
vi. 复兴；复活；苏醒；恢复精神"
souvenir,"n. 纪念品；礼物
vt. 把…留作纪念"
speciality,n. 专业，专长；特性
stereotype,"n. 陈腔滥调，老套；铅版
vt. 使用铅版；套用老套，使一成不变"
stylish,adj. 时髦的；现代风格的；潇洒的
superficial,adj. 表面的；肤浅的 ；表面文章的；外表的；（人）浅薄的
superstition,n. 迷信
sustainable,adj. 可以忍受的；足可支撑的；养得起的；可持续的
symbol,n. 象征；符号；标志
tradition,n. 惯例，传统；传说
traditional,adj. 传统的；惯例的
transform,"vt. 改变，使…变形；转换
vi. 变换，改变；转化"
tribal,adj. 部落的；种族的
unique,"n. 独一无二的人或物
adj. 独特的，稀罕的； 唯一的，独一无二的"
vanish,"n. 弱化音
vi. 消失；突然不见；成为零
vt. 使不见，使消失"
vernacular,"n. 本地话，方言；动植物的俗名
adj. 本国的；地方的；用本地语写成的"
westernize,vt. 使西洋化，使欧化
workmanship,n. 手艺，工艺；技巧
worship,"n. 崇拜；礼拜；尊敬
vt. 崇拜；尊敬；爱慕
vi. 拜神；做礼拜"
abomination,n. 厌恶；憎恨；令人厌恶的事物
abortion,n. 流产，堕胎，小产；流产的胎儿；（计划等）失败，夭折
abuse,"n. 滥用；虐待；辱骂；弊端；恶习，陋习
vt. 滥用；虐待；辱骂"
agony,n. 苦恼；极大的痛苦；临死的挣扎
astray,"adj. 迷路的；离开正道的；不对头的
adv. 误入歧途地；迷途地；迷路"
atrocity,n. 暴行；凶恶，残暴
avarice,n. 贪婪，贪财
barbaric,adj. 野蛮的，粗野的；原始的
base,"n. 基础；底部；垒
adj. 卑鄙的；低劣的
vt. 以…作基础"
bawdry,n. 淫秽; 猥亵; <废>私通; 卖淫
bereave,vt. 使……失去；使……孤寂
censor,"n. 检查员； 潜意识压抑力；信件检查员
vt. 审查，检查；检查和删节"
cheating,"n. 行骗，欺骗行为
adj. 欺骗的"
commiserate,"vt. 同情，怜悯
vi. 同情，怜悯；吊慰"
compassionate,"adj. 慈悲的；富于同情心的
vt. 同情；怜悯"
condemn,vt. 谴责；判刑，定罪；声讨
condone,vt. 宽恕；赦免
conscience,n. 道德心，良心
corrupt,"adj. 腐败的，贪污的；堕落的
vt. 使腐烂；使堕落，使恶化
vi. 堕落，腐化；腐烂"
deceive,v. 欺骗；行骗
decency,n. 正派；体面；庄重；合乎礼仪；礼貌
degenerate,"n. 堕落的人
adj. 退化的；堕落的
vi. 退化；堕落
vt. 使退化；恶化"
depravation,n. 堕落
desert,"n. 沙漠；荒原；应得的赏罚
vt. 遗弃；放弃；逃跑
adj. 沙漠的；荒凉的；不毛的
vi. 遗弃；开小差；逃掉"
dignity,n. 尊严；高贵
dilemma,n. 困境；进退两难；两刀论法
disgrace,"n. 耻辱；丢脸的人或事；失宠
vt. 使……失宠；给……丢脸；使……蒙受耻辱；贬黜"
dishonesty,n. 不诚实；欺诈；不正直
dupe,"vt. 欺骗；愚弄（等于duplicate）
n. 上当者；易受骗的人"
edifying,"adj. 有益的；有教化意味的
v. 熏陶（edify的ing形式）；启迪"
ego,n. 自我；自负；自我意识
envy,"n. 嫉妒，妒忌；羡慕
vt. 嫉妒，妒忌；羡慕
vi. 感到妒忌；显示出妒忌"
erode,"vt. 腐蚀，侵蚀
vi. 侵蚀；受腐蚀"
erotic,"n. 好色之徒
adj. 色情的；性爱的；性欲的"
ethical,"n. 处方药
adj. 伦理的；道德的；凭处方出售的"
euthanasia,n. 安乐死；安乐死术
extravagant,adj. 奢侈的；浪费的；过度的；放纵的
falsehood,n. 说谎；假话；不真实；错误的信仰
forgiving,"adj. 宽恕的；宽容的；宽大的
v. 原谅；豁免（forgive的ing形式）"
gossip,"n. 小道传闻；随笔；爱说长道短的人
vi. 闲聊；传播流言蜚语"
gratitude,n. 感谢（的心情）；感激
greed,n. 贪婪，贪心
guilty,adj. 有罪的；内疚的
harmonious,adj. 和谐的，和睦的；协调的；悦耳的
heartless,adj. 无情的；无勇气的
honest,adj. 诚实的，实在的；可靠的；坦率的
homosexual,"n. 同性恋者
adj. 同性恋的"
hypocrisy,n. 虚伪；伪善
immorality,n. 不道德；无道义；伤风败俗的行为
ingratitude,n. 忘恩负义
insidious,adj. 阴险的；隐伏的；暗中为害的；狡猾的
integrity,n. 完整；正直；诚实；廉正
justifiable,adj. 可辩解的，有道理的；可证明为正当的
lenient,adj. 宽大的；仁慈的
lewd,adj. 淫荡的；猥亵的；下流的
libel,"n. 诽谤罪；诋毁；毁坏名誉的东西；控诉书
vt. 中伤；控告；对…进行诽谤
vi. 进行文字诽谤"
loyalty,n. 忠诚；忠心；忠实；忠于…感情
maltreat,vt. 虐待；滥用；粗暴对待
merciless,adj. 残忍的；无慈悲心的
misguiding,v. 对…指导错误，把…引入歧途( misguide的现在分词 )
money-oriented, 一切向钱看
moral,"adj. 道德的；精神上的；品性端正的
n. 道德；寓意"
obedience,n. 顺从；服从；遵守
obligation,n. 义务；职责；债务
obscene,adj. 淫秽的；猥亵的；可憎的
obscenity,n. 猥亵，淫秽；猥亵的言语（或行为）
permissiveness,n. 放任；许可
piety,n. 虔诚；孝敬；虔诚的行为或语言
pornographic,adj. 色情的；色情作品的；春宫画的
profanity,n. 亵渎；不敬的言语
promiscuity,n. 乱交；混乱
purify,"vt. 净化；使纯净
vi. 净化；变纯净"
reciprocate,"vt. 报答；互换；互给
vi. 往复运动；互换；酬答；互给"
rest home,"n. 养老院；疗养院；休养所
 老人院"
ridiculous,adj. 可笑的；荒谬的
sacrifice,"n. 牺牲；祭品；供奉
vt. 牺牲；献祭；亏本出售
vi. 献祭；奉献"
scandal,n. 丑闻；流言蜚语；诽谤；公愤
seduce,vt. 引诱；诱惑；诱奸；怂恿
self-interest,n. 私利；利己主义
sexual,adj. 性的；性别的；有性的
sinister,adj. 阴险的；凶兆的；灾难性的；左边的
slacken,"vi. 松劲，懈怠；变松弛；变缓慢
vt. 使缓慢；使松弛"
slander,"n. 诽谤；中伤
vt. 诽谤；造谣中伤"
sluttish,adj. 懒惰的，邋遢的，淫荡的
social,"n. 联谊会；联欢会
adj. 社会的，社交的；群居的"
spiritual,"n. 圣歌（尤指美国南部黑人的）
adj. 精神的，心灵的"
superstitious,adj. 迷信的；由迷信引起的
suspicious,adj. 可疑的；怀疑的；多疑的
tabloid,"n. 小报；药片；文摘；小型画报
adj. 小报式的；缩略的；轰动性的；扼要的"
taboo,"n. 禁忌；禁止
adj. 禁忌的；忌讳的
vt. 禁忌；禁止"
thrifty,adj. 节约的；茂盛的；成功的
ulterior,adj. 将来的，较远的；在那边的；隐秘不明的
unethical,adj. 不道德的；缺乏职业道德的
vice,"prep. 代替
n. 恶习；缺点； 老虎钳；卖淫
adj. 副的；代替的
vt. 钳住"
vile,adj. 卑鄙的；邪恶的；低廉的；肮脏的
violent,adj. 暴力的；猛烈的
virtue,n. 美德；优点；贞操；功效
virtuous,adj. 善良的；有道德的；贞洁的；正直的；有效力的
whoredom,n. 卖淫，偶像崇拜; 嫖妓; 娼门淫窟
worship,"n. 崇拜；礼拜；尊敬
vt. 崇拜；尊敬；爱慕
vi. 拜神；做礼拜"
abandon,"n. 放任；狂热
vt. 遗弃；放弃"
academic,"n. 大学生，大学教师；学者
adj. 学术的；理论的；学院的"
acclimatise,vi.& vt. （使）服水土，（使）适应新气候或环境
adapt,"vi. 适应
vt. 使适应；改编"
addicted,"v. 使…上瘾（addict的过去分词）
adj. 沉溺于某种（尤其是不良的）嗜好的；入了迷的，上了瘾的"
adolescence,n. 青春期
adventurous,adj. 爱冒险的；大胆的；充满危险的
aggression,n. 侵略；进攻；侵犯；侵害
agile,adj. 敏捷的；机敏的；活泼的
alienate,vt. 使疏远，离间；让与
all-round,adj. 多才多艺的；全面的；多方面的；综合性的
allure,"n. 诱惑力
vt. 引诱，诱惑；吸引
vi. 诱人，吸引人"
ambition,"n. 野心，雄心；抱负，志向
vt. 追求；有…野心"
arrogance,n. 自大；傲慢态度
assault,"n. 攻击；袭击
vt. 攻击；袭击
vi. 袭击；动武"
avocation,n. 副业；业余爱好；嗜好
barren,"n. 荒地
adj. 贫瘠的；不生育的；无益的；沉闷无趣的；空洞的"
behave,"vi. 表现；（机器等）运转；举止端正；（事物）起某种作用
vt. 使守规矩；使表现得…"
bewilder,vt. 使迷惑，使不知所措
bias,"n. 偏见；偏爱；斜纹；乖离率
adj. 偏斜的
vt. 使存偏见
adv. 偏斜地"
bully,"n. 欺凌弱小者；土霸
vt. 欺负；威吓
adj. 第一流的；特好的
vi. 欺侮人
adv. 很；十分
int. 好；妙"
caning,"n. 鞭打
v. 用笞杖（或荆条等）打（cane的ing形式）"
cartoon,"n. 卡通片， 动画片；连环漫画
vt. 为…画漫画
vi. 画漫画"
cherish,"vt. 珍爱
vt. 怀有（感情等）；抱有（希望等）"
coeducation,n. 男女同校
cohabitation,n. 同居；共栖；同居生活
collectivism,n. 集体主义
companionship,n. 友谊；陪伴；交谊
compassion,n. 同情；怜悯
competence,n. 能力，胜任；权限；作证能力；足以过舒适生活的收入
compromise,"n. 妥协，和解；折衷
vt. 妥协；危害
vi. 妥协；让步"
compulsory,"n. （花样滑冰、竞技体操等的）规定动作
adj. 义务的；必修的；被强制的"
corporal,"n. 下士
adj. 肉体的，身体的"
cowardice,n. 怯懦；胆小
creativity,n. 创造力；创造性
criminal,"n. 罪犯
adj. 刑事的；犯罪的；罪恶的"
cultivate,vt. 培养；陶冶；耕作
curiosity,n. 好奇，好奇心；珍品，古董，古玩
deceive,v. 欺骗；行骗
defy,"n. 挑战；对抗
vt. 藐视；公然反抗；挑衅；使落空"
degenerate,"n. 堕落的人
adj. 退化的；堕落的
vi. 退化；堕落
vt. 使退化；恶化"
delinquency,n. 行为不良，违法犯罪；失职，怠工
dependence,n. 依赖；依靠；信任；信赖
deteriorate,"vi. 恶化，变坏
vt. 恶化"
deterrent,"n. 威慑；妨碍物；挽留的事物
adj. 遏制的，威慑的；制止的"
differentiate,"vt. 区分，区别
vi. 区分，区别"
diffidence,n. 无自信；羞怯；内向
discipline,"n. 学科；纪律；训练；惩罚
vt. 训练，训导；惩戒"
discourteous,adj. 失礼的，无礼貌的；粗鲁的
discriminate,"vi. 区别；辨别
vt. 歧视；区别；辨别"
dishonest,adj. 不诚实的；欺诈的
disobey,v. 违反；不服从
disoriented,"adj. 无判断力的；分不清方向或目标的
v. 使…迷惑（disorient的过去时和过去分词）"
disrespect,n. 无礼，失礼，不敬
distinguish,"vi. 区别，区分；辨别
vt. 区分；辨别；使杰出，使表现突出"
distract,vt. 转移；分心
dropout,n. 中途退学；辍学学生
drug,"n. 药；毒品；麻醉药；滞销货
vt. 使服麻醉药；使服毒品；掺麻醉药于
vi. 吸毒"
dupe,"vt. 欺骗；愚弄（等于duplicate）
n. 上当者；易受骗的人"
eccentric,"n. 古怪的人
adj. 古怪的，反常的"
edify,vt. 熏陶；启发；教诲
egoist,n. 自我主义者；利己主义者
emotion,n. 情感；情绪
emulate,"n. 仿真；仿效
vt. 仿真；模仿；尽力赶上；同…竞争"
enlightenment,n. 启迪；启蒙运动；教化
entice,vt. 诱使；怂恿
esteem,"n. 尊重；尊敬
vt. 尊敬；认为；考虑；估价"
estranged,"v. 使疏远；使隔离；使离间（estrange的过去分词）
adj. 疏远的；不和的"
evaluate,"vt. 评价；估价；求…的值
vi. 评价；估价"
explore,"vi. 探索；探测；探险
vt. 探索；探测；探险"
extracurricular,adj. 课外的；业余的；婚外的
fantastic,"n. 古怪的人
adj. 奇异的；空想的；异想天开的；古怪的；极好的，极出色的；不可思议的；不切实际的"
flexible,adj. 灵活的；柔韧的；易弯曲的
follow,"n. 跟随；追随
vi. 跟随；接着
vt. 跟随；遵循；追求；密切注意，注视；注意；倾听"
formative,"n. 构词要素
adj. 形成的；造型的；格式化的"
foster,"vt. 培养；养育，抚育；抱（希望等）
adj. 收养的，养育的"
frugality,n. 俭省，节俭
frustrate,"vt. 挫败；阻挠；使感到灰心
adj. 挫败的；无益的
vi. 失败；受挫"
generous,adj. 慷慨的，大方的；宽宏大量的；有雅量的
genius,n. 天才，天赋；精神
gregarious,adj. 社交的；群居的
guidance,n. 指导，引导；领导
hardship,n. 困苦；苦难；艰难险阻
homesick,adj. 想家的；思乡病的
hostile,"n. 敌对
adj. 敌对的，敌方的；怀敌意的"
hygiene,n. 卫生；卫生学；保健法
ideal,"n. 理想；典范
adj. 理想的；完美的；想象的；不切实际的"
idol,n. 偶像，崇拜物；幻象；谬论
ignorant,adj. 无知的；愚昧的
ill-bred,"a. 无教养的, 无礼貌的, 粗野的"
illegal,"n. 非法移民，非法劳工
adj.  非法的；违法的；违反规则的"
illiteracy,n. 文盲；无知
illusion,n. 幻觉，错觉；错误的观念或信仰
imitate,vt. 模仿，仿效；仿造，仿制
immature,adj. 不成熟的；未成熟的；粗糙的
immorality,n. 不道德；无道义；伤风败俗的行为
impede,vt. 阻碍；妨碍；阻止
impetuous,adj. 冲动的；鲁莽的；猛烈的
inappropriate,adj. 不适当的；不相称的
inculcate,vt. 教育；谆谆教诲；教授；反覆灌输
indecent,adj. 下流的；不礼貌的；不得体的
indifferent,adj. 漠不关心的；无关紧要的；中性的，中立的
individualism,n. 个人主义；利己主义；个人特征
indoctrinate,vt. 灌输；教导
indolent,adj. 懒惰的；无痛的
indulge,"vi. 沉溺；满足；放任
vt. 满足；纵容；使高兴；使沉迷于…"
inexperience,n. 缺乏经验；无经验；不熟练
inferior,"n. 下级；次品
adj. 差的；自卑的；下级的，下等的"
innocent,"n. 天真的人；笨蛋
adj. 无辜的；无罪的；无知的"
instill,vt. 徐徐滴入；逐渐灌输
interact,"n. 幕间剧；幕间休息
vt. 互相影响；互相作用
vi. 互相影响；互相作用"
interpersonal,adj. 人际的；人与人之间的
