abandon,"n. 放任；狂热
vt. 遗弃；放弃"
subtle,adj. 微妙的；精细的；敏感的；狡猾的；稀薄的
subway,"n. 地铁；地道
vi. 乘地铁"
succeed,"vi. 成功；继承；继任；兴旺
vt. 继承；接替；继…之后"
suffer,"vi. 遭受，忍受；受痛苦；经验；受损害
vt. 遭受；忍受；经历"
support,"n. 支持，维持；支援，供养；支持者，支撑物
vt. 支持，支撑，支援；扶持，帮助；赡养，供养"
suppose,"conj. 假使…结果会怎样
vt. 假设；认为；让（虚拟语气）；推想
vi. 猜想；料想"
suppress,vt. 抑制；镇压；废止
suburb,n. 郊区；边缘
superb,adj. 极好的；华丽的；宏伟的
supermarket,n. 超级市场；自助售货商店
supersonic,"n. 超音速；超声波
adj. 超音速的；超声波的"
superficial,adj. 表面的；肤浅的 ；表面文章的；外表的；（人）浅薄的
superiority,n. 优越，优势；优越性
superstition,n. 迷信
supervise,"vt. 监督，管理；指导
vi. 监督，管理；指导"
supreme,"n. 至高；霸权
adj. 最高的；至高的；最重要的"
superfluous,adj. 多余的；不必要的；奢侈的
surname,"n. 姓，姓氏；绰号，别名
vt. 给…起别名；给…姓氏"
surplus,"n. 剩余； 顺差；盈余；过剩
adj. 剩余的；过剩的"
surround,"n. 围绕物
vt. 围绕；包围
adj. 环绕立体声的"
surroundings,n. 环境；周围的事物
survival,n. 幸存，残存；幸存者，残存物
surrender,"n. 投降；放弃；交出；屈服
vt. 使投降；放弃；交出；听任
vi. 投降；屈服；自首"
survey,"n. 调查；测量；审视；纵览
vt. 调查；勘测；俯瞰
vi. 测量土地"
susceptible,"n. 易得病的人
adj. 易受影响的；易感动的；容许…的"
suspect,"n. 嫌疑犯
adj. 可疑的；不可信的
vi. 怀疑；猜想
vt. 怀疑；猜想"
suspend,"vt. 延缓，推迟；使暂停；使悬浮
vi. 悬浮；禁赛"
sustain,vt. 维持；支撑，承担；忍受；供养；证实
symptom,n.  症状；征兆
symmetry,n. 对称（性）；整齐，匀称
sympathy,n. 同情；慰问；赞同
symposium,n. 讨论会，座谈会；专题论文集；酒宴，宴会
synthesis,n. 综合， 合成；综合体
synthetic,"n. 合成物
adj. 综合的；合成的，人造的"
syndrome,n.  综合症状；并发症状；校验子；并发位
system,n. 制度，体制；系统；方法
transmit,"vt. 传输；传播；发射；传达；遗传
vi. 传输；发射信号"
transparent,adj. 透明的；显然的；坦率的；易懂的
transaction,n. 交易；事务；办理；会报，学报
transform,"vt. 改变，使…变形；转换
vi. 变换，改变；转化"
transient,"n. 瞬变现象；过往旅客；候鸟
adj. 短暂的；路过的"
transistor,n. 晶体管（收音机）
translate,"vt. 翻译；转化；解释；转变为；调动
vi. 翻译"
transplant,"n. 移植；移植器官；被移植物；移居者
vt. 移植；迁移；使移居
vi. 移植；迁移；移居"
unconcerned,adj. 不关心的；无关的；无忧虑的
uneasy,adj. 不舒服的；心神不安的；不稳定的
unemployment,n. 失业；失业率；失业人数
unexpected,adj. 意外的，想不到的
unfortunately,adv. 不幸地
unimpressive,adj. 无印象的；给人印象不深的；不惹人注意的
uncover,"vt. 发现；揭开；揭露
vi. 发现；揭示；揭去盖子"
undo,"vt. 取消；解开；破坏；扰乱
vi. 撤消"
unfold,"vi. 展开；显露
vt. 打开；呈现"
unload,"vt. 卸；摆脱…之负担；倾销
vi. 卸货；退子弹"
undergo,vt. 经历，经受；忍受
undergraduate,"n. 大学生；大学肄业生
adj. 大学生的"
underground,"n. 地下；地铁；地道；地下组织；秘密活动；先锋派团体
adj. 地下的；秘密的；先锋派的
adv. 在地下；秘密地"
underlie,vt. 成为……的基础；位于……之下
underlying,"adj. 潜在的；根本的；在下面的；优先的
v. 放在…的下面；为…的基础；优先于（underlie的ing形式）"
undermine,vt. 破坏，渐渐破坏；挖掘地基
underneath,"prep. 在…的下面；在…的形式下；在…的支配下
n. 下面；底部
adj. 下面的；底层的
adv. 在下面；在底下"
undertake,vt. 承担，保证；从事；同意；试图
underestimate,"n. 低估
vt. 低估；看轻"
underfund,vt. 对…提供资金不足
unanimous,adj. 全体一致的；意见一致的；无异议的
uniform,"n. 制服
adj. 统一的；一致的；相同的；均衡的；始终如一的
vt. 使穿制服；使成一样"
unify,vt. 统一；使相同，使一致
union,n. 联盟，协会；工会；联合
unique,"n. 独一无二的人或物
adj. 独特的，稀罕的； 唯一的，独一无二的"
unite,"vi. 团结；联合；混合
vt. 使…混合；使…联合；使…团结"
unity,n. 团结；一致；联合；个体
universal,"n. 一般概念；普通性
adj. 普遍的；通用的；宇宙的；全世界的；全体的"
universalize,vt. 使普遍化，使一般化
update,"n. 更新；现代化
vt. 更新；校正，修正；使现代化"
upgrade,"n. 升级；上升；上坡
vt. 使升级；提升；改良品种
adj. 向上的
adv. 往上"
uphold,vt. 支撑；鼓励；赞成；举起
upper,adj. 上面的，上部的；较高的
upright,"n. 垂直；竖立
adj. 正直的，诚实的；垂直的，直立的；笔直的；合乎正道的"
uproar,n. 骚动；喧嚣
withdraw,"vt. 撤退；收回；撤消；拉开
vi. 撤退；离开"
withhold,"vt. 保留，不给；隐瞒；抑制
vi. 忍住；克制"
withstand,"vt. 抵挡；禁得起；反抗
vi. 反抗"
amiable,adj. 和蔼可亲的，亲切的
contemptible,adj. 可鄙的；卑劣的；可轻视的
charitable,adj. 慈善事业的；慷慨的，仁慈的；宽恕的
considerable,adj. 相当大的；重要的，值得考虑的
desirable,"n. 合意的人或事物
adj. 令人满意的；值得要的"
edible,"n. 食品；食物
adj. 可食用的"
fashionable,adj. 流行的；时髦的；上流社会的
flexible,adj. 灵活的；柔韧的；易弯曲的
formidable,adj. 强大的；可怕的；令人敬畏的；艰难的
horrible,adj. 可怕的；极讨厌的
incredible,adj. 难以置信的，惊人的
innumerable,adj. 无数的，数不清的
liable,adj. 有责任的，有义务的；应受罚的；有…倾向的；易…的
miserable,adj. 悲惨的；痛苦的；卑鄙的
plausible,adj. 貌似可信的，花言巧语的；貌似真实的，貌似有理的
reasonable,adj. 合理的，公道的；通情达理的
reliable,"n. 可靠的人
adj. 可靠的；可信赖的"
unimaginable,adj. 不可思议的；难以想像的
vulnerable,adj. 易受攻击的，易受…的攻击；易受伤害的；有弱点的
accuracy,n.  精确度，准确性
adequacy,n. 足够；适当；妥善性
cottage,n. 小屋；村舍；（农舍式的）小别墅
village,n. 村庄；村民；（动物的）群落
baggage,n. 行李； 辎重（军队的）
bandage,"n. 绷带
vt. 用绷带包扎"
beverage,n. 饮料
carriage,n. 运输；运费；四轮马车；举止；客车厢
coverage,n. 覆盖，覆盖范围；新闻报道
garbage,n. 垃圾；废物
heritage,n. 遗产；传统；继承物；继承权
luggage,n. 行李；皮箱
package,"n. 包，包裹；套装软件， 程序包
adj. 一揽子的
vt. 打包；将…包装"
sausage,n. 香肠；腊肠；装香肠的碎肉
storage,n. 存储；仓库；贮藏所
voltage,n.  电压
marriage,n. 结婚；婚姻生活；密切结合，合并
advantage,"n. 优势；利益；有利条件
vt. 有利于；使处于优势
vi. 获利"
hostage,n. 人质；抵押品
savage,"n. 未开化的人；粗鲁的人；残暴成性的人
adj. 野蛮的；残酷的；狂怒的；荒凉的
vt. 乱咬；粗暴的对待"
shortage,n. 缺乏，缺少；不足
animal,"n. 动物
动物的"
cathedral,n. 大教堂
cereal,"n. 谷类，谷物；谷类食品；谷类植物
adj. 谷类的；谷类制成的"
credentials,"n.  证书；文凭；信任状（credential的复数）
v. 得到信用；授…以证书（credential的三单形式）"
pedal,"n. 踏板；脚蹬子
vi. 踩踏板；骑车
vt. 骑（自行车）；踩……的踏板
adj. 脚的；脚踏的"
rival,"n. 对手；竞争者
adj. 竞争的
vt. 与…竞争；比得上某人
vi. 竞争"
spiral,"n. 螺旋；旋涡；螺旋形之物
adj. 螺旋形的；盘旋的
vt. 使成螺旋形；使作螺旋形上升
vi. 盘旋；成螺旋形；螺旋形上升（过去式spiraled/spiralled，过去分词spiraled/spiralled，现在分词spiraling/spiralling，第三人称单数spirals，副词spirally）"
terminal,"n. 末端；终点；终端机；极限
adj. 末端的；终点的；晚期的"
denial,n. 否认；拒绝；节制；背弃
journal,n. 日报，杂志；日记；分类账
refusal,n. 拒绝；优先取舍权；推却；取舍权
trial,"n. 试验；审讯；努力；磨炼
adj. 试验的；审讯的"
additional,adj. 附加的，额外的
aerial,"n.  天线
adj. 空中的，航空的；空气的；空想的"
annual,"n. 年刊，年鉴；一年生植物
adj. 年度的；每年的"
artificial,adj. 人造的；仿造的；虚伪的；非原产地的；武断的
aural,adj. 听觉的；耳的；气味的；先兆的
astrological,adj. 占星的；占星学的，占星术的
beneficial,adj. 有益的，有利的；可享利益的
brutal,adj. 残忍的；野蛮的，不讲理的
chemical,"n. 化学制品，化学药品
adj. 化学的"
chronological,adj. 按年代顺序排列的；依时间前后排列而记载的
classical,"n. 古典音乐
adj. 古典的；经典的；传统的；第一流的"
colonial,"n. 殖民地居民
adj. 殖民地的，殖民的"
commercial,"n. 商业广告
adj. 商业的；营利的；靠广告收入的"
confidential,adj. 机密的；表示信任的；获信任的
crucial,adj. 重要的；决定性的；定局的；决断的
crystal,"n. 结晶，晶体；水晶；水晶饰品
adj. 水晶的；透明的，清澈的"
decimal,"n. 小数
adj. 小数的；十进位的"
dental,"n. 齿音
adj. 牙科的；牙齿的，牙的"
digital,"n. 数字；键
adj. 数字的；手指的"
editorial,"n. 社论
adj. 编辑的；社论的"
electrical,adj. 有关电的；电气科学的
essential,"n. 本质；要素；要点；必需品
adj. 基本的；必要的；本质的；精华的"
mathematical,adj. 数学的，数学上的；精确的
eternal,adj. 永恒的；不朽的
exceptional,"n. 超常的学生
adj. 异常的，例外的"
external,"n. 外部；外观；外面
adj. 外部的；表面的； 外用的；外国的；外面的"
global,adj. 全球的；总体的；球形的
fatal,adj. 致命的；重大的；毁灭性的；命中注定的
federal,"adv. 联邦政府地
adj. 联邦的；同盟的；联邦政府的； 联邦制的"
feudal,adj. 封建制度的；领地的；世仇的
gradual,"n. 弥撒升阶圣歌集
adj. 逐渐的；平缓的"
horizontal,"n. 水平线，水平面；水平位置
adj. 水平的；地平线的；同一阶层的"
hysterical,adj. 歇斯底里的；异常兴奋的
hypocritical,adj. 虚伪的；伪善的
identical,"n. 完全相同的事物
adj. 同一的；完全相同的"
imperial,"n. 纸张尺寸；特等品
adj. 帝国的；皇帝的；至高无上的；威严的"
industrial,"n. 工业股票；工业工人
adj. 工业的，产业的；从事工业的；供工业用的；来自勤劳的"
integral,"n. 积分；部分；完整
adj. 积分的；完整的，整体的；构成整体所必须的"
internal,"n. 内脏；本质
adj. 内部的；里面的；体内的；（机构）内部的"
judicial,adj. 公正的，明断的；法庭的；审判上的
lateral,"adj. 侧面的，横向的
n. 侧部； 边音
vt. 横向传球"
liberal,"adj. 自由主义的；慷慨的；不拘泥的；宽大的
n. 自由主义者"
marital,adj. 婚姻的；夫妇间的
memorial,"n. 纪念碑，纪念馆；纪念仪式；纪念物
adj. 记忆的；纪念的，追悼的"
mental,"adj. 精神的；脑力的；疯的
n. 精神病患者"
moral,"adj. 道德的；精神上的；品性端正的
n. 道德；寓意"
mortal,"adj. 凡人的；致死的；终有一死的；不共戴天的
n. 人类，凡人"
municipal,adj. 市政的，市的；地方自治的
mutual,adj. 共同的；相互的，彼此的
national,"adj. 国家的；国民的；民族的；国立的
n. 国民"
naval,adj. 海军的；军舰的
neutral,"adj. 中立的，中性的；中立国的；非彩色的
n. 中立国；中立者；非彩色；齿轮的空档"
numerical,adj. 数值的；数字的；用数字表示的（等于numeric）
oval,"adj. 椭圆的；卵形的
n. 椭圆形；卵形"
periodical,"n. 期刊；杂志
adj.  周期的；定期的"
personal,"n. 人事消息栏；人称代名词
adj. 个人的；身体的；亲自的"
pharmaceutical,"n. 药物
adj. 制药（学）的"
physical,"n. 体格检查
adj.  物理的；身体的；物质的；根据自然规律的，符合自然法则的"
plural,"n. 复数
adj. 复数的"
potential,"n. 潜能；可能性； 电势
adj. 潜在的；可能的；势的"
racial,adj. 种族的；人种的
radical,"n. 基础；激进分子； 原子团； 根数
adj. 激进的；根本的；彻底的"
rational,"n. 有理数
adj. 合理的；理性的"
reciprocal,"n.  倒数；互相起作用的事物
adj. 互惠的；相互的；倒数的，彼此相反的"
ritual,"n. 仪式；惯例；礼制
adj. 仪式的；例行的；礼节性的"
royal,"n. 王室；王室成员
adj. 皇家的；盛大的；女王的；高贵的；第一流的"
rural,adj. 农村的，乡下的；田园的，有乡村风味的
serial,"n. 电视连续剧； 期刊；连载小说
adj. 连续的；连载的；分期偿还的"
skeptical,adj. 怀疑的；怀疑论的，不可知论的
technical,adj. 工艺的，科技的；技术上的；专门的
thermal,"n. 上升的热气流
adj. 热的；热量的；保热的"
tropical,adj. 热带的；热情的；酷热的
verbal,"n. 动词的非谓语形式
adj. 口头的；言语的；动词的；照字面的"
virtual,adj.  虚拟的；实质上的，事实上的（但未在名义上或正式获承认）
dignity,n. 尊严；高贵
hospitality,n. 好客；殷勤
integrity,n. 完整；正直；诚实；廉正
morality,n. 道德；品行，美德
nationality,n. 国籍，国家；民族；部落
personality,n. 个性；品格；名人
civilian,"n. 平民，百姓
adj. 民用的；百姓的，平民的"
millionaire,"n. 百万富翁；大富豪
adj. 100万以上人口的"
orphan,"adj. 孤儿的；无双亲的
n. 孤儿
vt. 使成孤儿"
republican,"n. 共和党人
adj. 共和党的
共和的"
veteran,"n. 老兵；老手；富有经验的人；老运动员
adj. 经验丰富的；老兵的"
urban,adj. 城市的；住在都市的
mountain,n. 山；山脉
porcelain,"n. 瓷；瓷器
adj. 瓷制的；精美的"
acceptance,n. 接纳；赞同；容忍
alliance,n. 联盟，联合；联姻
allowance,"n. 津贴，零用钱；允许；限额
vt. 定量供应"
appearance,n. 外貌，外观；出现，露面
disturbance,n. 干扰；骚乱；忧虑
ignorance,n. 无知，愚昧；不知，不懂
guidance,n. 指导，引导；领导
nuisance,n. 讨厌的人；损害；麻烦事；讨厌的东西
reliance,n. 信赖；信心；受信赖的人或物
renaissance,n. 文艺复兴（欧洲14至17世纪）
resemblance,n. 相似；相似之处；相似物；肖像
tolerance,n. 公差；宽容；容忍；公差
arrogant,adj. 自大的，傲慢的
brilliant,adj. 灿烂的，闪耀的；杰出的；有才气的；精彩的，绝妙的
dominant,"n. 显性
adj. 显性的；占优势的；支配的，统治的"
extravagant,adj. 奢侈的；浪费的；过度的；放纵的
fragrant,adj. 芳香的；愉快的
ignorant,adj. 无知的；愚昧的
indignant,adj. 愤愤不平的；义愤的
malignant,"adj.  恶性的；有害的；有恶意的
n. 保王党员；怀恶意的人"
militant,"adj. 好战的
n. 富有战斗性的人；好斗者；激进分子"
reluctant,adj. 不情愿的；勉强的；顽抗的
resistant,"n. 抵抗者
adj. 抵抗的，反抗的；顽固的"
resultant,"n. 合力；结果； 生成物
adj. 结果的；合成的"
tolerant,adj. 宽容的；容忍的；有耐药力的
accountant,n. 会计师；会计人员
consultant,n. 顾问；咨询者；会诊医生
immigrant,"n. 移民，侨民
adj. 移民的；迁入的"
merchant,"n. 商人，批发商；店主
adj. 商业的，商人的"
participant,"n. 参与者；关系者
adj. 参与的；有关系的"
excitant,"adj. 刺激性的，使兴奋的
n. 兴奋剂，刺激物"
remnant,"n. 剩余
adj. 剩余的"
warrant,"n. 根据；证明；正当理由；委任状
vt. 保证；担保；批准；辩解"
burglar,n. 夜贼，窃贼
calendar,"n. 日历； 历法；日程表
vt. 将…列入表中；将…排入日程表"
cellar,"n. 地窖；酒窖；地下室
vt. 把…藏入地窖"
collar,"n. 衣领；颈圈
vt. 抓住；给…上领子；给…套上颈圈"
pillar,"n. 柱子，柱形物；栋梁；墩
vt. 用柱支持"
scholar,n. 学者；奖学金获得者
seminar,n. 讨论会，研讨班
familiar,"n. 常客；密友
adj. 熟悉的；常见的；亲近的"
lunar,adj. 月亮的，月球的；阴历的；银的；微亮的
muscular,adj. 肌肉的；肌肉发达的；强健的
peculiar,"n. 特权；特有财产
adj. 特殊的；独特的；奇怪的；罕见的"
polar,"n. 极面；极线
adj. 极地的；两极的；正好相反的"
singular,"n. 单数
adj. 单数的；单一的；非凡的；异常的"
vulgar,"n. 平民，百姓
adj. 粗俗的；通俗的；本土的"
arbitrary,adj.  任意的；武断的；专制的
auxiliary,"n. 助动词；辅助者，辅助物；附属机构
adj. 辅助的；副的；附加的"
contrary,"n. 相反；反面
adj. 相反的；对立的
adv. 相反地"
customary,"n. 习惯法汇编
adj. 习惯的；通常的"
documentary,"n. 纪录片
adj. 记录的；文件的；记实的"
elementary,adj. 基本的；初级的； 元素的
extraordinary,adj. 非凡的；特别的；离奇的；临时的；特派的
imaginary,adj. 虚构的，假想的；想像的；虚数的
literary,adj. 文学的；书面的；精通文学的
military,"adj. 军事的；军人的；适于战争的
n. 军队；军人"
monetary,adj. 货币的；财政的
revolutionary,"n. 革命者
adj. 革命的；旋转的；大变革的"
rotary,"n. 旋转式机器； 转缸式发动机
adj. 旋转的，转动的；轮流的"
secondary,"n. 副手；代理人
adj. 第二的；中等的；次要的；中级的"
boundary,n. 边界；范围；分界线
library,n. 图书馆，藏书室；文库
anniversary,n. 周年纪念日
secretary,n. 秘书；书记；部长；大臣
vocabulary,n. 词汇；词表；词汇量
accurate,adj. 精确的
articulate,"adj. 发音清晰的；口才好的；有关节的
vt. 清晰地发（音）；明确有力地表达；用关节连接；使相互连贯
vi. 发音；清楚地讲话；用关节连接起来
n. 有节体的动物"
deliberate,"adj. 故意的；深思熟虑的；从容的
vt. 仔细考虑；商议"
delicate,adj. 微妙的；精美的，雅致的；柔和的；易碎的；纤弱的；清淡可口的
illiterate,"n. 文盲
adj. 文盲的；不识字的；没受教育的"
ultimate,"n. 终极；根本；基本原则
adj. 最终的；极限的；根本的"
candidate,n. 候选人，候补者；应试者
doctorate,n. 博士学位；博士头衔
magistrate,n. 地方法官；文职官员；治安推事
pirate,"n. 海盗；盗版；侵犯专利权者
vt. 掠夺；翻印；剽窃
vi. 做海盗；从事劫掠"
senate,n. 参议院，上院；（古罗马的）元老院
accumulate,"vt. 积攒
vi. 累积；积聚"
alienate,vt. 使疏远，离间；让与
alternate,"n. 替换物
adj. 交替的；轮流的
vt. 使交替；使轮流
vi. 交替；轮流"
calculate,"vt. 计算；预测；认为；打算
vi. 计算；以为；作打算"
concentrate,"n. 浓缩，精选；浓缩液
vi. 集中；浓缩；全神贯注；聚集
vt. 集中；浓缩"
congratulate,vt. 祝贺；恭喜；庆贺
contaminate,vt. 污染，弄脏
contemplate,"vt. 沉思；注视；思忖；预期
vi. 冥思苦想；深思熟虑"
cultivate,vt. 培养；陶冶；耕作
decorate,"vt. 装饰；布置；授勋给
vi. 装饰；布置"
dedicate,vt. 致力；献身；题献
deteriorate,"vi. 恶化，变坏
vt. 恶化"
differentiate,"vt. 区分，区别
vi. 区分，区别"
equate,"vt. 使相等；视为平等
vi. 等同"
emigrate,"vi. 移居；移居外国
vt. 移民"
escalate,"vt. 使逐步上升
vi. 逐步增强；逐步升高"
estimate,"n. 估计，估价；判断，看法
vt. 估计，估量；判断，评价
vi. 估计，估价"
fabricate,vt. 制造；伪造；装配
fascinate,"vt. 使着迷，使神魂颠倒
vi. 入迷"
fluctuate,"vi. 波动；涨落；动摇
vt. 使波动；使动摇"
frustrate,"vt. 挫败；阻挠；使感到灰心
adj. 挫败的；无益的
vi. 失败；受挫"
graduate,"n. 研究生；毕业生
adj. 毕业的；研究生的
vt. 授予…学位；分等级；标上刻度
vi. 毕业；渐变"
imitate,vt. 模仿，仿效；仿造，仿制
insulate,vt. 隔离，使孤立；使绝缘，使隔热
integrate,"n. 一体化；集成体
adj. 整合的；完全的
vi. 求积分；取消隔离；成为一体
vt. 使…完整；使…成整体；求…的积分；表示…的总和"
intimidate,vt. 恐吓，威胁；胁迫
isolate,"n.  隔离种群
vt. 使隔离；使孤立；使绝缘
adj. 隔离的；孤立的
vi. 隔离；孤立"
liberate,vt. 解放；放出；释放
lubricate,"vi. 润滑；涂油；起润滑剂作用
vt. 使…润滑；给…加润滑油"
meditate,"vt. 考虑；计划；企图
vi. 冥想；沉思"
migrate,"vi. 移动；随季节而移居；移往
vt. 使移居；使移植"
necessitate,vt. 使成为必需，需要；迫使
negotiate,"vt. 谈判，商议；转让；越过
vi. 谈判，交涉"
penetrate,"vi. 渗透；刺入；看透
vt. 渗透；穿透；洞察"
regulate,vt. 调节，规定；控制；校准；有系统的管理
rotate,"vt. 使旋转；使转动；使轮流
adj.  辐状的
vi. 旋转；循环"
segregate,vt. 使隔离；使分离；在…实行种族隔离
terminate,"vt. 使终止；使结束；解雇
adj. 结束的
vi. 结束，终止；结果"
tolerate,vt. 忍受；默许；宽恕
vibrate,"vt. 使振动；使颤动
vi. 振动；颤动；摇摆；踌躇"
violate,vt. 违反；侵犯，妨碍；亵渎
bureaucracy,n. 官僚主义；官僚机构；官僚政治
democracy,n. 民主，民主主义；民主政治
filmdom,n. 电影界；电影业
kingdom,n. 王国；界；领域
freedom,n. 自由，自主；直率
queendom,n. 女王国，女王的尊严
random,"n. 随意
adj.  随机的；任意的；胡乱的
adv. 胡乱地"
wisdom,n. 智慧，才智；明智；学识；至理名言
advanced,"adj. 先进的；高级的；晚期的；年老的
v. 前进；增加；上涨（advance的过去式和过去分词形式）"
limited,"adj. 有限的
n. 高级快车"
sacred,adj. 神的；神圣的；宗教的；庄严的
skilled,adj. 熟练的；有技能的；需要技能的
wicked,adj. 邪恶的；恶劣的；不道德的；顽皮的
wretched,adj. 可怜的；卑鄙的；令人苦恼或难受的
learned,adj. 博学的；有学问的；学术上的
married,"adj. 已婚的，有配偶的；婚姻的，夫妇的；密切结合的
n. 已婚者
v. 结婚，与…结婚（marry的过去式）"
scattered,adj. 分散的；散乱的
situated,"v. 使位于；使处于（situate的过去分词）
adj. 位于…的；处于…境遇的"
channel,"n. 通道；频道；海峡
vt. 引导，开导；形成河道"
tunnel,"n. 隧道；坑道；洞穴通道
vt. 挖；在…打开通道；在…挖掘隧道
vi. 挖掘隧道；打开通道"
blanket,"n. 毛毯，毯子；毯状物，覆盖层
adj. 总括的，全体的；没有限制的
vt. 覆盖，掩盖；用毯覆盖"
bracket,"n. 支架；括号；墙上凸出的托架
vt. 括在一起；把…归入同一类；排除"
colonel,n. 陆军上校
personnel,"n. 人事部门；全体人员
adj. 人员的；有关人事的"
vessel,n. 船，舰； 脉管，血管；容器，器皿
violet,"n. 紫罗兰；堇菜；羞怯的人
adj. 紫色的；紫罗兰色的"
banquet,"n. 宴会，盛宴；宴请，款待
vt. 宴请，设宴款待
vi. 参加宴会"
cabinet,"n. 内阁；橱柜；展览艺术品的小陈列室
adj. 内阁的；私下的，秘密的"
leaflet,n. 小叶；传单
pamphlet,n. 小册子
parcel,"n. 包裹，小包
vt. 打包；捆扎"
planet,n. 行星
tablet,"n. 碑；药片；写字板；小块；平板电脑
vt. 用碑牌纪念；将(备忘录等)写在板上；将…制成小片或小块"
cassette,n. 盒式磁带；暗盒；珠宝箱；片匣
burden,"n. 负担；责任；船的载货量
vt. 使负担；烦扰；装货于"
cannon,"n. 大炮；加农炮；榴弹炮；机关炮
vt. 炮轰
vi. 炮轰；开炮"
chicken,"n. 鸡肉；小鸡；胆小鬼，懦夫
adj. 鸡肉的；胆怯的；幼小的"
citizen,n. 公民；市民；老百姓
maiden,"adj. 未婚的，处女的；初次的
n. 少女；处女"
melon,n. 瓜；甜瓜；大肚子；圆鼓鼓像瓜似的东西
patron,n. 赞助人；保护人；主顾
golden,adj. 金色的，黄金般的；珍贵的；金制的
wooden,adj. 木制的；僵硬的，呆板的
fasten,"vt. 使固定；集中于；扎牢；强加于
vi. 扣紧；抓住；集中注意力"
harden,"vi. 变硬，变坚固；变坚强；变冷酷
vt. 使…变硬；使…坚强；使…冷酷；使…麻木不仁"
heighten,"vt. 提高；增高；加强；使更显著
vi. 升高；变强"
loosen,"vt. 放松；松开
vi. 放松；松开"
slacken,"vi. 松劲，懈怠；变松弛；变缓慢
vt. 使缓慢；使松弛"
strengthen,"vt. 加强；巩固
vi. 变强；变坚挺"
threaten,"vt. 威胁；恐吓；预示
vi. 威胁；可能来临"
waken,"vt. 唤醒；使觉醒
vi. 醒来；觉醒"
absence,n. 没有；缺乏；缺席；不注意
audience,n. 观众；听众；读者；接见；正式会见；拜会
currency,n. 货币；通货
deficiency,n. 缺陷，缺点；缺乏；不足的数额
efficiency,n. 效率；效能；功效
essence,n. 本质，实质；精华；香精
existence,n. 存在，实在；生存，生活；存在物，实在物
frequency,n. 频率；频繁
incidence,n. 发生率；影响； 入射；影响范围
obedience,n. 顺从；服从；遵守
presence,n. 存在；出席；参加；风度；仪态
tendency,n. 倾向，趋势；癖好
violence,n. 暴力；侵犯；激烈；歪曲
adolescent,"n. 青少年
adj. 青春期的；未成熟的"
correspondent,n. 通讯记者；客户；通信者；代理商行
resident,"n. 居民；住院医生
adj. 居住的；定居的"
momentum,n. 势头； 动量；动力；冲力
patent,"n. 专利权；执照；专利品
adj. 专利的；新奇的；显然的
vt. 授予专利；取得…的专利权"
ancient,"n. 古代人；老人
adj. 古代的；古老的，过时的；年老的"
different,adj. 不同的；个别的，与众不同的
innocent,"n. 天真的人；笨蛋
adj. 无辜的；无罪的；无知的"
latent,adj. 潜在的；潜伏的；隐藏的
magnificent,adj. 高尚的；壮丽的；华丽的；宏伟的
obedient,adj. 顺从的，服从的；孝顺的
prevalent,adj. 流行的；普遍的，广传的
prudent,adj. 谨慎的；精明的；节俭的
sufficient,adj. 足够的；充分的
turbulent,adj. 骚乱的，混乱的；狂暴的；吵闹的；激流的，湍流的
violent,adj. 暴力的；猛烈的
barber,"n. 理发师
vt. 为…理发；修整
vi. 当理发师"
carrier,n.  载体；运送者；带菌者；货架
cashier,"n. 出纳员；司库；收银员
vt. 解雇；抛弃"
censor,"n. 检查员； 潜意识压抑力；信件检查员
vt. 审查，检查；检查和删节"
character,"n. 性格，品质；特性；角色； 字符
vt. 印，刻；使具有特征"
customer,n. 顾客；家伙
dealer,"n. 经销商；商人
n. 发牌员
n. 毒品贩子，贩毒者"
employee,n. 雇员；从业员工
engineer,"n. 工程师；工兵；火车司机
vt. 设计；策划；精明地处理
vi. 设计；建造"
entrepreneur,n. 企业家；承包人；主办者
headhunter,n. 猎头者；物色人才的人；猎取人头的蛮人
holder,n. 持有人；所有人；固定器；（台、架等）支持物
hostess,n. 女主人，女老板；女服务员；舞女；女房东
mistress,n. 情妇；女主人；主妇；女教师；女能人
pioneer,"n. 先锋；拓荒者
vt. 开辟；倡导；提倡
vi. 作先驱"
plumber,n. 水管工；堵漏人员
practitioner,n. 开业者，从业者，执业医生
premier,"n. 总理，首相
adj. 第一的；最初的"
princess,n. 公主；王妃；女巨头
refugee,n. 难民，避难者；流亡者，逃亡者
reporter,n. 记者
shopkeeper,n. 店主，老板
teenager,n. 十几岁的青少年；十三岁到十九岁的少年
volunteer,"n. 志愿者；志愿兵
adj. 志愿的
vt. 自愿
vi. 自愿"
waitress,"n. 女服务员；女侍者
vi. 做女服务生"
youngster,n. 年轻人；少年
amplifier,n.  放大器，扩大器；扩音器
banner,"n. 横幅图片的广告模式
n. 旗帜，横幅,标语"
border,"n. 边境；边界；国界
vt. 接近；与…接壤；在…上镶边
vi. 接界；近似"
chamber,"n. （身体或器官内的）室，膛；房间；会所
adj. 室内的；私人的，秘密的
vt. 把…关在室内；装填（弹药等）"
counter,"n. 柜台；对立面；计数器；（某些棋盘游戏的）筹码
vi. 逆向移动，对着干；反驳
adj. 相反的
vt. 反击，还击；反向移动，对着干；反驳，回答
adv. 反方向地；背道而驰地"
cylinder,n. 圆筒；汽缸； 柱面；圆柱状物
drawer,n. 抽屉；开票人；出票人；起草者；酒馆侍
