abandon,"n. 放任；狂热
vt. 遗弃；放弃"
note down,"un. 记录
 记下；记下来；写下"
numerate,"vt. 数，列举；读（数）
adj. 识数的，会计算的"
on campus,"na. 在校内
 在校园；在校园里；在校园内"
optional,"adj. 可选择的，随意的
n. 选修科目"
orientation meeting,比赛季节开始时研究训练和比赛的会议
paraphrase,"n. 释义；解释；意译
vt. 释义"
participate in,"v. 参加；分享
 参与；参加某事；参加例句"
partition,"n. 划分，分开； 分割；隔墙；隔离物
vt.  分割；分隔；区分"
perplex,vt. 使困惑，使为难；使复杂化
perplexity,n. 困惑；混乱
phonetic,adj. 语音的，语音学的；音形一致的；发音有细微区别的
pore over, 注视；钻研；凝视
possess an interest in,
postgraduate,"n. 研究生，研究所学生
adj. 大学毕业后的"
preparatory,"n. 预科；预备学校
adj. 预备的"
prepare for, 准备；为…作准备；为…做准备
principle,n. 原理，原则；主义，道义；本质，本义；根源，源泉
printed version,
qualification,n. 资格；条件；限制；赋予资格
quash,vt. 撤销；镇压；宣布无效；捣碎
range of, 振荡幅度；广泛的；升幅
reference books,"n. 参考书
 参考书目；工具书；参考书籍"
register for, 注册；选课；登记参加
register with, 挂的号；注册码；登记
research assessment,
responsive,adj. 响应的；应答的；回答的
scholar,n. 学者；奖学金获得者
scholarship,n. 奖学金；学识，学问
secondary,"n. 副手；代理人
adj. 第二的；中等的；次要的；中级的"
semester,n. 学期；半年
seminar,n. 讨论会，研讨班
shorthand,"n. 速记；速记法
adj. 速记法的"
skim,"n. 撇；撇去的东西；表层物；瞒报所得的收入
adj. 脱脂的；撇去浮沫的；表层的
vt. 略读；撇去…的浮物；从…表面飞掠而过；去除；（为逃税而）隐瞒（部分收入）
vi. 浏览；掠过"
specialise,"vt. 使专门化；限定…的范围；深入（等于specialize）
vi. 专门研究（等于specialize）"
stimulate,"vi. 起刺激作用；起促进作用
vt. 刺激；鼓舞，激励"
Students' Union,
syllabus,n. 教学大纲，摘要；课程表
symposium,n. 讨论会，座谈会；专题论文集；酒宴，宴会
teaching resources, 教学资源；教学资源库；教学资源分享
technical words,
point of view,"n. 观点；态度；意见；看法
 视角；视点；角度"
trainee,n. 练习生，实习生；受训者；新兵；训练中的动物
truant,"n. 旷课者；懒惰的人
adj. 旷课的；偷懒的
vi. 逃学；偷懒，逃避责任"
verge,"n. 边缘
vi. 濒临，接近；处在边缘"
abnormal,adj. 反常的，不规则的；变态的
abort,"n. 中止计划
vt. 使流产；使中止
vi. 流产；堕胎；夭折；发育不全"
abortion,n. 流产，堕胎，小产；流产的胎儿；（计划等）失败，夭折
acidity,n. 酸度；酸性；酸过多；胃酸过多
acute,adj. 严重的， 急性的；敏锐的；激烈的；尖声的
adrenalin,n. 肾上腺素
adverse,adj. 不利的；相反的；敌对的（名词adverseness，副词adversely）
agony,n. 苦恼；极大的痛苦；临死的挣扎
alcohol,n. 酒精，乙醇
allergy,n. 过敏症；反感；厌恶
alleviate,vt. 减轻，缓和
ambulance,n.  救护车；战时流动医院
amputate,vt. 截肢；切断；删除
antibiotic,"n. 抗生素，抗菌素
adj. 抗生的；抗菌的"
artery,n. 动脉；干道；主流
articulate,"adj. 发音清晰的；口才好的；有关节的
vt. 清晰地发（音）；明确有力地表达；用关节连接；使相互连贯
vi. 发音；清楚地讲话；用关节连接起来
n. 有节体的动物"
asylum,n. 庇护；收容所，救济院
audible,"adj. 听得见的
听得见地"
bacterial infection,"un. 细胞菌感染；细菌感染；细菌传染
 细菌性感染；细菌的感染；细菌之感染"
bacterial,adj.  细菌的
blood pressure,"n. 血压
 量血压；血压检查；无创血压"
bowel,"n. 肠；内部；同情
vt. 将……的肚肠取出"
breakdown,n. 故障；崩溃；分解；分类；衰弱；跺脚曳步舞
cancer, 巨蟹座
cervix,n. 子宫颈；颈部
choke,"n. 窒息；噎； 阻气门
vi. 窒息；阻塞；说不出话来
vt. 呛；使窒息；阻塞；抑制；扑灭"
cholesterol,n.  胆固醇
chromosome,n.  染色体（形容词chromosomal，副词chromosomally）
chronic,adj. 慢性的；长期的；习惯性的
cramp,"n. 痉挛，绞痛； 铁夹钳
adj. 狭窄的；难解的；受限制的
vt. 束缚，限制；使…抽筋；以铁箍扣紧"
cripple,"n. 跛子；残废
vt. 削弱；使跛；使残废
adj. 跛的；残废的"
deadly,"adj. 致命的；非常的；死一般的
adv. 非常；如死一般地"
delicate,adj. 微妙的；精美的，雅致的；柔和的；易碎的；纤弱的；清淡可口的
deteriorate,"vi. 恶化，变坏
vt. 恶化"
disable,vt. 使失去能力；使残废；使无资格
dizziness,n. 头晕；头昏眼花
drown,"vt. 淹没；把…淹死
vi. 淹死；溺死"
dysentery,n. 痢疾
exhaustion,n. 枯竭；耗尽；精疲力竭
facility,n. 设施；设备；容易；灵巧
faint,"n.  昏厥，昏倒
adj. 模糊的；头晕的；虚弱的； 衰弱的
vi. 昏倒；变得微弱；变得没气力"
fatigue,"n. 疲劳，疲乏；杂役
adj. 疲劳的
vt. 使疲劳；使心智衰弱
vi. 疲劳"
feeble,adj. 微弱的，无力的；虚弱的；薄弱的
fitness,n. 健康；适当；适合性
flush,"n. 激动，洋溢；面红；萌芽；旺盛；奔流
adj. 大量的；齐平的；丰足的，洋溢的；挥霍的
vt. 使齐平；发红，使发亮；用水冲洗；使激动
vi. 发红，脸红；奔涌；被冲洗"
frail,"n. 灯心草篓；少妇；少女
adj. 脆弱的；虚弱的"
gaunt,adj. 憔悴的；荒凉的；枯瘦的
gene,n.  基因，遗传因子
handicapped,"n. 残疾人；缺陷者
adj. 残废的；有生理缺陷的"
harass,vt. 使困扰；使烦恼；反复袭击
harassment,n. 骚扰；烦恼
heal,"vt. 治愈，痊愈；和解
vi. 痊愈"
hearing,"n. 听力；审讯，听讯
v. 听见（hear的ing形式）"
heart disease,"na. 心脏病
 心脏疾病；诊断欠明之心脏疾病；防患心脏疾病"
hepatitis,n. 肝炎
herb,n. 香草，药草
herbalist,n. 草药医生
hypnosis,n. 催眠；催眠状态
immunization,n. 免疫
incision,n. 切口；雕刻，切割；切开
infection,n. 感染；传染；影响；传染病
inherent,adj. 固有的；内在的；与生俱来的，遗传的
inject,vt. 注入；注射
insane,adj. 疯狂的；精神病的；极愚蠢的
iodine,n. 碘；碘酒
joint,"n. 关节；接缝；接合处，接合点；（牛，羊等的腿）大块肉
adj. 共同的；连接的；联合的，合办的
vt. 连接，贴合；接合；使有接头
vi. 贴合；生节"
lame,"adj. 跛足的；僵痛的；不完全的；无说服力的；差劲的，蹩脚的
vi. 变跛
vt. 使跛；使成残废"
larynx,n.  喉；喉头
lump,"n. 块，块状；肿块；瘤；很多；笨人
vt. 混在一起；使成块状；忍耐；笨重地移动
vi. 结块
adj. 成团的；总共的
adv. 很；非常"
maim,vt. 使残废
malaria,n.  疟疾；瘴气
medication,n. 药物；药物治疗；药物处理
miscarriage,n.  流产；失败；误送
morbid,adj. 病态的；由病引起的；恐怖的；病变部位的
nasal,"adj. 鼻的；鼻音的
n. 鼻骨；鼻音；鼻音字"
nausea,n. 恶心，晕船；极端的憎恶
numb,"vt. 使麻木；使发愣；使失去感觉
adj. 麻木的；发愣的"
oblivious,adj. 遗忘的；健忘的；不注意的；不知道的
overdose,"vt. 配药过量；使过分沉溺
n. 药量过多（等于overdosage）
vi. 服药过量；过分沉溺"
overhaul,"vt. 分解检查，大修；追上并超过
n. 彻底检修，详细检查"
panacea,n. 灵丹妙药；万能药
pant,"n. 气喘；喘息；喷气声
vt. 气喘
vi. 喘息；渴望；气喘吁吁地说出某事"
paralysis,n. 麻痹；无力；停顿
passive smoking,"n. 被动吸烟；吸二手烟
 被动吸菸；吸入二手烟；吸二手菸"
peculiar,"n. 特权；特有财产
adj. 特殊的；独特的；奇怪的；罕见的"
peculiarity,n. 特性；特质；怪癖；奇特
pharmaceutical,"n. 药物
adj. 制药（学）的"
pharmacy,n. 药房；配药学，药剂学；制药业；一批备用药品
pierce,"vt. 刺穿；洞察；响彻；深深地打动
vi. 进入；透入"
pimple,n. 疙瘩； 丘疹；面疱
plaster,"n. 石膏；灰泥；膏药
vt. 减轻；粘贴；涂以灰泥；敷以膏药；使平服"
preoperative,adj. 外科手术前的；操作前的
prescribe,"vt. 规定；开处方
vi. 规定；开药方"
prescription,"n. 药方；指示；惯例
adj. 凭处方方可购买的"
profession,n. 职业，专业；声明，宣布，表白
psychology,n. 心理学；心理状态
purge,"n. 净化；泻药
vt. 净化；清洗；通便
vi. 净化；通便"
quarantine,"n. 检疫；隔离；检疫期；封锁
vt. 检疫；隔离；使隔离
vi. 实行隔离"
recipient,"n. 容器，接受者；容纳者
adj. 容易接受的，感受性强的"
register,"n. 登记；注册；记录；寄存器；登记簿
vt. 登记；注册；记录；挂号邮寄；把…挂号；正式提出
vi. 登记；注册；挂号"
relapse,"n. 复发，再发；故态复萌；回复原状
vi. 故态复萌；旧病复发；再度堕落；再陷邪道"
remedy,"n. 补救；治疗；赔偿
vt. 补救；治疗；纠正"
rigorous,adj. 严格的，严厉的；严密的；严酷的
sane,adj. 健全的；理智的； 神志正常的
sanitary,"n. 公共厕所
adj. 卫生的，清洁的"
sanity,n. 明智；头脑清楚；精神健全；通情达理
seclude,vt. 使隔离，使隔绝
secluded,"adj. 隐蔽的；隐退的，隐居的
v. 隔绝（seclude的过去式）"
second-hand tobacco smoke,
secretion,n. 分泌；分泌物；藏匿；隐藏
setback,n. 挫折；退步；逆流
sicken,"vt. 使患病；使恶心；使嫌恶
vi. 生病；变厌腻"
sore,"n. 溃疡，痛处；恨事，伤心事
adj. 疼痛的，痛心的；剧烈的，极度的；恼火的，发怒的；厉害的，迫切的"
sorrow,"n. 悲伤；懊悔；伤心事
vt. 为…悲痛
vi. 懊悔；遗憾；感到悲伤"
spasm,n.  痉挛；抽搐；一阵发作
spasmodic,adj. 痉挛的，痉挛性的；间歇性的
spine,n. 脊柱，脊椎；刺；书脊
spiritual,"n. 圣歌（尤指美国南部黑人的）
adj. 精神的，心灵的"
sting,"n. 刺痛；讽刺，刺激；刺毛
vt. 刺；驱使；使…苦恼；使…疼痛
vi. 刺痛；被刺痛；感到剧痛"
strain,"n. 张力；拉紧；负担；扭伤；血缘
vt. 拉紧；滥用；滤去；竭力
vi. 拉紧；尽力
n. （植物、动物的）品种；种类"
symptom,n.  症状；征兆
syndrome,n.  综合症状；并发症状；校验子；并发位
tablet,"n. 碑；药片；写字板；小块；平板电脑
vt. 用碑牌纪念；将(备忘录等)写在板上；将…制成小片或小块"
transfuse,vt. 输血；灌输；注入
transplant,"n. 移植；移植器官；被移植物；移居者
vt. 移植；迁移；使移居
vi. 移植；迁移；移居"
tuberculosis,n. 肺结核；结核病
vomit,"n. 呕吐；呕吐物；催吐剂
vi. 呕吐；吐出
vt. 吐出；使……呕吐"
wrench,"n. 扳手，扳钳；扭伤；痛苦；歪曲；猛扭
vt. 扭伤；猛扭；曲解；折磨
vi. 扭伤；猛扭；猛绞"
abet,vt. 煽动，教唆；支持
accord,"n. 符合；一致；协议；自愿
vt. 使一致；给予
vi. 符合；一致"
adolescent,"n. 青少年
adj. 青春期的；未成熟的"
adult,"n. 成年人
adj. 成年的；成熟的"
adventure,"n. 冒险；冒险精神；投机活动
vt. 冒险；大胆说出
vi. 冒险"
alienate,vt. 使疏远，离间；让与
ambition,"n. 野心，雄心；抱负，志向
vt. 追求；有…野心"
ammunition,"n. 弹药；军火
vt. 装弹药于
vi. 装弹药"
annihilate,"vt. 歼灭；战胜；废止
vi. 湮灭；湮没"
approximate,"adj.  近似的；大概的
vt. 近似；使…接近；粗略估计
vi. 接近于；近似于"
armour,n. 盔甲；装甲；护面
arouse,"vt. 引起；唤醒；鼓励
vi. 激发；醒来；发奋"
artillery,n. 火炮；大炮；炮队；炮术
ballot,"n. 投票；投票用纸；投票总数
vt. 使投票表决；拉选票
vi. 投票；抽签决定"
behalf,n. 代表；利益
bewilder,vt. 使迷惑，使不知所措
boycott,"n. 联合抵制
vt. 联合抵制；拒绝参加"
capitulate,vi. 认输，屈服；屈从，停止反抗；有条件投降；让步
casual,"n. 便装；临时工人；待命士兵
adj. 随便的；非正式的；临时的；偶然的"
casualty,n. 意外事故；伤亡人员；急诊室
catastrophe,n. 大灾难；大祸；惨败
census,"n. 人口普查，人口调查
vt. 实施统计调查"
chunk,n. 大块；矮胖的人或物
clarify,"vt. 澄清；阐明
vi. 得到澄清；变得明晰；得到净化"
clarity,n. 清楚，明晰；透明
collide,"vi. 碰撞；抵触，冲突
vt. 使碰撞；使相撞"
conceal,vt. 隐藏；隐瞒
conquer,"vt. 战胜，征服；攻克，攻取
vi. 胜利；得胜"
conquest,n. 征服，战胜；战利品
consensus,n. 一致；舆论；合意
consistent,adj. 始终如一的，一致的；坚持的
contradict,"vt. 反驳；否定；与…矛盾；与…抵触
vi. 反驳；否认；发生矛盾"
contradiction,n. 矛盾；否认；反驳
counterfeit,"n. 赝品；冒牌货；伪造品
adj. 假冒的，伪造的；虚伪的
vt. 伪造，仿造；假装，伪装
vi. 仿造；假装"
crash,"n. 撞碎；坠毁；破产；轰隆声；睡觉
vi. 摔碎；坠落；发出隆隆声；(金融企业等)破产
vt. 打碎；使坠毁、撞坏；擅自闯入"
cue,"n. 提示，暗示；线索
vt. 给…暗示"
curiosity,n. 好奇，好奇心；珍品，古董，古玩
defect,"n. 缺点，缺陷；不足之处
vi. 变节；叛变"
defraud,"vi. 进行诈骗（过去式defrauded，过去分词defrauded，现在分词defrauding，第三人称单数defrauds，名词defraudation）
vt. 欺骗"
dilate,"vt. 使扩大；使膨胀
vi. 扩大；膨胀；详述"
disarm,"vt. 解除武装；裁军；缓和
vi. 放下武器；裁减军备"
disclose,vt. 公开；揭露
discourage,vt. 阻止；使气馁
discriminate,"vi. 区别；辨别
vt. 歧视；区别；辨别"
dispel,vt. 驱散，驱逐；消除（烦恼等）
disperse,"vt. 分散；使散开；传播
adj. 分散的
vi. 分散"
divert,"vt. 转移；使…欢娱；使…转向
vi. 转移"
dread,"n. 恐惧；可怕的人（或物）
vt. 惧怕；担心
adj. 可怕的
vi. 惧怕；担心"
egalitarian,"n. 平等主义；平等主义者
adj. 平等主义的"
endure,"vt. 忍耐；容忍
vi. 忍耐；持续"
equivalent,"n. 等价物，相等物
adj. 等价的，相等的；同意义的"
extinguish,vt. 熄灭；压制；偿清
extinguisher,n. 灭火器；消灭者；熄灭者
female,"n. 女人； 雌性动物
adj. 女性的；雌性的；柔弱的，柔和的"
finite,"n. 有限之物
adj. 有限的；限定的"
firearm,n. 火器；枪炮
gamble,"n. 赌博；冒险；打赌
vi. 赌博；孤注一掷；投机；打赌
vt. 赌博；孤注一掷；冒险假设"
generality,n. 概论；普遍性；大部分
generate,vt. 使形成；发生；生殖；产生物理反应
gratitude,n. 感谢（的心情）；感激
huddle,"n. 拥挤；混乱；杂乱一团
vt. 把...挤在一起；使缩成一团；草率了事
vi. 蜷缩；挤作一团"
ignorance,n. 无知，愚昧；不知，不懂
ignorant,adj. 无知的；愚昧的
illogical,adj. 不合逻辑的；不合常理的
implication,n. 含义；暗示；牵连，卷入；可能的结果，影响
incentive,"n. 动机；刺激
adj. 激励的；刺激的"
incident,"n. 事件，事变；插曲
adj.  入射的；附带的；易发生的，伴随而来的"
individual,"n. 个人，个体
adj. 个人的；个别的；独特的"
inescapable,adj. 不可避免的；逃脱不了的
inhibit,vt. 抑制；禁止
initiate,"n. 开始；新加入者，接受初步知识者
vt. 开始，创始；发起；使初步了解
adj. 新加入的；接受初步知识的"
initiative,"n. 主动权；首创精神
adj. 主动的；自发的；起始的"
intense,adj. 强烈的；紧张的；非常的；热情的
intrinsic,adj. 本质的，固有的
lead to,"na. 通向
 导致；引起；通往"
likelihood,n. 可能性，可能
load,"n. 负载，负荷；工作量；装载量
vi.  加载；装载；装货
vt. 使担负；装填"
locality,n. 所在；位置；地点
lull,"vt. 使平静；使安静；哄骗
vi. 平息；减弱；停止
n. 间歇；暂停；暂时平静"
manifestation,n. 表现；显示；示威运动
mass,"n. 块，团；群众，民众；大量，众多；质量
adj. 群众的，民众的；大规模的，集中的
vi. 聚集起来，聚集
vt. 使集合"
massive,adj. 大量的；巨大的，厚重的；魁伟的
miserable,adj. 悲惨的；痛苦的；卑鄙的
misrepresent,"vt. 歪曲，误传；不合适地代表
vi. 虚伪陈述；歪曲报道"
mitigate,"vt. 使缓和，使减轻
vi. 减轻，缓和下来"
mixture,n. 混合；混合物；混合剂
molest,vt. 骚扰；调戏；干扰
mourn,v. 哀悼；忧伤；服丧
mutual,adj. 共同的；相互的，彼此的
mystify,vt. 使神秘化；使迷惑，使困惑
nightmare,"n. 恶梦；梦魇般的经历
adj. 可怕的；噩梦似的"
numerous,adj. 许多的，很多的
oath,n. 誓言，誓约；诅咒，咒骂
obsession,n. 痴迷；困扰； 强迫观念
outcry,n. 强烈抗议；大声疾呼；尖叫；倒彩
outlet,n. 出口，排放孔； 电源插座；销路；发泄的方法；批发商店
ovation,n. 热烈欢迎；大喝采
overflow,"vi. 溢出；泛滥；充溢
n. 充满，洋溢；泛滥；超值；溢值
vt. 使溢出；使泛滥；使充溢"
pathetic,adj. 可怜的，悲哀的；感伤的；乏味的
penetrate,"vi. 渗透；刺入；看透
vt. 渗透；穿透；洞察"
permeate,"vt. 渗透，透过；弥漫
vi. 弥漫；透入；散布"
plague,"n. 瘟疫；灾祸；麻烦；讨厌的人
vt. 折磨；使苦恼；使得灾祸"
pledge,"n. 保证，誓言；抵押；抵押品，典当物
vt. 保证，许诺；用……抵押；举杯祝……健康"
poll,"n. 投票；民意测验；投票数；投票所
adj. 无角的；剪过毛的；修过枝的
vt. 投票；剪短；对…进行民意测验；获得选票
vi. 投票"
post-mortem,"n. 验尸
adv. 死后，在死后
adj. 验尸的；死后的
vt. 对……验尸"
poverty,n. 贫困；困难；缺少；低劣
priority,n. 优先；优先权； 优先次序；优先考虑的事
proportion,"n. 比例，占比；部分；面积；均衡
vt. 使成比例；使均衡；分摊"
propose,"vi. 建议；求婚；打算
vt. 建议；打算，计划；求婚"
quench,"vt. 熄灭， 淬火；解渴；结束；冷浸
vi. 熄灭；平息"
ravage,"n. 蹂躏，破坏
vt. 毁坏；破坏；掠夺
vi. 毁坏；掠夺"
rave,"n. 咆哮；胡言乱语；热烈赞美
adj. 赞扬的
vt. 咆哮；语无伦次地说
vi. 咆哮；胡言乱语；狂骂"
reckless,adj. 鲁莽的，不顾后果的；粗心大意的
recognize,"vt. 认出，识别；承认
vi. 确认，承认；具结"
refugee,n. 难民，避难者；流亡者，逃亡者
regulate,vt. 调节，规定；控制；校准；有系统的管理
reinforce,"n. 加强；加固物；加固材料
vt. 加强，加固；强化；补充
vi. 求援；得到增援；给予更多的支持"
relieve,vt. 解除，减轻；使不单调乏味；换…的班；解围；使放心
render,"n. 打底；交纳；粉刷
vt. 致使；提出；实施；着色；以…回报
vi. 给予补偿"
repel,vt. 击退；抵制；使厌恶；使不愉快
reproach,"n. 责备；耻辱
vt. 责备；申斥"
revelation,n. 启示；揭露；出乎意料的事；被揭露的真相
revolt,"n. 反抗；叛乱；反感
vt. 使反感；使恶心
vi. 反抗；反叛；反感，厌恶"
ridiculous,adj. 可笑的；荒谬的
scrutiny,n. 详细审查；监视；细看；选票复查
shell,"n. 壳，贝壳；炮弹；外形
vt. 剥皮；炮轰
vi. 剥落；设定命令行解释器的位置"
slam,"n. 猛击；砰然声
vi. 砰地关上；猛力抨击
vt. 砰地关上；猛力抨击"
slit,"n. 裂缝；投币口
vt. 撕裂；使有狭缝
vi. 纵裂"
soluble,adj.  可溶的，可溶解的；可解决的
specific,"n. 特性；细节；特效药
adj. 特殊的，特定的；明确的；详细的； 具有特效的"
spectacular,adj. 壮观的，惊人的；公开展示的
squeal,"n. 尖叫声
vt. 告密；长声尖叫
vi. 告密；尖声地说"
stimulate,"vi. 起刺激作用；起促进作用
vt. 刺激；鼓舞，激励"
stimulating,"v. 刺激；激励；促进（stimulate的ing形式）
adj. 刺激的；有刺激性的"
stimulus,n. 刺激；激励；刺激物
stint,"n. 节约；定额，定量
vt. 节省；限制
vi. 紧缩，节省"
strengthen,"vt. 加强；巩固
vi. 变强；变坚挺"
succession,n. 连续；继位；继承权； 演替
successive,adj. 连续的；继承的；依次的；接替的
succinct,adj. 简洁的；简明的；紧身的
suitable,adj. 适当的；相配的
surrender,"n. 投降；放弃；交出；屈服
vt. 使投降；放弃；交出；听任
vi. 投降；屈服；自首"
suspicious,adj. 可疑的；怀疑的；多疑的
sway,"n. 影响；摇摆；统治
vt. 影响；统治；使摇动
vi. 影响；摇摆"
temporary,"n. 临时工，临时雇员
adj. 暂时的，临时的"
tense,"n. 时态
adj. 紧张的；拉紧的
vt. 变得紧张；使拉紧
vi. 拉紧，变得紧张"
terminal,"n. 末端；终点；终端机；极限
adj. 末端的；终点的；晚期的"
terse,adj. 简洁的，精练的，扼要的
trap,"n. 陷阱；圈套； 存水湾
vt. 诱捕；使…受限制；使…陷入困境
vi. 设陷阱"
tremble,"n. 颤抖；战栗；摇晃
vi. 发抖；战栗；焦虑；摇晃
vt. 使挥动；用颤抖的声音说出"
ultimatum,n. 最后通牒；最后结论；基本原理
undeniable,adj. 不可否认的；公认优秀的；无可争辩的
unemployment,n. 失业；失业率；失业人数
unexpected,adj. 意外的，想不到的
uprising,"n. 起义；升起
v. 起义（uprise的ing形式）；升起
adj. 升起的"
urban,adj. 城市的；住在都市的
viewpoint,n. 观点，看法；视角
vindicate,vt. 维护；证明…无辜；证明…正确
adjudicate,"vt. 裁定；宣判
vi. 裁定；宣判"
apologetic,adj. 道歉的；赔罪的
assassination,n. 暗杀，行刺
assault,"n. 攻击；袭击
vt. 攻击；袭击
vi. 袭击；动武"
astray,"adj. 迷路的；离开正道的；不对头的
adv. 误入歧途地；迷途地；迷路"
banish,vt. 放逐；驱逐
beware,"vt. 注意，当心；提防
vi. 当心，小心"
blunder,"n. 大错
vt. 做错
vi. 跌跌撞撞地走；犯大错"
bully,"n. 欺凌弱小者；土霸
vt. 欺负；威吓
adj. 第一流的；特好的
vi. 欺侮人
adv. 很；十分
int. 好；妙"
burglar,n. 夜贼，窃贼
burst,"n. 爆发，突发；爆炸
vt. 爆发，突发；爆炸
vi. 爆发，突发；爆炸"
cocaine,n.  可卡因
coerce,vt. 强制，迫使
commit,vt. 犯罪，做错事；把...交托给；指派…作战；使…承担义务
commotion,n. 骚动；暴乱
commute,"n. 通勤（口语）
vt. 减刑；交换；用……交换；使……变成
vi. （搭乘车、船等）通勤；代偿"
condemn,vt. 谴责；判刑，定罪；声讨
confess,"vi. 承认；坦白；忏悔；供认
vt. 承认；坦白；忏悔；供认"
confession,n. 忏悔，告解；供认；表白
conspiracy,n. 阴谋；共谋；阴谋集团
constable,n. 治安官，巡警；警察
constabulary,"n. 警察；警官队
adj. 警官的，警察的"
convict,"n. 罪犯
vt. 证明…有罪；宣告…有罪"
conviction,n. 定罪；确信；证明有罪；确信，坚定的信仰
corrupt,"adj. 腐败的，贪污的；堕落的
vt. 使腐烂；使堕落，使恶化
vi. 堕落，腐化；腐烂"
corruption,n. 贪污，腐败；堕落
counsel,"n. 法律顾问；忠告；商议；讨论；决策
vt. 建议；劝告
vi. 商讨；提出忠告"
counselor,n. 顾问；法律顾问；参事（等于counsellor）
criminal,"n. 罪犯
adj. 刑事的；犯罪的；罪恶的"
cuff,"n. 袖口，裤子翻边；手铐；一巴掌
vt. 给…上袖口；用巴掌打；给…带上手铐
vi. 殴斗，拳击"
culprit,n. 犯人，罪犯；被控犯罪的人
deceive,v. 欺骗；行骗
decree,"n. 法令；判决
vt. 命令；颁布；注定；判决
vi. 注定；发布命令"
defendant,"n. 被告
adj. 辩护的；为自己辩护的"
defense,"n. 防卫，防护；防御措施；防守
vt. 谋划抵御"
delinquency,n. 行为不良，违法犯罪；失职，怠工
delude,vt. 欺骗；哄骗；诱惑；迷惑；逃避；使失望
deprive,vt. 使丧失，剥夺
detain,vt. 拘留；留住；耽搁
detective,"n. 侦探
adj. 侦探的"
distort,"vt. 扭曲；使失真；曲解
vi. 扭曲；变形"
dreadful,adj. 可怕的；糟透的，令人不快的
dubious,adj. 可疑的；暧昧的；无把握的；半信半疑的
entangle,vt. 使纠缠；卷入；使混乱
evade,"vt. 逃避；规避；逃脱
vi. 逃避；规避；逃脱"
execute,vt. 实行；执行；处死
execution,n. 执行，实行；完成；死刑
exterminate,vt. 消灭；根除
extort,vt. 敲诈；侵占；强求；牵强地引出
extreme,"n. 极端；末端；最大程度；极端的事物
adj. 极端的；极度的；偏激的；尽头的"
falsify,"vt. 伪造；篡改；歪曲；证明...虚假
vi. 撒谎"
fetter,"n. 束缚；羁绊；脚镣
vt. 束缚；加脚镣"
filth,n. 污秽；肮脏；猥亵；不洁
forensic,adj. 法院的；辩论的；适于法庭的
gimmick,"n. 暗机关；骗人的玩意；花招
vt. 使暗机关；搞骗人的玩意"
gist,n. 主旨，要点；依据
groan,"n. 呻吟；叹息；吱嘎声
vt. 呻吟；抱怨
vi. 呻吟；抱怨；发吱嘎声"
handcuff,"n. 手铐；思想上的桎梏
vt. 给…戴上手铐；限制"
harsh,adj. 严厉的；严酷的；刺耳的；粗糙的；刺目的
hijack,"n. 劫持；威逼；敲诈
vt. 抢劫；揩油
vi. 拦路抢劫"
hint,"n. 暗示；线索
vt. 暗示；示意
vi. 示意"
homicide,n. 过失杀人；杀人犯
horror,n. 惊骇；惨状；极端厌恶；令人恐怖的事物
hostage,n. 人质；抵押品
illegal,"n. 非法移民，非法劳工
adj.  非法的；违法的；违反规则的"
impair,vt. 损害；削弱；减少
imprison,vt. 监禁；关押；使…下狱
inadequate,adj. 不充分的，不适当的
indulge,"vi. 沉溺；满足；放任
vt. 满足；纵容；使高兴；使沉迷于…"
inextricable,adj. 逃脱不掉的；解不开的
infringe,"vt. 侵犯；违反；破坏
vi. 侵犯；侵害"
inmate,n. (尤指)同院病人；同狱犯人；同被(收容所)收容者
inquire,"vi. 询问；查究；询价
vt. 询问；查究；问明"
inquiry,n. 探究；调查；质询
interrogate,"vt. 审问；质问； 询问
vi. 审问；质问"
intimidate,vt. 恐吓，威胁；胁迫
intrigue,"n. 阴谋；诡计；复杂的事；私通
vt. 用诡计取得；激起...的兴趣
vi. 私通；密谋"
invaluable,adj. 无价的；非常贵重的
jail,"n. 监狱；监牢；拘留所
vt. 监禁；下狱"
judicial,adj. 公正的，明断的；法庭的；审判上的
jury,"n.  陪审团；评判委员会
adj. 应急的"
justice,n. 司法，法律制裁；正义；法官，审判员
justification,n. 理由；辩护；认为有理，认为正当；释罪
justify,"vi. 证明合法；整理版面
vt. 证明…是正当的；替…辩护"
juvenile,"adj. 青少年的；幼稚的
n. 青少年；少年读物"
kidnap,vt. 绑架；诱拐；拐骗
lawsuit,n. 诉讼（尤指非刑事案件）；诉讼案件
malice,n. 恶意；怨恨；预谋
maltreat,vt. 虐待；滥用；粗暴对待
manacle,"n. 束缚；手铐
vt. 束缚；给…上手铐"
massacre,"vt. 残杀；彻底击败
n. 大屠杀；惨败"
mimic,"vt. 模仿，摹拟
n. 效颦者，模仿者；仿制品；小丑
adj. 模仿的，模拟的；假装的"
misdeed,n. 罪行；犯罪
moral,"adj. 道德的；精神上的；品性端正的
n. 道德；寓意"
motive,"n. 动机，目的；主题
adj. 发动的；成为动机的
vt. 使产生动机，激起"
murder,"vt. 谋杀，凶杀
n. 谋杀，凶杀
vi. 杀人，犯杀人罪"
nasty,"adj. 下流的；肮脏的；脾气不好的；险恶的
n. 令人不快的事物
性的吸引力"
notorious,adj. 声名狼藉的，臭名昭著的
offence,n. 犯罪；违反；过错；攻击
offend,"vt. 冒犯；使…不愉快
vi. 违反；进攻；引起不舒服"
