abandon,"n. 放任；狂热
vt. 遗弃；放弃"
collect,"vt. 收集；募捐
adj. 由收件人付款的
vi. 收集；聚集；募捐
adv. 由收件人付款地"
collective,"n. 集团；集合体；集合名词
adj. 集体的；共同的；集合的；集体主义的"
college,n. 大学；学院；学会
collide,"vi. 碰撞；抵触，冲突
vt. 使碰撞；使相撞"
colony,n. 殖民地；移民队；种群；动物栖息地
column,n. 纵队，列；专栏；圆柱，柱形物
combine,"n. 联合收割机；联合企业
vt. 使化合；使联合，使结合
vi. 联合，结合；化合"
comfort,"n. 安慰；舒适；安慰者
vt. 安慰；使（痛苦等）缓和"
command,"n. 指挥，控制；命令；司令部
vt. 命令，指挥；控制；远望
vi. 命令，指挥；控制"
commend,"vt. 推荐；称赞；把…委托
vi. 称赞；表扬"
recommend,"vt. 推荐，介绍；劝告；使受欢迎；托付
vi. 推荐；建议"
commerce,n. 贸易；商业；商务
comment,"n. 评论；意见；批评
vi. 发表评论；发表意见
vt. 为…作评语"
common,"n. 普通；平民；公有地
adj. 共同的；普通的；一般的；通常的"
communicate,"vi. 通讯，传达；相通；交流；感染
vt. 传达；感染；显露"
communism,n. 共产主义
community,n. 社区； 群落；共同体；团体
company,"n. 公司；陪伴，同伴；连队
vt. 陪伴
vi. 交往"
compare,"vi. 相比，匹敌；比较，区别；比拟（常与to连用）
vt. 比拟，喻为；构成
n. 比较"
compass,"n. 指南针，罗盘；圆规
vt. 包围"
compel,vt. 强迫，迫使；强使发生
compelling,"adj. 引人注目的；强制的；激发兴趣的
v. 强迫；以强力获得（compel的ing形式）"
compulsory,"n. （花样滑冰、竞技体操等的）规定动作
adj. 义务的；必修的；被强制的"
compulsive,adj. 强制的；强迫的
compete,vi. 竞争；比赛；对抗
competent,adj. 胜任的；有能力的；能干的；足够的
compile,vt. 编译；编制；编辑； 汇编
complain,"vi. 投诉；发牢骚；诉说
vt. 抱怨；控诉"
complete,"adj. 完整的；完全的；彻底的
vt. 完成"
entire,adj. 全部的，整个的；全体的
thorough,adj. 彻底的；十分的；周密的
complement,"n. 补语；余角；补足物
vt. 补足，补助"
supplement,"vt. 增补，补充
n. 增补，补充；补充物；增刊，副刊"
complex,"n. 复合体；综合设施
adj. 复杂的；合成的"
comply,vi. 遵守；顺从，遵从；答应
complicated,adj. 难懂的，复杂的
compose,"vt. 构成；写作；使平静；排…的版
vi. 组成；作曲；排字"
composite,"n. 复合材料；合成物；菊科
adj. 复合的；合成的；菊科的
vt. 使合成；使混合"
pose,"vi. 摆姿势；佯装；矫揉造作
vt. 造成，形成；摆姿势；装模作样；提出…讨论
n. 姿势，姿态；装模作样"
position,"n. 位置，方位；职位，工作；姿态；站位
vt. 安置；把……放在适当位置"
preposition,n. 介词；前置词
positive,"n. 正数； 正片
adj. 积极的； 正的， 阳性的；确定的，肯定的；实际的，真实的；绝对的"
negative,"adj.  负的；消极的；否定的；阴性的
n. 否定；负数； 底片
vt. 否定；拒绝"
oppose,"vt. 反对；对抗，抗争
vi. 反对"
opponent,"n. 对手；反对者；敌手
adj. 对立的；敌对的"
expose,vt. 揭露，揭发；使曝光；显示
suppose,"conj. 假使…结果会怎样
vt. 假设；认为；让（虚拟语气）；推想
vi. 猜想；料想"
propose,"vi. 建议；求婚；打算
vt. 建议；打算，计划；求婚"
dispose,"n. 处置；性情
vi. 处理；安排；（能够）决定
vt. 处理；处置；安排"
disposition,n. 处置； 性情； 部署；倾向
deposit,"n. 存款；押金；订金；保证金；沉淀物
vt. 使沉积；存放
vi. 沉淀"
impose,"vt. 强加；征税；以…欺骗
vi. 利用；欺骗；施加影响"
compound,"n.  化合物；混合物；复合词
adj. 复合的；混合的
v. 合成；混合；恶化，加重；和解，妥协"
comprehend,vt. 理解；包含；由…组成
compress,"vt. 压缩，压紧；精简
vi. 受压缩小"
press,"n. 压；按；新闻；出版社； 印刷机
vt. 压；按；逼迫；紧抱
vi. 压；逼；重压"
depress,vt. 压抑；使沮丧；使萧条
impress,"n. 印象，印记；特征，痕迹
vi. 给人印象
vt. 盖印；强征；传送；给予某人深刻印象"
express,"n. 快车，快递，专使；捷运公司
vt. 表达；快递
adj. 明确的；迅速的；专门的"
oppress,vt. 压迫，压抑；使……烦恼；使……感到沉重
compromise,"n. 妥协，和解；折衷
vt. 妥协；危害
vi. 妥协；让步"
compute,"n. 计算；估计；推断
vt. 计算；估算；用计算机计算
vi. 计算；估算；推断"
comrade,n. 同志；伙伴
conceal,vt. 隐藏；隐瞒
concept,n. 观念，概念
concern,"n. 关系；关心；关心的事；忧虑
vt. 涉及，关系到；使担心"
concerning,"prep. 关于；就…而言
v. 涉及；使关心（concern的ing形式）；忧虑"
concert,"n. 音乐会；一致；和谐
adj. 音乐会用的；在音乐会上演出的
vt. 使协调；协同安排
vi. 协调；协力"
conclude,"vi. 推断；断定；决定
vt. 推断；决定，作结论；结束"
inclusive,adj. 包括的，包含的
exclude,vt. 排除；排斥；拒绝接纳；逐出
concrete,"n. 具体物；凝结物
adj. 混凝土的；实在的，具体的；有形的
vt. 使凝固；用混凝土修筑
vi. 凝结"
condemn,vt. 谴责；判刑，定罪；声讨
condense,"vt. 使浓缩；使压缩
vi. 浓缩；凝结"
condition,"n. 条件；情况；环境；身份
vt. 决定；使适应；使健康；以…为条件"
conduct,"n. 进行；行为；实施
vi. 导电；带领
vt. 管理；引导；表现"
semiconductor,n.  半导体
introduce,vt. 介绍；引进；提出；采用
educate,"vt. 教育；培养；训练
vi. 教育；训练"
reduce,"vi. 减少；缩小；归纳为
vt. 减少；降低；使处于；把…分解"
produce,"n. 农产品，产品
vt. 生产；引起；创作；生育，繁殖
vi. 生产，创作"
reproduce,"vt. 复制；再生；生殖；使…在脑海中重现
vi. 复制；繁殖"
productive,adj. 能生产的；生产的，生产性的；多产的；富有成效的
deduce,vt. 推论，推断；演绎出
deduct,vt. 扣除，减去；演绎
confer,"vt. 授予；给予
vi. 协商"
preferable,adj. 更好的，更可取的；更合意的
differ,"vi. 相异；意见分歧
vt. 使…相异；使…不同"
indifferent,adj. 漠不关心的；无关紧要的；中性的，中立的
refer,"vt. 涉及；委托；归诸于；使…求助于
vi. 参考；涉及；提到；查阅"
suffer,"vi. 遭受，忍受；受痛苦；经验；受损害
vt. 遭受；忍受；经历"
offer,"vt. 提供；出价；试图
n. 提议；出价；意图；录取通知书
vi. 提议；出现；献祭；求婚"
infer,"vi. 推断；作出推论
vt. 推断；推论"
inferior,"n. 下级；次品
adj. 差的；自卑的；下级的，下等的"
fertile,adj. 富饶的，肥沃的；能生育的
transfer,"n. 转让；转移；传递；过户
vt. 使转移；调任
vi. 转让；转学；换车"
ferry,"n. 渡船；摆渡；渡口
vt. （乘渡船）渡过；用渡船运送；空运
vi. 摆渡；来往行驶"
confess,"vi. 承认；坦白；忏悔；供认
vt. 承认；坦白；忏悔；供认"
confidence,"n. 信心；信任；秘密
adj. （美）诈骗的；骗得信任的"
confine,"n. 界限，边界;约束；限制
vt. 限制；禁闭"
final,"n. 决赛；期末考试；当日报纸的末版
adj. 最终的；决定性的；不可更改的"
fine,"n. 罚款
adj. 好的；优良的；细小的，精美的；健康的；晴朗的
vt. 罚款；澄清
adv. 很好地；精巧地"
refine,vt. 精炼，提纯；改善；使…文雅
finger,"n. 手指；指针，指状物
vt. 伸出；用手指拨弄
vi. 用指触摸；拨弄"
define,vt. 定义；使明确；规定
definite,adj. 一定的；确切的
infinite,"n. 无限； 无穷大；无限的东西（如空间，时间）
adj. 无限的，无穷的；无数的；极大的"
find,"n. 发现
vi. 裁决
vt. 查找，找到；发现；认为；感到；获得"
found,"v. 找到（find的过去分词）
vt. 创立，建立；创办"
fund,"n. 基金；资金；存款
vt. 投资；资助"
confirm,vt. 确认；确定；证实；批准；使巩固
conflict,"n. 冲突，矛盾；斗争；争执
vi. 冲突，抵触；争执；战斗"
confuse,vt. 使混乱；使困惑
congratulate,vt. 祝贺；恭喜；庆贺
congress,n. 国会；代表大会；会议；社交
connect,"vt. 连接；联合；关连
vi. 连接，连结；联合"
conquer,"vt. 战胜，征服；攻克，攻取
vi. 胜利；得胜"
conscience,n. 道德心，良心
conscious,adj. 意识到的；故意的；神志清醒的
consequence,n. 结果；重要性；推论
conserve,"n. 果酱；蜜饯
vt. 保存；将…做成蜜饯；使守恒"
observe,"vt. 庆祝
vt. 观察；遵守；说；注意到；评论
vi. 观察；说；注意到；评论"
deserve,"vi. 应受，应得
vt. 应受，应得"
preserve,"n. 保护区；禁猎地；加工成的食品
vt. 保存；保护；维持；腌；禁猎"
reserve,"n. 储备，储存；自然保护区；预备队；缄默； 储备金
vt. 储备；保留；预约
vi. 预订"
reservoir,n. 水库；蓄水池
considerate,adj. 体贴的；体谅的；考虑周到的
considerable,adj. 相当大的；重要的，值得考虑的
constant,"n.  常数；恒量
adj. 不变的；恒定的；经常的"
constitution,n. 宪法；体制；章程；构造；建立，组成；体格
institute,"n. 学会，协会；学院
vt. 开始（调查）；制定；创立；提起（诉讼）"
substitute,"n. 代用品；代替者
vi. 替代
vt. 代替"
construct,"n. 构想，概念
vt. 建造，构造；创立"
consult,"vi. 请教；商议；当顾问
vt. 查阅；商量；向…请教"
consume,"vt. 消耗，消费；使…着迷；挥霍
vi. 耗尽，毁灭；耗尽生命"
resume,"n. 摘要； 履历，简历
vi. 重新开始，继续
vt. 重新开始，继续；恢复，重新占用"
contact,"n. 接触，联系
vt. 使接触，联系
vi. 使接触，联系"
contain,"vi. 含有；自制
vt. 包含；控制；容纳；牵制（敌军）"
attain,"n. 成就
vt. 达到，实现；获得；到达
vi. 达到；获得；到达"
certain,"adj. 某一；必然的；确信；无疑的；有把握的
pron. 某些；某几个"
entertain,"vt. 娱乐；招待；怀抱；容纳
vi. 款待"
mountain,n. 山；山脉
fountain,n. 喷泉，泉水；源泉
maintain,vt. 维持；继续；维修；主张；供养
maintenance,n. 维护，维修；保持；生活费用
retain,vt. 保持；雇；记住
sustain,vt. 维持；支撑，承担；忍受；供养；证实
sustainable,adj. 可以忍受的；足可支撑的；养得起的；可持续的
stain,"n. 污点；瑕疵；着色剂
vt. 沾污；败坏；给…着色
vi. 污染；被沾污；被染污"
contemporary,"n. 同时代的人；同时期的东西
adj. 当代的；同时代的；属于同一时期的"
temple,n. 庙宇；寺院；神殿；太阳穴
tempo,n. 速度，发展速度；拍子
temporary,"n. 临时工，临时雇员
adj. 暂时的，临时的"
tempt,vt. 诱惑；引起；冒…的风险；使感兴趣
temper,"n. 脾气；（钢等）回火；性情；倾向
vt. 使回火；锻炼；调和；使缓和
vi. 回火；调和"
temperature,n. 温度；体温；气温；发烧
content,"n. 内容，目录；满足；容量
adj. 满意的
vt. 使满足"
tent,"n. 帐篷；住处；帷幕
vt. 用帐篷遮盖；使在帐篷里住宿
vi. 住帐蓬；暂时居住"
potential,"n. 潜能；可能性； 电势
adj. 潜在的；可能的；势的"
contest,"n. 竞赛；争夺；争论
vt. 争辩；质疑
vi. 竞争；争辩"
context,n. 环境；上下文；来龙去脉
continent,"n. 大陆，洲，陆地
adj. 自制的，克制的"
continue,"vt. 继续说…；使…继续；使…延长
vi. 继续，延续；仍旧，连续"
contrary,"n. 相反；反面
adj. 相反的；对立的
adv. 相反地"
contrast,"n. 对比；差别；对照物
vt. 使对比；使与…对照
vi. 对比；形成对照"
contribute,"vt. 贡献，出力；投稿；捐献
vi. 贡献，出力；投稿；捐献
"
tribute,n. 礼物； 贡物；颂词；（尤指对死者的）致敬，悼念，吊唁礼物
distribute,vt. 分配；散布；分开；把…分类
control,"n. 控制；管理；抑制；操纵装置
vt. 控制；管理；抑制"
convenient,adj. 方便的；适当的；近便的；实用的
convention,n. 大会； 惯例； 约定； 协定；习俗
conversation,n. 交谈，会话；社交；交往，交际；会谈；（人与计算机的）人机对话
converse,"n. 逆行，逆向；倒；相反的事物
adj. 相反的，逆向的；颠倒的
vi. 交谈，谈话；认识
n. 匡威（服装品牌）"
university,n. 大学；综合性大学；大学校舍
universe,n. 宇宙；世界；领域
diverse,adj. 不同的；多种多样的；变化多的
version,n. 版本；译文；倒转术
convert,"n. 皈依者；改变宗教信仰者
vt. 使转变；转换…；使…改变信仰
vi. 转变，变换；皈依；改变信仰"
reverse,"n. 背面；相反；倒退；失败
adj. 反面的；颠倒的；反身的
vt. 颠倒；倒转
vi. 倒退；逆叫"
convey,vt. 传达；运输；让与
convince,vt. 说服；使确信，使信服
cook,"n. 厨师，厨子
vt. 烹调，煮
vi. 烹调，做菜"
cooperate,vi. 合作，配合；协力
coordinate,"n. 坐标；同等的人或物
vt. 调整；整合
adj. 并列的；同等的
vi. 协调"
cope,"n. 长袍
vi. 处理；对付；竞争"
copper,"n. 铜；铜币；警察
adj. 铜制的
vt. 镀铜"
corporate,adj. 法人的；共同的，全体的；社团的；公司的；企业的
cord,"n. 绳索；束缚
vt. 用绳子捆绑"
correlate,"n. 相关物；相关联的人
vt. 使有相互关系；互相有关系
adj. 关联的
vi. 关联"
correspond,vi. 符合，一致；相应；通信
correspondence,n. 通信；一致；相当
corresponding,"adj. 相当的，相应的；一致的；通信的
v. 类似（correspond的ing形式）；相配"
correspondent,n. 通讯记者；客户；通信者；代理商行
corridor,走廊
cost,"n. 费用，代价，成本；损失
vt. 花费；使付出；使花许多钱
vi. 花费"
costume,"n. 服装，装束；戏装，剧装
vt. 给…穿上服装"
cottage,n. 小屋；村舍；（农舍式的）小别墅
cotton,"n. 棉花；棉布；棉线
adj. 棉的；棉制的
vi. 一致；理解；和谐；亲近"
couch,"vt. 使躺下；表达；弯下
vi. 蹲伏，埋伏；躺着
n. 睡椅，长沙发；床；卧榻"
cough,"n. 咳嗽，咳嗽声；咳嗽病
vt. 咳出
vi. 咳嗽"
council,n. 委员会；会议；理事会；地方议会；顾问班子
counsel,"n. 法律顾问；忠告；商议；讨论；决策
vt. 建议；劝告
vi. 商讨；提出忠告"
couple,"n. 对；夫妇；数个
vt. 结合；连接；连合
vi. 结合；成婚"
courage,n. 勇气；胆量
court,"n. 法院；球场；朝廷；奉承
vt. 招致（失败、危险等）；向…献殷勤；设法获得
vi. 求爱"
cousin,n. 堂兄弟姊妹；表兄弟姊妹
cover,"n. 封面，封皮；盖子；掩蔽物;幌子，借口
vt. 包括；采访，报导；涉及
vi. 覆盖；代替"
cow,"n. 奶牛，母牛；母兽
vt. 威胁，恐吓"
coward,"n. 懦夫，懦弱的人
adj. 胆小的，懦怯的"
crack,"n. 裂缝；声变；噼啪声
adj. 最好的；高明的
vi. 破裂；爆裂
vt. 使破裂；打开；变声"
rack,"n.  齿条；架子；拷问台
vt. 折磨；榨取
vi. 变形；随风飘；小步跑"
cricket,n. 板球，板球运动；蟋蟀
cradle,"n. 摇篮；发源地；发祥地；支船架
vt. 抚育；把...搁在支架上；把...放在摇篮内"
crane,"n. 吊车，起重机；鹤
vt. 用起重机起吊；伸长脖子
vi. 伸着脖子看；迟疑，踌躇"
crash,"n. 撞碎；坠毁；破产；轰隆声；睡觉
vi. 摔碎；坠落；发出隆隆声；(金融企业等)破产
vt. 打碎；使坠毁、撞坏；擅自闯入"
rash,"n.  皮疹；突然大量出现的事物
adj. 轻率的；鲁莽的；不顾后果的"
crush,"n. 粉碎；迷恋；压榨；拥挤的人群
vt. 压碎；弄皱，变形；使…挤入
vi. 挤；被压碎"
crawl,"n. 爬行；养鱼池；匍匐而行
vt. 爬行；缓慢地行进
vi. 爬行；匍匐行进"
cream,n. 奶油，乳脂；精华；面霜；乳酪
create,vt. 创造，创作；造成
credit,"n. 信用，信誉； 贷款；学分；信任；声望
vt. 相信，信任；把…归给，归功于；赞颂"
credible,adj. 可靠的，可信的
creep,"n. 爬行；毛骨悚然的感觉；谄媚者
vi. 爬行；蔓延；慢慢地移动；起鸡皮疙瘩"
crew,"n. 队，组；全体人员，全体船员
vt. 使当船员
vi. 一起工作"
crime,"n. 罪行，犯罪；罪恶；犯罪活动
vt. 控告……违反纪律"
cripple,"n. 跛子；残废
vt. 削弱；使跛；使残废
adj. 跛的；残废的"
crisis,"n. 危机；危险期；决定性时刻
adj. 危机的；用于处理危机的"
critical,adj. 鉴定的； 临界的；批评的，爱挑剔的；危险的；决定性的；评论的
criticize,"vi. 批评；评论；苛求
vt. 批评；评论；非难"
crop,"n. 产量；农作物；庄稼；平头
vt. 种植；收割；修剪；剪短
vi. 收获"
crow,"n.  乌鸦；鸡鸣；撬棍
vi. 啼叫；报晓"
crowd,"n. 群众,一伙;一堆,许多,大众
v. 拥挤,挤满,挤进
vt. 挤满,将...塞进;催促,催逼
vi. 挤,拥挤,聚集"
crown,"n. 王冠；花冠；王权；顶点
vt. 加冕；居…之顶；表彰；使圆满完成"
crucial,adj. 重要的；决定性的；定局的；决断的
crude,"n. 原油；天然的物质
adj. 粗糙的；天然的，未加工的；粗鲁的"
cruel,adj. 残酷的，残忍的；使人痛苦的，让人受难的；无情的，严酷的
crust,"n. 地壳；外壳；面包皮；坚硬外皮
vi. 结硬皮；结成外壳
vt. 盖以硬皮；在…上结硬皮"
crystal,"n. 结晶，晶体；水晶；水晶饰品
adj. 水晶的；透明的，清澈的"
cube,"n. 立方；立方体；骰子
vt. 使成立方形；使自乘二次；量…的体积"
cucumber,n. 黄瓜；胡瓜
cultivate,vt. 培养；陶冶；耕作
culture,"n. 文化，文明；修养；栽培
vt.  培养（等于cultivate）"
cunning,"n. 狡猾
adj. 狡猾的；巧妙的；可爱的"
cure,"n. 治疗；治愈； 疗法
vt. 治疗；治愈；使硫化；加工处理
vi. 治病；痊愈；受治疗；被硫化；被加工处理"
current,"n. （水，气，电）流；趋势；涌流
adj. 现在的；流通的，通用的；最近的；草写的"
occur,vi. 发生；出现；存在
curious,adj. 好奇的，有求知欲的；古怪的；爱挑剔的
curriculum,"n. 课程
总课程"
curl,"n. 卷曲；卷发；螺旋状物
vt. 使…卷曲；使卷起来
vi. 卷曲；盘绕"
curse,"n. 诅咒；咒骂
vt. 诅咒；咒骂
vi. 诅咒；咒骂"
curtain,"n. 幕；窗帘
vt. 遮蔽；装上门帘"
curve,"n. 曲线；弯曲；曲线球；曲线图表
adj. 弯曲的；曲线形的
vt. 弯；使弯曲
vi. 成曲形"
cushion,"n. 垫子；起缓解作用之物；（猪等的）臀肉；银行储蓄
vt. 给…安上垫子；把…安置在垫子上；缓和…的冲击"
custom,"n. 习惯，惯例；风俗；海关，关税；经常光顾；（经常性的）顾客
adj. （衣服等）定做的，定制的"
cycle,"n. 循环；周期；自行车；整套；一段时间
vt. 使循环；使轮转
vi. 循环；骑自行车；轮转"
daily,"n. 日报；朝来夜去的女佣
adj. 日常的；每日的
adv. 日常地；每日；天天"
dairy,"n. 奶制品；乳牛；制酪场；乳品店；牛奶及乳品业
adj. 乳品的；牛奶的；牛奶制的；产乳的"
dam,"n.  水坝；障碍
v. 控制；筑坝"
damage,"vi. 损害；损毁
vt. 损害，毁坏
n. 损害；损毁；赔偿金"
danger,n. 危险；危险物，威胁
dare,"n. 挑战；挑动
vt. 敢冒；不惧
vi. 敢；胆敢"
darling,n. 心爱的人；亲爱的
dark,"n. 黑暗；夜；黄昏；模糊
adj. 黑暗的，深色的；模糊的；无知的；忧郁的"
dash,"n. 破折号；冲撞
vi. 猛冲；撞击
vt. 使…破灭；猛撞；泼溅"
data,n. 数据（datum的复数）；资料
dawn,"n. 黎明；开端
vt. 破晓；出现；被领悟"
dazzle,"n. 耀眼的光；灿烂
vt. 使……目眩；使……眼花
vi. 眼花缭乱；炫耀"
dead,"n. 死者
adj. 无生命的；呆板的；废弃了的
adv. 完全地"
deadly,"adj. 致命的；非常的；死一般的
adv. 非常；如死一般地"
deaf,adj. 聋的
deal,"n. 交易；（美）政策；待遇；份量
vi. 处理；讨论；对待；做生意
vt. 处理；给予；分配；发牌"
debt,n. 债务；借款；罪过
decade,n. 十年，十年期；十
decay,"n. 衰退， 衰减；腐烂，腐朽
vt. 使腐烂，使腐败；使衰退，使衰落
vi. 衰退， 衰减；腐烂，腐朽"
deceive,v. 欺骗；行骗
reception,n. 接待；接收；招待会；感受；反应
perceive,"vt. 察觉，感觉；理解；认知
vi. 感到，感知；认识到"
receipt,"n. 收到；收据；收入
vt. 收到"
deck,"n. 甲板；行李仓；露天平台
vt. 装饰；装甲板；打扮"
dock,"n. 码头；船坞；被告席；尾巴的骨肉部分
vt. 使靠码头；剪短
vi. 入船坞"
lock,"vt. 锁，锁上；隐藏
vi. 锁；锁住；卡住
n. 锁；水闸；刹车"
suck,"n. 吮吸
vt. 吸吮；吸取
vi. 吸吮；糟糕；巴结"
tick,"n. 滴答声；扁虱；记号；赊欠
vt. 标记号于；滴答地记录
vi. 发出滴答声；标以记号"
ticket,vt. 加标签于；指派；对…开出交通违规罚单
lick,"vt. 舔；卷过；鞭打
vt. （非正式）战胜
vi. 舔；轻轻拍打
n. 舔；打；少许"
sack,"n. 麻布袋；洗劫
vt. 解雇；把……装入袋；劫掠"
pack,"n. 包装；一群；背包；包裹；一副
vt. 包装；压紧；捆扎；挑选；塞满
vi. 挤；包装货物；被包装；群集"
tuck,"n. 食物；船尾突出部；缝摺；抱膝式跳水；活力；鼓声
vt. 卷起；挤进；用某物舒适地裹住；使有褶裥；收拢；大口吃；使隐藏
vi. 缝褶裥；缩拢；舒服地裹在里面；大口吃"
pick,"n. 选择；鹤嘴锄；挖；掩护
vi. 挑选；采摘；挖
vt. 拾取；精选；采摘；掘"
sick,"adj. 厌恶的；病态的；不舒服；渴望的；恶心的 ；生病的
n. 病人
vt. 使狗去咬；呕吐；追击"
wicked,adj. 邪恶的；恶劣的；不道德的；顽皮的
track,"n. 轨道；足迹，踪迹；小道
vt. 追踪；通过；循路而行；用纤拉
vi. 追踪；走；留下足迹"
trick,"n. 诡计；恶作剧；窍门；花招；骗局；欺诈
adj. 特技的；欺诈的；有决窍的
vt. 欺骗；哄骗；装饰；打扮
vi. 哄骗；戏弄"
shock,"n. 休克；震惊；震动；打击；禾束堆
adj. 浓密的；蓬乱的
vt. 使休克；使震惊；使震动；使受电击；把…堆成禾束堆
vi. 感到震惊；受到震动；堆成禾束堆"
stick,"n. 棍；手杖；呆头呆脑的人
vi. 坚持；伸出；粘住
vt. 刺，戳；伸出；粘贴"
declare,"vt. 宣布，声明；断言，宣称
vi. 声明，宣布"
decline,"n. 下降；衰退；斜面
vt. 谢绝；婉拒
vi. 下降；衰落；谢绝"
decorate,"vt. 装饰；布置；授勋给
vi. 装饰；布置"
deed,"n. 行动；功绩；证书； 契据
vt. 立契转让"
deepen,"vt. 使加深；使强烈；使低沉
vi. 变深；变低沉"
deer,n. 鹿
defeat,"n. 失败的事实；击败的行为
vt. 击败，战胜；挫败；使…失败"
defence,n. 防御；防卫；答辩；防卫设备
degree,n. 程度，等级；度；学位；阶层
delay,"n. 延期；耽搁；被耽搁或推迟的时间
vt. 延期；耽搁
vi. 延期；耽搁"
delegate,"n. 代表
vt. 委派…为代表"
delete,vt. 删除
delicate,adj. 微妙的；精美的，雅致的；柔和的；易碎的；纤弱的；清淡可口的
delicious,adj. 美味的；可口的
demand,"n.  需求；要求；需要
vt. 要求；需要；查询
vi. 需要；请求；查问"
democracy,n. 民主，民主主义；民主政治
demonstrate,"vt. 证明；展示；论证
vi. 示威"
deny,"vi. 否认；拒绝
vt. 否定，否认；拒绝给予；拒绝…的要求"
dense,adj. 稠密的；浓厚的；愚钝的
dental,"n. 齿音
adj. 牙科的；牙齿的，牙的"
evident,adj. 明显的；明白的
prudent,adj. 谨慎的；精明的；节俭的
identify,vt. 确定；鉴定；识别，辨认出；使参与；把…看成一样 vi. 确定；认同；一致
identity,n. 身份；同一性，一致；特性；恒等式
depend,vi. 依赖，依靠；取决于；相信，信赖
independent,"n. 独立自主者；无党派者
adj. 独立的；单独的；无党派的；不受约束的"
suspend,"vt. 延缓，推迟；使暂停；使悬浮
vi. 悬浮；禁赛"
depict,vt. 描述；描画
deprive,vt. 使丧失，剥夺
rival,"n. 对手；竞争者
adj. 竞争的
vt. 与…竞争；比得上某人
vi. 竞争"
derive,"vt. 源于；得自；获得
vi. 起源"
thrive,vi. 繁荣，兴旺；茁壮成长
deputy,"n. 代理人，代表
adj. 副的；代理的"
describe,vt. 描述，形容；描绘
design,"n. 设计；图案
vt. 设计；计划；构思
vi. 设计"
desire,"n. 欲望；要求，心愿；性欲
vt. 想要；要求；希望得到…
vi. 渴望"
despair,"n. 绝望；令人绝望的人或事
vi. 绝望，丧失信心"
destination,n. 目的地，终点
destiny,n. 命运，定数，天命
destruction,n. 破坏，毁灭；摧毁
detail,"n. 细节，详情
vt. 详述；选派
vi. 画详图"
tail,"n. 尾巴；踪迹；辫子；燕尾服
adj. 从后面而来的；尾部的
vt. 尾随；装上尾巴
vi. 跟踪；变少或缩小"
retail,"n. 零售
adj. 零售的
vt. 零售；转述
adv. 以零售方式
vi. 零售"
tailor,"n. 裁缝
vt. 剪裁；使合适
vi. 做裁缝"
detect,vt. 察觉；发现；探测
determine,"v. （使）下决心，（使）做出决定
vt. 决定，确定；判定，判决；限定
vi. 确定；决定；判决，终止；了结，终止，结束"
devil,"n. 魔鬼；撒旦；家伙；恶棍；淘气鬼；冒失鬼
vt. 虐待，折磨；（用扯碎机）扯碎；（替作家，律师等）做助手；抹辣味料烤制或煎煮"
dew,"n. 珠，滴；露水；清新
vt. （露水等）弄湿
vi. 结露水"
grammar,n. 语法；语法书
program,"n. 程序；计划；大纲
vt. 用程序指令；为…制订计划；为…安排节目
vi. 编程序；安排节目；设计电脑程式"
gram,n. 克；鹰嘴豆（用作饲料）
graph,"n. 图表；曲线图
vt. 用曲线图表示"
geography,n. 地理；地形
photograph,"n. 照片，相片
vt. 为…拍照；使深深印入
vi. 拍照；在照片上显得"
telegraph,"n.  电报机，电报
vt. 电汇；流露出；打电报给…
vi. 打电报"
diagnose,"vt. 诊断；断定
vi. 诊断；判断"
dial,"n. 转盘；刻度盘；钟面
vt. 给…拨号打电话
vi. 拨号"
diamond,"n. 钻石，金刚石；菱形；方块牌
adj. 菱形的；金刚钻的"
diary,n. 日志，日记；日记簿
diagram,"n. 图表；图解
vt. 用图解法表示"
dialect,"n. 方言，土话；同源语；行话；个人用语特征
adj. 方言的"
lecture,"n. 演讲；讲稿；教训
vt. 演讲；训诫
vi. 讲课；讲演"
collect,"vt. 收集；募捐
adj. 由收件人付款的
vi. 收集；聚集；募捐
adv. 由收件人付款地"
collective,"n. 集团；集合体；集合名词
adj. 集体的；共同的；集合的；集体主义的"
recollect,v. 回忆，想起
elect,"n. 被选的人；特殊阶层；上帝的选民
adj. 选出的；当选的；卓越的
vi. 作出选择；进行选举
vt. 选举；选择；推选"
select,"n. 被挑选者；精萃
adj. 精选的；挑选出来的；极好的
vt. 挑选；选拔
vi. 挑选"
neglect,"vt. 疏忽，忽视；忽略
n. 疏忽，忽视；怠慢"
negligible,adj. 微不足道的，可以忽略的
diameter,n. 直径
diet,"n. 饮食；食物；规定饮食
vt.  照规定饮食
vi. 节食"
difficult,adj. 困难的；不随和的；执拗的
dig,"n. 戳，刺；挖苦
vi. 挖掘
vt. 挖，掘；探究"
digest,"n. 文摘；摘要
vt. 消化；吸收；融会贯通
vi. 消化"
digital,"n. 数字；键
adj. 数字的；手指的"
diligent,adj. 勤勉的；用功的，费尽心血的
dim,"n. 笨蛋，傻子
adj. 暗淡的，昏暗的；模糊的，看不清的；悲观的，怀疑的
vt. 使暗淡，使失去光泽；使变模糊
vi. 变模糊，变暗淡"
dimension,"n. 方面; 维；尺寸；次元；容积 vt. 标出尺寸
adj. 规格的"
dine,"vi. 进餐，用餐
vt. 宴请"
dip,"n. 下沉，下降；倾斜；浸渍，蘸湿
vi. 浸；下降，下沉；倾斜；舀，掏
vt. 浸，泡，蘸；舀取；把伸入"
